EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,203496,203967,1626158,1627789,204456,203082,203932,202696,203095,203901
45,1,203496,203917,1626158,1627789,204456,203082,203932,202696,203095,203901
62,1,203496,203917,1626158,1627789,204456,203082,203932,202696,203095,201571
63,1,203496,203917,1626158,1627789,204456,1626209,203932,202696,203095,201571
69,1,203496,203917,1626158,1626147,204456,1626209,203932,202696,203095,201571
97,1,200771,203917,1626158,1626147,204456,1626209,203932,202696,203095,201571
98,1,200771,203917,1627848,1626147,204456,1626209,203932,202696,203095,201571
99,1,200771,203917,1627848,1626147,203967,1626209,203932,202696,203095,201571
113,1,200771,203917,1627848,1626147,203967,1626209,203932,201145,203095,201571
114,1,200771,203917,1627848,1626147,203967,1626209,203932,201145,202687,201571
115,1,200771,203917,1627848,1626147,203967,1626209,201975,201145,202687,201571
125,2,203967,1627789,203917,200771,1627848,201571,1626209,201145,202687,201975
145,2,203967,1627789,203496,200771,1627848,201571,1626209,201145,202687,201975
174,2,203967,1627789,203496,200771,1626158,201571,1626209,201145,202687,201975
189,2,203917,1627789,203496,200771,1626158,201571,1626209,201145,202687,201975
200,2,203917,1627789,203496,200771,1626158,201571,1626209,201145,202687,203082
210,2,203917,1627789,203496,200771,1626158,201571,203095,201145,202687,203082
211,2,203917,1627789,203496,200771,1626158,201571,203095,203932,202687,203082
212,2,203917,1627789,203496,200771,1626158,201571,203095,203932,202696,203082
218,2,203917,203967,203496,200771,1626158,201571,203095,203932,202696,203082
229,2,203917,203967,203496,204456,1626158,201571,203095,203932,202696,203082
230,2,203917,203967,203496,204456,1626158,201228,203095,203932,202696,203082
242,2,203917,203967,1626147,204456,1626158,201228,203095,203932,202696,203082
273,2,203917,203496,1626147,204456,1626158,201228,203095,203932,202696,203082
297,3,203496,203967,1626158,1627789,204456,203082,203932,202696,203095,203901
342,3,203496,203967,1626158,203917,204456,203082,203932,202696,203095,203901
350,3,203496,203967,1627848,203917,204456,203082,203932,202696,203095,203901
362,3,203496,1626147,1627848,203917,204456,203082,203932,202696,203095,203901
382,3,203496,1626147,1626158,203917,204456,203082,203932,202696,203095,203901
415,3,203496,1626147,1626158,203917,204456,203082,201145,202696,203095,203901
416,3,203496,1626147,1626158,203917,204456,203082,201145,202696,1626209,203901
428,3,203967,1626147,1626158,203917,204456,203082,201145,202696,1626209,203901
429,3,203967,1626147,1626158,203917,200771,203082,201145,202696,1626209,203901
450,3,1627848,1626147,1626158,203917,200771,203082,201145,202696,1626209,203901
451,3,1627848,1626147,203496,203917,200771,203082,201145,202696,1626209,203901
452,3,1627848,1626147,203496,203917,200771,203082,201145,202687,1626209,203901
453,3,1627848,1626147,203496,203917,200771,203082,201145,202687,201975,203901
465,4,203496,203967,1626158,1627789,200771,201571,1626209,201145,202687,201975
471,4,203496,203917,1626158,1627789,200771,201571,1626209,201145,202687,201975
493,4,203496,203917,1626158,1626147,200771,201571,1626209,201145,202687,201975
528,4,203496,203917,1626158,1626147,200771,203095,1626209,201145,202687,201975
529,4,203496,203917,1626158,1626147,200771,203095,203901,201145,202687,201975
530,4,203496,203917,1626158,1626147,200771,203095,203901,203932,202687,201975
531,4,203496,203917,204456,1626147,200771,203095,203901,203932,202687,201975
532,4,203496,203917,204456,1626147,1627848,203095,203901,203932,202687,201975
539,4,203496,203967,204456,1626147,1627848,203095,203901,203932,202687,201975
540,4,203496,203967,204456,1627789,1627848,203095,203901,203932,202687,201975
548,4,203496,203967,204456,1627789,1626158,203095,203901,203932,202687,201975
556,4,203496,203967,204456,1627789,1626158,203095,203901,203932,202687,203082
562,4,203496,203917,204456,1627789,1626158,203095,203901,203932,202687,203082
565,4,203496,203917,204456,1627789,1626158,203095,203901,203932,202696,203082
574,4,203496,203917,204456,1626147,1626158,203095,203901,203932,202696,203082
608,4,203496,203917,204456,1626147,1626158,203095,203901,1626209,202696,203082
615,4,203496,203917,204456,1626147,1626158,203095,203901,201975,202696,203082
625,5,203496,1626158,204456,203917,1626147,203082,202696,203095,203901,201975
697,5,203496,1627848,204456,203917,1626147,203082,202696,203095,203901,201975
