EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,2546,202498,201149,201943,201565,2772,201583,1626149,201147,201935
54,1,2546,202498,201149,201943,201565,2772,201583,1626149,201569,201935
65,1,2546,202498,201149,201943,201565,2772,201583,2403,201569,201935
66,1,2546,202498,201149,201943,201565,2772,1626155,2403,201569,201935
67,1,2546,202498,1626195,201943,201565,2772,1626155,2403,201569,201935
86,1,203200,202498,1626195,201943,201565,2772,1626155,2403,201569,201935
87,1,203200,202498,1626195,201943,1627851,2772,1626155,2403,201569,201935
112,1,203200,202498,1626195,201943,2546,2772,1626155,2403,201569,201935
113,1,203200,201565,1626195,201943,2546,2772,1626155,2403,201569,201935
121,2,2546,201565,1626195,203200,2756,201147,201569,2403,1626155,203898
135,2,2546,201565,1626195,203200,2756,201147,201569,1626149,1626155,203898
150,2,2546,201565,1626195,203200,2756,201147,201569,1626149,201583,203898
164,2,2546,201565,1626195,203200,2756,201147,201569,1626149,201583,201935
165,2,2546,201565,1626195,202498,2756,201147,201569,1626149,201583,201935
166,2,2546,201565,1626195,202498,201943,201147,201569,1626149,201583,201935
171,2,2546,201565,201149,202498,201943,201147,201569,1626149,201583,201935
200,2,2546,201565,201149,202498,201943,201147,2772,1626149,201583,201935
220,2,203200,201565,201149,202498,201943,201147,2772,1626149,201583,201935
236,2,203200,201565,201149,202498,201943,201569,2772,1626149,201583,201935
237,2,203200,201565,201149,2546,201943,201569,2772,1626149,201583,201935
271,3,202498,201149,201943,201565,1627851,2772,201583,1626149,201147,201935
330,3,202498,201149,201943,203200,1627851,2772,201583,1626149,201147,201935
331,3,1626254,201149,201943,203200,1627851,2772,201583,1626149,201147,201935
352,3,1626254,201149,201943,203200,1627851,2772,201583,201569,201147,201935
353,3,1626254,201149,201943,203200,1627851,2772,201583,201569,2403,201935
354,3,1626254,1626195,201943,203200,1627851,2772,201583,201569,2403,201935
359,3,1626254,1626195,201943,203200,1627851,2772,1626155,201569,2403,201935
386,3,1626254,1626195,201565,203200,1627851,2772,1626155,201569,2403,201935
428,4,201565,1626195,203200,1627851,1626254,201583,1626149,201147,201569,203898
442,4,201565,1626195,203200,201943,1626254,201583,1626149,201147,201569,203898
452,4,201565,1626195,203200,201943,1626254,201583,1626149,201147,201569,201935
467,4,201565,1626195,203200,201943,202498,201583,1626149,201147,201569,201935
475,4,201565,1626195,203200,201943,202498,201583,2772,201147,201569,201935
509,4,201565,201149,203200,201943,202498,201583,2772,201147,201569,201935
530,4,201565,201149,203200,201943,202498,201583,2772,1626149,201569,201935
