EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,202066,1626161,201585,1627741,201954,203460,201959,203500,203506,201566
37,1,202066,1626161,201585,1627741,201954,203460,1627734,203500,203506,201566
58,1,202066,1626161,1627746,1627741,201954,203460,1627734,203500,203506,201566
69,1,202066,1626161,1627746,1627741,201954,203460,1627734,203500,203518,201566
82,1,202066,201229,1627746,1627741,201954,203460,1627734,203500,203518,201566
83,1,202066,201229,1627746,1627834,201954,203460,1627734,203500,203518,201566
92,1,202066,201229,1627746,1627834,201954,203460,1627734,202683,203518,201566
94,1,202066,201229,1627746,1627834,201951,203460,1627734,202683,203518,201566
106,1,204038,201229,1627746,1627834,201951,203460,1627734,202683,203518,201566
107,1,204038,201229,1627746,1627834,201951,203460,1627734,202683,203518,203902
108,1,204038,201229,1627746,1627834,201951,203926,1627734,202683,203518,203902
129,1,204038,201229,201585,1627834,201951,203926,1627734,202683,203518,203902
145,2,201585,201229,1627834,201951,204038,203506,1627734,202683,203902,203926
162,2,201585,201229,1626161,201951,204038,203506,1627734,202683,203902,203926
165,2,201585,1627741,1626161,201951,204038,203506,1627734,202683,203902,203926
180,2,201585,1627741,1626161,201951,204038,203506,1627734,202683,201566,203926
186,2,201585,1627741,1626161,201951,204038,203506,203500,202683,201566,203926
200,2,201585,1627741,1626161,201951,201954,203506,203500,202683,201566,203926
201,2,201585,1627741,1626161,201951,201954,203460,203500,202683,201566,203926
209,2,201585,1627741,201229,201951,201954,203460,203500,202683,201566,203926
213,2,201585,1627741,201229,201951,201954,203460,203500,201959,201566,203926
222,2,201585,1627741,201229,201951,201954,203460,203500,201959,201566,203506
223,2,201585,202066,201229,201951,201954,203460,203500,201959,201566,203506
229,2,201585,202066,201229,1627741,201954,203460,203500,201959,201566,203506
251,2,201585,1626161,201229,1627741,201954,203460,203500,201959,201566,203506
252,2,201951,1626161,201229,1627741,201954,203460,203500,201959,201566,203506
261,2,201951,1627834,201229,1627741,201954,203460,203500,201959,201566,203506
290,3,202066,1626161,201585,1627741,201954,203460,201959,203500,203506,201566
340,3,202066,1627834,201585,1627741,201954,203460,201959,203500,203506,201566
364,3,202066,1627834,201585,1627741,201954,203460,202683,203500,203506,201566
365,3,202066,1627834,201585,1627741,201954,203460,202683,203500,203518,201566
385,3,202066,1627834,1627746,1627741,201954,203460,202683,203500,203518,201566
386,3,202066,1627834,1627746,201951,201954,203460,202683,203500,203518,201566
403,3,202066,1627834,1627746,201951,201954,203460,202683,203902,203518,201566
404,3,202066,1627834,1627746,201951,201954,203460,202683,203902,203518,1627734
405,3,201229,1627834,1627746,201951,201954,203460,202683,203902,203518,1627734
416,3,201229,1627834,1627746,201951,201954,203506,202683,203902,203518,1627734
429,4,1626161,1627746,201229,201951,204038,203506,1627734,203518,202683,203902
432,4,1626161,1627746,201229,201951,204038,203506,1627734,203926,202683,203902
454,4,1626161,1627746,201229,201951,204038,203506,1627734,203926,203500,203902
457,4,1626161,1627746,201229,201951,204038,203506,1627734,203926,203500,201566
482,4,1626161,1627746,201229,201951,204038,203460,1627734,203926,203500,201566
483,4,202066,1627746,201229,201951,204038,203460,1627734,203926,203500,201566
484,4,202066,1627746,201229,1627834,204038,203460,1627734,203926,203500,201566
490,4,202066,1627746,1627741,1627834,204038,203460,1627734,203926,203500,201566
504,4,202066,1626161,1627741,1627834,204038,203460,1627734,203926,203500,201566
526,4,202066,1626161,1627741,1627746,204038,203460,1627734,203926,203500,201566
534,4,202066,1626161,1627741,1627746,204038,203460,1627734,203926,203500,203902
535,4,202066,1626161,1627741,1627746,204038,203460,1627734,203926,203924,203902
536,4,202066,1626161,1627741,1627746,204038,203518,1627734,203926,203924,203902
