EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5,AWAY_6
0,1,203077,101107,201579,203087,202689,2772,201583,1626149,201976,201935,NA
54,1,203077,101107,201579,203087,202689,2772,201583,2403,201976,201935,NA
64,1,203077,101107,201579,201158,202689,2772,201583,2403,201976,201935,NA
65,1,203077,101107,201579,201158,202689,2772,201583,2403,1626155,201935,NA
80,1,203077,101107,201150,201158,202689,2772,201583,2403,1626155,201935,NA
81,1,203077,1626163,201150,201158,202689,2772,201583,2403,1626155,201935,NA
89,1,203077,1626163,201150,201158,202689,201147,201583,2403,1626155,201935,NA
99,1,203077,1626163,201150,201158,201196,201147,201583,2403,1626155,201935,NA
114,1,1626203,1626163,201150,201158,201196,201147,201583,2403,1626155,201935,NA
131,2,203087,201158,201150,1626163,201196,2772,1626149,201976,1626155,201147,NA
161,2,203087,202689,201150,1626163,201196,2772,1626149,201976,1626155,201147,NA
177,2,203087,202689,201150,1626163,203077,2772,1626149,201976,1626155,201147,NA
178,2,203087,202689,201150,1626163,203077,2772,201583,201976,1626155,201147,NA
179,2,203087,202689,201150,1626163,203077,2772,201583,2403,1626155,201147,NA
180,2,203087,202689,201150,1626163,203077,2772,201583,2403,201935,201147,NA
201,2,203087,202689,201579,1626163,203077,2772,201583,2403,201935,201147,NA
202,2,203087,202689,201579,101107,203077,2772,201583,2403,201935,201147,NA
203,2,203087,202689,201579,101107,203077,2772,201583,2403,201935,201976,NA
216,2,203087,202689,1626203,101107,203077,2772,201583,2403,201935,201976,NA
217,2,203087,202689,1626203,101107,201150,2772,201583,2403,201935,201976,NA
223,2,201158,202689,1626203,101107,201150,2772,201583,2403,201935,201976,NA
250,3,203077,101107,201579,203087,202689,2772,201583,1626149,201976,201935,NA
302,3,203077,101107,201579,203087,202689,2772,201583,201147,201976,201935,NA
303,3,203077,101107,201579,203087,202689,2772,201583,201147,2403,201935,NA
317,3,203077,101107,201579,201158,202689,2772,201583,201147,2403,201935,NA
331,3,203077,101107,201150,201158,202689,2772,201583,201147,2403,201935,NA
332,3,203077,101107,201150,201158,202689,1626155,201583,201147,2403,201935,NA
348,3,203077,201196,201150,201158,202689,1626155,201583,201147,2403,201935,NA
349,3,203077,201196,201150,201158,1626163,1626155,201583,201147,2403,201935,NA
390,4,201579,203087,201158,201150,1626163,2772,1626149,201976,1626155,201147,201196
422,4,201579,203087,201158,201150,1626163,2772,1626149,201976,201935,201147,201196
423,4,201579,203077,201158,201150,1626163,2772,1626149,201976,201935,201147,201196
434,4,201579,203077,201158,201150,1626163,2772,1626149,201976,201935,201583,201196
474,4,201579,203077,201158,201579,1626163,2772,1626149,201976,201935,201583,201196
453,4,201579,203077,201158,201579,1626163,2772,1626149,201147,201935,201583,201196
454,4,101107,203077,201158,101107,1626163,2772,1626149,201147,201935,201583,201196
463,4,101107,203077,201158,101107,1626163,2772,1626149,201976,201935,201583,201196
496,4,101107,203077,201158,101107,1626163,2772,1626149,201976,201935,201147,201196
498,4,101107,203087,201158,101107,1626163,2772,1626149,201976,201935,201147,201196
507,4,101107,203077,203087,101107,1626163,2772,1626149,201976,201935,201583,201196
511,4,101107,201158,203087,101107,1626163,2772,1626149,201976,201935,201583,201196
512,4,101107,201158,203087,101107,1626163,2772,1626149,201976,201935,201147,201196
