EVENTNUM,PERIOD,AWAY_1,AWAY_2,AWAY_3,AWAY_4,AWAY_5,HOME_1,HOME_2,HOME_3,HOME_4,HOME_5
0,1,2544,201567,202684,202697,202681,1627742,203944,1627826,1626156,203903
60,1,2544,201567,202684,2747,202681,1627742,203944,1627826,1626156,203903
71,1,2544,201567,202684,2747,202681,1627742,203944,1627826,1626156,1628021
72,1,2544,201567,202684,2747,202681,1627742,203944,1626204,1626156,1628021
77,1,2210,201567,202684,2747,202681,1627742,203944,1626204,1626156,1628021
78,1,2210,101114,202684,2747,202681,1627742,203944,1626204,1626156,1628021
103,1,2210,101114,202684,2747,202681,201147,203944,1626204,1626156,1628021
115,1,2210,101114,202684,2747,202681,201147,1627742,1626204,1626156,1628021
119,2,2544,2747,2210,101114,101112,203903,1628021,1626204,201147,203898
148,2,2544,2747,2210,101114,101112,203903,1627742,1626204,201147,203898
158,2,2544,2747,202681,101114,101112,203903,1627742,1626204,201147,203898
159,2,2544,2747,202681,101114,101112,203903,1627742,1626204,201147,1626156
166,2,2544,2747,202681,101114,101112,203903,1627742,1626204,203944,1626156
167,2,2544,2747,202681,101114,201567,203903,1627742,1626204,203944,1626156
169,2,2544,2747,202681,202697,201567,203903,1627742,1626204,203944,1626156
177,2,2544,2747,202681,202697,201567,203903,1627742,1627826,203944,1626156
178,2,2544,202684,202681,202697,201567,203903,1627742,1627826,203944,1626156
186,2,2210,202684,202681,202697,201567,203903,1627742,1627826,203944,1626156
238,2,2210,202684,202681,202697,2747,203903,1627742,1627826,203944,1626156
239,2,2210,101112,202681,202697,2747,203903,1627742,1627826,203944,1626156
240,2,2210,101112,202681,2544,2747,203903,1627742,1627826,203944,1626156
241,2,2210,101112,202681,2544,2747,203903,1627742,201147,203944,1626156
258,3,2544,201567,202684,202697,202681,1627742,203944,1627826,1626156,203903
300,3,2544,101112,202684,202697,202681,1627742,203944,1627826,1626156,203903
302,3,2544,101112,202684,202697,202681,1627742,203944,201147,1626156,203903
327,3,2544,101112,2210,202697,202681,1627742,203944,201147,1626156,203903
328,3,2544,101112,2210,2747,202681,1627742,203944,201147,1626156,203903
329,3,2544,101112,2210,2747,202681,1627742,203944,201147,1626156,1628021
340,3,101114,101112,2210,2747,202681,1627742,203944,201147,1626156,1628021
361,4,2544,2747,2210,101114,101112,1626156,203903,1628021,1626204,201147
365,4,2544,2747,2210,101114,201567,1626156,203903,1628021,1626204,201147
387,4,2544,2747,2210,101114,201567,1627742,203903,1628021,1626204,201147
405,4,2544,2747,2210,101114,201567,1627742,203903,1628021,1626204,1626156
406,4,2544,2747,2210,101114,201567,1627742,203903,1628021,203944,1626156
421,4,2544,2747,2210,202681,201567,1627742,203903,1628021,203944,1626156
427,4,2544,2747,2210,202681,202697,1627742,203903,1628021,203944,1626156
496,4,2544,2747,2210,202681,202697,1627742,203903,201147,203944,1626156
