eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,1627752,2743,101141,1627761,101181,202331,201152,1626167,101145,201952
40,1,1627752,2743,101141,200757,101181,202331,201152,1626167,101145,201952
48,1,1627752,2743,203527,200757,101181,202331,201152,1626167,101145,201952
59,1,1627098,2743,203527,200757,101181,202331,201152,1626167,101145,201952
74,1,1627098,2743,203527,200757,101181,202331,201152,202338,101145,201952
75,1,1627098,2743,203527,200757,2399,202331,201152,202338,101145,201952
76,1,1627098,203488,203527,200757,2399,202331,201152,202338,101145,201952
92,1,1627098,203488,203527,200757,2399,202331,101139,202338,101145,201952
93,1,1627098,203488,203527,200757,2399,202331,101139,202338,202362,201952
95,1,1627098,203488,203527,200757,2399,202331,101139,202338,202362,201166
115,1,1627098,203488,203527,200757,2399,201152,101139,202338,202362,201166
120,2,101141,101181,1627098,2399,203488,201152,202338,101139,202362,201166
134,2,101141,101181,1627761,2399,203488,201152,202338,101139,202362,201166
135,2,101141,101181,1627761,2399,2743,201152,202338,101139,202362,201166
149,2,101141,101181,1627761,1627752,2743,201152,202338,101139,202362,201166
150,2,101141,101181,1627761,1627752,2743,201152,1626167,101139,202362,201166
151,2,101141,101181,1627761,1627752,2743,202331,1626167,101139,202362,201166
182,2,101141,101181,1627761,1627752,2743,202331,1626167,101139,202362,201952
183,2,101141,101181,1627761,1627752,2743,202331,1626167,201152,202362,201952
184,2,1627098,101181,1627761,1627752,2743,202331,1626167,201152,202362,201952
185,2,1627098,200757,1627761,1627752,2743,202331,1626167,201152,202362,201952
196,2,1627098,200757,1627761,1627752,2743,202331,1626167,201152,101145,201952
202,2,1627098,200757,1627761,1627752,203488,202331,1626167,201152,101145,201952
216,2,1627098,200757,1627761,2399,203488,202331,1626167,201152,101145,201952
217,2,1627098,203527,1627761,2399,203488,202331,1626167,201152,101145,201952
235,3,1627752,2743,101141,1627761,101181,202331,201152,1626167,101145,201952
270,3,1627752,203488,101141,1627761,101181,202331,201152,1626167,101145,201952
294,3,1627752,203488,101141,1627761,200757,202331,201152,1626167,101145,201952
295,3,1627752,203488,1627098,1627761,200757,202331,201152,1626167,101145,201952
302,3,1627752,203488,1627098,1627761,200757,202331,201152,202338,101145,201952
303,3,1627752,203488,1627098,2399,200757,202331,201152,202338,101145,201952
311,3,203527,203488,1627098,2399,200757,202331,201152,202338,101145,201952
317,3,203527,203488,1627098,2399,200757,202331,101139,202338,101145,201952
338,3,203527,203488,1627098,2399,200757,202331,101139,202338,202362,201952
341,3,203527,203488,1627098,2399,200757,202331,101139,202338,202362,201166
353,3,203527,203488,1627098,2399,200757,201152,101139,202338,202362,201166
360,4,101181,200757,1627098,2399,203488,201152,202338,101139,202362,201166
379,4,101181,200757,1627098,2399,2743,201152,202338,101139,202362,201166
380,4,101181,200757,1627098,1627761,2743,201152,202338,101139,202362,201166
389,4,101181,200757,1627098,1627761,2743,201152,1626167,101139,202362,201166
390,4,101181,200757,1627098,1627761,2743,201152,1626167,101139,202331,201166
391,4,101181,200757,1627098,1627761,2743,201952,1626167,101139,202331,201166
392,4,101181,1627752,1627098,1627761,2743,201952,1626167,101139,202331,201166
404,4,101181,1627752,203527,1627761,2743,201952,1626167,101139,202331,201166
405,4,101181,1627752,203527,1627761,2743,201952,1626167,101139,202331,202362
412,4,101181,1627752,203527,1627761,2743,201952,1626167,201152,202331,202362
437,4,101181,200757,203527,1627761,2743,201952,1626167,201152,202331,202362
445,4,1627098,200757,203527,1627761,2743,201952,1626167,201152,202331,202362
458,4,1627098,200757,203527,1627761,2743,101139,1626167,201152,202331,202362
462,4,1627098,200757,203527,1627761,2743,101139,1626167,201152,201166,202362
