GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0020600371,0,12,0,1,8:08 PM,12:00,,,,,
0020600371,1,10,0,1,8:09 PM,12:00,Jump Ball Elson vs. Al. Johnson: Tip to Stoudamire,,,,
0020600371,2,1,1,1,8:09 PM,11:47,,,Gasol 12' Jump Shot (2 PTS) (Miller 1 AST),2 - 0,-2
0020600371,3,2,1,1,8:10 PM,11:28,MISS Bowen  3PT Jump Shot,,,,
0020600371,4,4,0,1,8:10 PM,11:26,Duncan REBOUND (Off:1 Def:0),,,,
0020600371,5,6,1,1,8:10 PM,11:26,,,Jones P.FOUL (P1.T1),,
0020600371,6,6,1,1,8:10 PM,11:19,,,Al. Johnson P.FOUL (P1.T2),,
0020600371,7,1,1,1,8:11 PM,11:16,Ginobili 25' 3PT Jump Shot (3 PTS) (Parker 1 AST),,,2 - 3,1
0020600371,8,7,5,1,8:11 PM,10:54,Elson Violation:Kicked Ball,,,,
0020600371,9,2,1,1,8:11 PM,10:44,,,MISS Jones 17' Jump Shot,,
0020600371,11,4,0,1,8:11 PM,10:43,,,Al. Johnson REBOUND (Off:1 Def:0),,
0020600371,10,1,4,1,8:11 PM,10:43,,,Al. Johnson 3' Tip Shot (2 PTS),4 - 3,-1
0020600371,12,6,2,1,8:11 PM,10:43,Ginobili S.FOUL (P1.T1),,,,
0020600371,13,3,10,1,8:12 PM,10:43,,,Al. Johnson Free Throw 1 of 1 (3 PTS),5 - 3,-2
0020600371,14,2,1,1,8:12 PM,10:28,MISS Ginobili 26' 3PT Jump Shot,,,,
0020600371,15,4,0,1,8:12 PM,10:26,,,Miller REBOUND (Off:0 Def:1),,
0020600371,16,5,2,1,8:12 PM,10:20,Duncan STEAL (1 STL),,Miller Lost Ball Turnover (P1.T1),,
0020600371,17,1,5,1,8:12 PM,10:15,Parker 2' Layup (2 PTS) (Duncan 1 AST),,,5 - 5,TIE
0020600371,18,2,1,1,8:13 PM,9:54,,,MISS Gasol 6' Jump Shot,,
0020600371,19,4,0,1,8:13 PM,9:52,,,Al. Johnson REBOUND (Off:2 Def:0),,
0020600371,20,1,7,1,8:13 PM,9:46,,,Gasol 2' Dunk (4 PTS) (Stoudamire 1 AST),7 - 5,-2
0020600371,21,6,4,1,8:13 PM,9:31,Elson OFF.Foul (P1),,,,
0020600371,22,5,5,1,8:13 PM,9:31,Elson Foul Turnover (P1.T1),,,,
0020600371,23,6,1,1,8:14 PM,9:19,Bowen P.FOUL (P1.T2),,,,
0020600371,24,2,1,1,8:14 PM,9:03,,,MISS Jones 17' Jump Shot,,
0020600371,25,4,0,1,8:14 PM,9:01,Bowen REBOUND (Off:0 Def:1),,,,
0020600371,26,6,1,1,8:14 PM,8:49,,,Jones P.FOUL (P2.T3),,
0020600371,27,8,0,1,8:15 PM,8:49,,,SUB: Jones FOR Jones,,
0020600371,28,1,1,1,8:15 PM,8:42,Duncan 18' Jump Shot (2 PTS) (Parker 2 AST),,,7 - 7,TIE
0020600371,29,1,47,1,8:15 PM,8:18,,,Al. Johnson 8' Turnaround Jump Shot (5 PTS),9 - 7,-2
0020600371,30,1,1,1,8:16 PM,8:04,Duncan 5' Jump Shot (4 PTS),,,9 - 9,TIE
0020600371,31,2,1,1,8:16 PM,7:47,,,MISS Jones 14' Jump Shot,,
0020600371,32,4,0,1,8:16 PM,7:45,Elson REBOUND (Off:0 Def:1),,,,
0020600371,33,5,8,1,8:16 PM,7:38,Parker 3 Second Violation Turnover (P1.T2),,,,
0020600371,34,2,42,1,8:17 PM,7:18,,,MISS Gasol 2' Driving Layup,,
0020600371,35,4,0,1,8:17 PM,7:16,Elson REBOUND (Off:0 Def:2),,,,
0020600371,36,1,1,1,8:17 PM,7:05,Ginobili 25' 3PT Jump Shot (6 PTS) (Parker 3 AST),,,9 - 12,3
0020600371,37,6,11,1,8:17 PM,7:03,Parker T.FOUL (P0.T2),,,,
0020600371,38,3,16,1,8:17 PM,7:03,,,Stoudamire Free Throw Technical (1 PTS),10 - 12,2
0020600371,39,8,0,1,8:17 PM,7:03,SUB: Vaughn FOR Parker,,,,
0020600371,40,1,46,1,8:18 PM,6:43,,,Jones 6' Running Jump Shot (2 PTS),12 - 12,TIE
0020600371,41,6,1,1,8:18 PM,6:36,,,Al. Johnson P.FOUL (P2.T4),,
0020600371,42,8,0,1,8:18 PM,6:36,,,SUB: Warrick FOR Gasol,,
0020600371,43,8,0,1,8:18 PM,6:36,,,SUB: Swift FOR Al. Johnson,,
