GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021100140,1610612746,LAC,Los Angeles,2406,Caron Butler,F,,8:57,1,4,0.25,0,1,0.0,1,2,0.5,1,2,3,0,0,0,0,1,3,-1.0
0021100140,1610612746,LAC,Los Angeles,201933,Blake Griffin,F,,5:44,1,4,0.25,0,0,0.0,0,0,0.0,2,0,2,0,0,0,1,1,2,-2.0
0021100140,1610612746,LAC,Los Angeles,201599,DeAndre Jordan,C,,8:11,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,-1.0
0021100140,1610612746,LAC,Los Angeles,1497,Chauncey Billups,G,,6:58,2,3,0.667,1,2,0.5,2,2,1.0,0,0,0,0,0,0,1,0,7,4.0
0021100140,1610612746,LAC,Los Angeles,101108,Chris Paul,G,,1:13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-5.0
0021100140,1610612746,LAC,Los Angeles,2590,Mo Williams,,,11:58,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,3,1,0,1,1,4,-9.0
0021100140,1610612746,LAC,Los Angeles,2501,Reggie Evans,,,5:33,1,1,1.0,0,0,0.0,0,1,0.0,0,1,1,0,0,1,0,1,2,-4.0
0021100140,1610612746,LAC,Los Angeles,101155,Ryan Gomes,,,3:01,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-8.0
0021100140,1610612746,LAC,Los Angeles,200751,Randy Foye,,,3:47,1,3,0.333,0,2,0.0,1,1,1.0,0,0,0,0,0,0,0,2,3,-8.0
0021100140,1610612746,LAC,Los Angeles,2567,Brian Cook,,,4:28,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-11.0
0021100140,1610612757,POR,Portland,2222,Gerald Wallace,F,,5:45,1,2,0.5,0,1,0.0,1,2,0.5,0,2,2,0,1,0,0,1,3,12.0
0021100140,1610612757,POR,Portland,200746,LaMarcus Aldridge,F,,5:21,3,5,0.6,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,0,8,-1.0
0021100140,1610612757,POR,Portland,948,Marcus Camby,C,,6:58,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-4.0
0021100140,1610612757,POR,Portland,202083,Wesley Matthews,G,,10:12,3,3,1.0,0,0,0.0,2,2,1.0,0,1,1,1,1,0,1,1,8,13.0
0021100140,1610612757,POR,Portland,101109,Raymond Felton,G,,5:44,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,0.0
0021100140,1610612757,POR,Portland,200783,Craig Smith,,,1:21,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,5.0
0021100140,1610612757,POR,Portland,2037,Jamal Crawford,,,7:60,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,0,5.0
0021100140,1610612757,POR,Portland,703,Kurt Thomas,,,6:37,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,2,0,10.0
0021100140,1610612757,POR,Portland,201587,Nicolas Batum,,,9:52,2,4,0.5,0,0,0.0,5,5,1.0,0,1,1,0,0,0,0,1,9,5.0
