GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021100701,1610612739,CLE,Cleveland,202087,Alonzo Gee,F,,11:36,1,5,0.2,0,2,0.0,0,0,0.0,1,0,1,1,0,0,1,0,2,-11.0
0021100701,1610612739,CLE,Cleveland,1712,Antawn Jamison,F,,11:36,3,6,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,6,-11.0
0021100701,1610612739,CLE,Cleveland,202684,Tristan Thompson,C,,7:31,2,3,0.667,0,0,0.0,2,2,1.0,1,1,2,0,1,0,1,0,6,-4.0
0021100701,1610612739,CLE,Cleveland,1515,Anthony Parker,G,,7:31,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-4.0
0021100701,1610612739,CLE,Cleveland,202681,Kyrie Irving,G,,11:36,2,6,0.333,0,1,0.0,0,0,0.0,0,1,1,3,2,0,1,0,4,-11.0
0021100701,1610612739,CLE,Cleveland,202412,Manny Harris,,,4:05,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-7.0
0021100701,1610612739,CLE,Cleveland,202396,Samardo Samuels,,,4:05,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-7.0
0021100701,1610612753,ORL,Orlando,2045,Hedo Turkoglu,F,,11:36,3,4,0.75,1,2,0.5,0,0,0.0,0,2,2,3,0,1,2,0,7,11.0
0021100701,1610612753,ORL,Orlando,201583,Ryan Anderson,F,,9:12,3,7,0.429,1,4,0.25,0,0,0.0,2,3,5,0,0,0,1,1,7,12.0
0021100701,1610612753,ORL,Orlando,2730,Dwight Howard,C,,11:36,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,1,1,1,2,2,4,11.0
0021100701,1610612753,ORL,Orlando,2202,Jason Richardson,G,,6:33,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,2,4,3.0
0021100701,1610612753,ORL,Orlando,2749,Jameer Nelson,G,,9:12,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,2,0,0,0,0,3,12.0
0021100701,1610612753,ORL,Orlando,200755,JJ Redick,,,5:03,2,2,1.0,2,2,1.0,0,0,0.0,0,1,1,2,0,0,0,0,6,8.0
0021100701,1610612753,ORL,Orlando,201175,Glen Davis,,,2:24,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0
0021100701,1610612753,ORL,Orlando,2768,Chris Duhon,,,2:24,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.0
