player.name,player.id,team.abbreviation,period
JaKarr Sampson,203960,DEN,1
Darrell Arthur,201589,DEN,1
Nikola Jokic,203999,DEN,1
Gary Harris,203914,DEN,1
Emmanuel Mudiay,1626144,DEN,1
Kyle Korver,2594,ATL,1
Paul Millsap,200794,ATL,1
Al Horford,201143,ATL,1
Tim Hardaway Jr.,203501,ATL,1
Jeff Teague,201952,ATL,1
Will Barton,203115,DEN,2
Jusuf Nurkic,203994,DEN,2
D.J. Augustin,201571,DEN,2
Joffrey Lauvergne,203530,DEN,2
Axel Toupane,1626253,DEN,2
Al Horford,201143,ATL,2
Thabo Sefolosha,200757,ATL,2
Dennis Schroder,203471,ATL,2
Kirk Hinrich,2550,ATL,2
Mike Scott,203118,ATL,2
JaKarr Sampson,203960,DEN,3
Darrell Arthur,201589,DEN,3
Nikola Jokic,203999,DEN,3
Gary Harris,203914,DEN,3
Emmanuel Mudiay,1626144,DEN,3
Kyle Korver,2594,ATL,3
Paul Millsap,200794,ATL,3
Al Horford,201143,ATL,3
Tim Hardaway Jr.,203501,ATL,3
Jeff Teague,201952,ATL,3
Will Barton,203115,DEN,4
Jusuf Nurkic,203994,DEN,4
D.J. Augustin,201571,DEN,4
Joffrey Lauvergne,203530,DEN,4
Axel Toupane,1626253,DEN,4
Al Horford,201143,ATL,4
Thabo Sefolosha,200757,ATL,4
Dennis Schroder,203471,ATL,4
Kirk Hinrich,2550,ATL,4
Mike Scott,203118,ATL,4
