PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Paul Pierce,1718,LAC,1
Luc Mbah a Moute,201601,LAC,1
Cole Aldrich,202332,LAC,1
Jamal Crawford,2037,LAC,1
Pablo Prigioni,203143,LAC,1
Gordon Hayward,202330,UTA,1
Derrick Favors,202324,UTA,1
Rudy Gobert,203497,UTA,1
Rodney Hood,203918,UTA,1
Shelvin Mack,202714,UTA,1
Paul Pierce,1718,LAC,2
Jamal Crawford,2037,LAC,2
Jeff Green,201145,LAC,2
C.J. Wilcox,203912,LAC,2
Jeff Ayres,201965,LAC,2
Gordon Hayward,202330,UTA,2
Derrick Favors,202324,UTA,2
Trevor Booker,202344,UTA,2
Raul Neto,203526,UTA,2
Alec Burks,202692,UTA,2
Paul Pierce,1718,LAC,3
Luc Mbah a Moute,201601,LAC,3
Cole Aldrich,202332,LAC,3
Jamal Crawford,2037,LAC,3
Pablo Prigioni,203143,LAC,3
Gordon Hayward,202330,UTA,3
Derrick Favors,202324,UTA,3
Rudy Gobert,203497,UTA,3
Rodney Hood,203918,UTA,3
Shelvin Mack,202714,UTA,3
Paul Pierce,1718,LAC,4
Jamal Crawford,2037,LAC,4
Jeff Green,201145,LAC,4
C.J. Wilcox,203912,LAC,4
Jeff Ayres,201965,LAC,4
Derrick Favors,202324,UTA,4
Joe Ingles,204060,UTA,4
Raul Neto,203526,UTA,4
Alec Burks,202692,UTA,4
Trey Lyles,1626168,UTA,4
Luc Mbah a Moute,201601,LAC,5
Cole Aldrich,202332,LAC,5
Jamal Crawford,2037,LAC,5
Pablo Prigioni,203143,LAC,5
Jeff Green,201145,LAC,5
Gordon Hayward,202330,UTA,5
Derrick Favors,202324,UTA,5
Rodney Hood,203918,UTA,5
Joe Ingles,204060,UTA,5
Alec Burks,202692,UTA,5
