player.name,player.id,team.abbreviation,period
James Anderson,202341,SAC,1
Kosta Koufos,201585,SAC,1
Willie Cauley-Stein,1626161,SAC,1
Ben McLemore,203463,SAC,1
Seth Curry,203552,SAC,1
Trevor Ariza,2772,HOU,1
Donatas Motiejunas,202700,HOU,1
Dwight Howard,2730,HOU,1
James Harden,201935,HOU,1
Patrick Beverley,201976,HOU,1
Willie Cauley-Stein,1626161,SAC,2
Ben McLemore,203463,SAC,2
Seth Curry,203552,SAC,2
Quincy Acy,203112,SAC,2
Duje Dukan,1626251,SAC,2
Patrick Beverley,201976,HOU,2
Clint Capela,203991,HOU,2
Jason Terry,1891,HOU,2
Corey Brewer,201147,HOU,2
Michael Beasley,201563,HOU,2
James Anderson,202341,SAC,3
Kosta Koufos,201585,SAC,3
Willie Cauley-Stein,1626161,SAC,3
Ben McLemore,203463,SAC,3
Seth Curry,203552,SAC,3
Trevor Ariza,2772,HOU,3
Donatas Motiejunas,202700,HOU,3
Dwight Howard,2730,HOU,3
James Harden,201935,HOU,3
Patrick Beverley,201976,HOU,3
James Anderson,202341,SAC,4
Willie Cauley-Stein,1626161,SAC,4
Seth Curry,203552,SAC,4
Quincy Acy,203112,SAC,4
Duje Dukan,1626251,SAC,4
Josh Smith,2746,HOU,4
Clint Capela,203991,HOU,4
Jason Terry,1891,HOU,4
Corey Brewer,201147,HOU,4
KJ McDaniels,203909,HOU,4
