player.name,player.id,team.abbreviation,period
T.J. Warren,203933,PHX,1
P.J. Tucker,200782,PHX,1
Tyson Chandler,2199,PHX,1
Devin Booker,1626164,PHX,1
Brandon Knight,202688,PHX,1
Omri Casspi,201956,SAC,1
Rudy Gay,200752,SAC,1
DeMarcus Cousins,202326,SAC,1
Ben McLemore,203463,SAC,1
Rajon Rondo,200765,SAC,1
T.J. Warren,203933,PHX,2
Devin Booker,1626164,PHX,2
Mirza Teletovic,203141,PHX,2
Ronnie Price,101179,PHX,2
Jon Leuer,202720,PHX,2
Rudy Gay,200752,SAC,2
Rajon Rondo,200765,SAC,2
Marco Belinelli,201158,SAC,2
Darren Collison,201954,SAC,2
Kosta Koufos,201585,SAC,2
T.J. Warren,203933,PHX,3
P.J. Tucker,200782,PHX,3
Tyson Chandler,2199,PHX,3
Devin Booker,1626164,PHX,3
Brandon Knight,202688,PHX,3
Omri Casspi,201956,SAC,3
Rudy Gay,200752,SAC,3
DeMarcus Cousins,202326,SAC,3
Ben McLemore,203463,SAC,3
Rajon Rondo,200765,SAC,3
T.J. Warren,203933,PHX,4
P.J. Tucker,200782,PHX,4
Devin Booker,1626164,PHX,4
Brandon Knight,202688,PHX,4
Mirza Teletovic,203141,PHX,4
Rudy Gay,200752,SAC,4
Marco Belinelli,201158,SAC,4
Darren Collison,201954,SAC,4
Kosta Koufos,201585,SAC,4
James Anderson,202341,SAC,4
