eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Dedmon vs. Whiteside: Tip to Bjelica,"",,,203473,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,1,1,11:42:00,18,"",,1,MISS Dedmon 25' 3PT Jump Shot,"",,,203473,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
4,8,4,0,1,11:38:00,22,TRUE,missed.shot,1,"",Hood REBOUND (Off:0 Def:1),,,203918,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
5,9,5,45,1,11:31:00,29,TRUE,turnover,2,"",Lillard Out of Bounds - Bad Pass Turnover Turnover (P1.T1),,,203081,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
6,10,2,1,1,11:13:00,47,"",,3,MISS Fox 23' Jump Shot,"",,,1628368,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,11,4,0,1,11:10:00,50,"",,3,Dedmon REBOUND (Off:1 Def:0),"",,,203473,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8,14,5,1,1,11:08:00,52,TRUE,turnover,3,Dedmon Bad Pass Turnover (P1.T1),Lillard STEAL (1 STL),,,203473,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
9,16,2,1,1,11:01:00,59,"",,4,"",MISS McCollum 26' 3PT Jump Shot,,,203468,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,17,4,0,1,10:57:00,63,TRUE,missed.shot,4,Hield REBOUND (Off:0 Def:1),"",,,1627741,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,18,2,1,1,10:52:00,68,"",,5,MISS Hield 26' 3PT Jump Shot,"",,,1627741,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,19,4,0,1,10:49:00,71,TRUE,missed.shot,5,"",Whiteside REBOUND (Off:0 Def:1),,,202355,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,20,1,6,1,10:42:00,78,TRUE,made.shot,6,"",Lillard 2' Driving Layup (2 PTS),2 - 0,-2,203081,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
14,21,6,2,1,10:32:00,88,"",,7,"",McCollum S.FOUL (P1.T1) (M.Ayotte),,,203468,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
15,23,3,11,1,10:32:00,88,"",,7,Fox Free Throw 1 of 2 (1 PTS),"",2 - 1,-1,1628368,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,24,3,12,1,10:32:00,88,TRUE,last.ft.made,7,Fox Free Throw 2 of 2 (2 PTS),"",2 - 2,TIE,1628368,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
17,25,1,1,1,10:17:00,103,TRUE,made.shot,8,"",Hood 25' 3PT Jump Shot (3 PTS) (McCollum 1 AST),5 - 2,-3,203918,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
18,27,2,6,1,10:10:00,110,"",,9,MISS Hield 8' Driving Layup,"",,,1627741,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
19,28,4,0,1,10:08:00,112,TRUE,missed.shot,9,"",Whiteside REBOUND (Off:0 Def:2),,,202355,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
20,30,1,6,1,09:47:00,133,TRUE,made.shot,10,"",Lillard 1' Driving Layup (4 PTS),7 - 2,-5,203081,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
21,31,2,1,1,09:33:00,147,"",,11,MISS Dedmon 25' 3PT Jump Shot,"",,,203473,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
22,32,4,0,1,09:31:00,149,"",,11,Hield REBOUND (Off:1 Def:1),"",,,1627741,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,33,1,1,1,09:27:00,153,TRUE,made.shot,11,Barnes 25' 3PT Jump Shot (3 PTS) (Fox 1 AST),"",7 - 5,-2,203084,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
24,35,5,1,1,09:06:00,174,TRUE,turnover,12,Bjelica STEAL (1 STL),McCollum Bad Pass Turnover (P1.T2),,,203468,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
25,37,1,79,1,09:01:00,179,TRUE,made.shot,13,Fox 16' Pullup Jump Shot (4 PTS),"",7 - 7,TIE,1628368,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,38,2,79,1,08:37:00,203,"",,14,"",MISS Lillard 28' 3PT Pullup Jump Shot,,,203081,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
27,39,4,0,1,08:33:00,207,TRUE,missed.shot,14,Dedmon REBOUND (Off:1 Def:1),"",,,203473,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,40,2,73,1,08:20:00,220,"",,15,MISS Bjelica 5' Driving Reverse Layup,Hood BLOCK (1 BLK),,,202357,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
29,42,4,0,1,08:16:00,224,"",,15,Bjelica REBOUND (Off:1 Def:0),"",,,202357,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,43,6,1,1,08:16:00,224,"",,15,"",Lillard P.FOUL (P1.T2) (J.Tiven),,,203081,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
31,45,6,2,1,08:11:00,229,"",,15,"",Lillard S.FOUL (P2.T3) (M.Ayotte),,,203081,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
32,47,3,11,1,08:11:00,229,"",,15,MISS Fox Free Throw 1 of 2,"",,,1628368,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
33,48,4,1,1,08:11:00,229,"",,15,KINGS Rebound,"",,,1610612758,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
34,49,3,12,1,08:11:00,229,TRUE,last.ft.made,15,Fox Free Throw 2 of 2 (5 PTS),"",7 - 8,1,1628368,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
35,50,5,2,1,07:55:00,245,TRUE,turnover,16,Dedmon STEAL (1 STL),Whiteside Lost Ball Turnover (P1.T3),,,202355,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
36,52,2,41,1,07:52:00,248,"",,17,MISS Hield 2' Running Layup,"",,,1627741,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
37,53,4,0,1,07:45:00,255,"",,17,Barnes REBOUND (Off:1 Def:0),"",,,203084,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,54,1,107,1,07:45:00,255,TRUE,made.shot,17,Barnes 1' Tip Dunk Shot (5 PTS),"",7 - 10,3,203084,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
39,55,2,63,1,07:31:00,269,"",,18,"",MISS Lillard 13' Fadeaway Jumper,,,203081,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
40,56,4,0,1,07:28:00,272,TRUE,missed.shot,18,Bjelica REBOUND (Off:1 Def:1),"",,,202357,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
