eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Chandler vs. Adebayo: Tip to Westbrook,"","","",,0,,,2199,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,79,1,11:44:00,MISS Westbrook 14' Pullup Jump Shot,"","","",,0,,,201566,16,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
8,4,0,1,11:42:00,Westbrook REBOUND (Off:1 Def:0),"","","",,0,,,201566,18,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9,5,45,1,11:41:00,Westbrook Out of Bounds - Bad Pass Turnover Turnover (P1.T1),"","",TRUE,turnover,0,,,201566,19,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
10,1,1,1,11:25:00,"","",Dragic 26' 3PT Jump Shot (3 PTS) (Nunn 1 AST),TRUE,made.shot,1,3 - 0,-3,201609,35,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
12,2,1,1,11:12:00,MISS Tucker 23' Jump Shot,"","","",,2,,,200782,48,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,11:11:00,"","",Adebayo REBOUND (Off:0 Def:1),TRUE,missed.shot,2,,,1628389,49,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,2,1,1,10:59:00,"","",MISS Nunn 25' 3PT Jump Shot,"",,3,,,1629134,61,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,4,0,1,10:59:00,ROCKETS Rebound,"","",TRUE,missed.shot,3,,,1610612745,61,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
17,5,39,1,10:50:00,Westbrook Step Out of Bounds Turnover (P2.T2),"","",TRUE,turnover,4,,,201566,70,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
18,2,1,1,10:34:00,"","",MISS Dragic 27' 3PT Jump Shot,"",,5,,,201609,86,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
19,4,0,1,10:31:00,"","",Adebayo REBOUND (Off:1 Def:1),"",,5,,,1628389,89,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,2,1,1,10:28:00,"","",MISS Robinson 25' 3PT Jump Shot,"",,5,,,1629130,92,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
21,4,0,1,10:26:00,Westbrook REBOUND (Off:1 Def:1),"","",TRUE,missed.shot,5,,,201566,94,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,6,1,1,10:20:00,"","",Leonard P.FOUL (P1.T1) (K.Scott),"",,6,,,203086,100,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
24,1,1,1,10:15:00,Tucker 3' Jump Shot (2 PTS) (Westbrook 1 AST),"","",TRUE,made.shot,6,3 - 2,-1,200782,105,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,2,1,1,09:54:00,"","",MISS Robinson  3PT Jump Shot,"",,7,,,1629130,126,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
27,4,0,1,09:53:00,Harden REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,7,,,201935,127,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,2,80,1,09:46:00,MISS Harden 26' 3PT Step Back Jump Shot,"","","",,8,,,201935,134,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
29,4,0,1,09:45:00,House Jr. REBOUND (Off:1 Def:0),"","","",,8,,,1627863,135,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,6,2,1,09:44:00,"","",Dragic S.FOUL (P1.T2) (C.Blair),"",,8,,,201609,136,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
32,3,11,1,09:44:00,MISS House Jr. Free Throw 1 of 2,"","","",,8,,,1627863,136,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
33,4,1,1,09:44:00,ROCKETS Rebound,"","","",,8,,,1610612745,136,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
