eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Gibson vs. Henson: Tip to Snell,"","","",,0,,,201959,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:30:00,"","",MISS Snell 24' 3PT Jump Shot,"",,0,,,203503,30,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,4,0,1,11:28:00,Payton REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,203901,32,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,2,58,1,11:20:00,MISS Gibson 4' Turnaround Hook Shot,"","","",,1,,,201959,40,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,4,0,1,11:18:00,"","",Mykhailiuk REBOUND (Off:0 Def:1),TRUE,missed.shot,1,,,1629004,42,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,2,3,1,11:00:00,"","",MISS Brown 3' Hook Shot,"",,2,,,1628971,60,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,4,0,1,10:58:00,Harkless REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,203090,62,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,2,79,1,10:44:00,MISS Barrett 19' Pullup Jump Shot,"","","",,3,,,1629628,76,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,4,0,1,10:42:00,"","",Mykhailiuk REBOUND (Off:0 Def:2),TRUE,missed.shot,3,,,1629004,78,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
