eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Cauley-Stein vs. Zeller: Tip to Washington,"","","",,0,,,1626161,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,108,1,11:45:00,"","",Zeller 1' Cutting Dunk Shot (2 PTS) (Bacon 1 AST),TRUE,made.shot,0,2 - 0,-2,203469,15,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,2,1,1,11:28:00,MISS Poole 19' Jump Shot,"","","",,1,,,1629673,32,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,4,0,1,11:26:00,WARRIORS Rebound,"","","",,1,,,1610612744,34,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
12,2,1,1,11:19:00,MISS Robinson III 20' Jump Shot,"","","",,1,,,203922,41,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,11:16:00,"","",Hornets Rebound,TRUE,missed.shot,1,,,1610612766,44,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
15,5,2,1,11:02:00,Bowman STEAL (1 STL),"",Zeller Lost Ball Turnover (P1.T1),TRUE,turnover,2,,,203469,58,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,6,2,1,10:53:00,"","",Zeller S.FOUL (P1.T1) (J.Butler),"",,3,,,203469,67,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
19,3,11,1,10:53:00,Paschall Free Throw 1 of 2 (1 PTS),"","","",,3,2 - 1,-1,1629672,67,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,3,12,1,10:53:00,MISS Paschall Free Throw 2 of 2,"","","",,3,,,1629672,67,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
21,4,0,1,10:51:00,"","",Bridges REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,1628970,69,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,1,3,1,10:36:00,"","",Washington 6' Hook Shot (2 PTS) (Bridges 1 AST),TRUE,made.shot,4,4 - 1,-3,1629023,84,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,1,1,1,10:11:00,Robinson III 19' Jump Shot (2 PTS) (Bowman 1 AST),"","",TRUE,made.shot,5,4 - 3,-1,203922,109,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,2,1,1,09:57:00,"","",MISS Zeller 26' 3PT Jump Shot,"",,6,,,203469,123,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
27,4,0,1,09:53:00,Robinson III REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,6,,,203922,127,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,1,6,1,09:47:00,Paschall  Driving Layup (3 PTS) (Bowman 2 AST),"","",TRUE,made.shot,7,4 - 5,1,1629672,133,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
30,2,43,1,09:27:00,"","",MISS Zeller 2' Alley Oop Layup,"",,8,,,203469,153,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,4,0,1,09:24:00,Robinson III REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,8,,,203922,156,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,2,1,1,09:20:00,MISS Robinson III 24' 3PT Jump Shot,"","","",,9,,,203922,160,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
33,4,0,1,09:14:00,"","",Rozier REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,1626179,166,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,1,6,1,09:09:00,"","",Bacon 3' Driving Layup (2 PTS) (Rozier 1 AST),TRUE,made.shot,10,6 - 5,-1,1628407,171,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
36,1,52,1,08:45:00,Cauley-Stein 1' Alley Oop Dunk (2 PTS) (Poole 1 AST),"","",TRUE,made.shot,11,6 - 7,1,1626161,195,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
38,2,1,1,08:33:00,"","",MISS Rozier 27' 3PT Jump Shot,"",,12,,,1626179,207,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
39,4,0,1,08:30:00,Bowman REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,12,,,1629065,210,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
40,6,2,1,08:19:00,"","",Bridges S.FOUL (P1.T2) (C.Kirkland),"",,13,,,1628970,221,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
42,3,11,1,08:19:00,Bowman Free Throw 1 of 2 (1 PTS),"","","",,13,6 - 8,2,1629065,221,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43,3,12,1,08:19:00,Bowman Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,13,6 - 9,3,1629065,221,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
44,1,6,1,08:07:00,"","",Rozier 4' Driving Layup (2 PTS),TRUE,made.shot,14,8 - 9,1,1626179,233,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
45,1,1,1,07:47:00,Robinson III 26' 3PT Jump Shot (5 PTS) (Cauley-Stein 1 AST),"","",TRUE,made.shot,15,8 - 12,4,203922,253,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
47,6,1,1,07:33:00,Bowman P.FOUL (P1.T1) (T.Washington),"","","",,16,,,1629065,267,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
49,1,6,1,07:26:00,"","",Bacon 1' Driving Layup (4 PTS),TRUE,made.shot,16,10 - 12,2,1628407,274,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
51,1,7,1,07:06:00,Paschall 2' Dunk (5 PTS) (Poole 2 AST),"","",TRUE,made.shot,17,10 - 14,4,1629672,294,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
53,9,1,1,07:05:00,"","",Hornets Timeout: Regular (Reg.1 Short 0),"",,18,,,1610612766,295,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
54,8,0,1,07:05:00,"","",SUB: Graham FOR Bridges,"",,18,,,1628970,295,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
56,1,5,1,06:45:00,"","",Zeller 3' Layup (4 PTS) (Rozier 2 AST),TRUE,made.shot,18,12 - 14,2,203469,315,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
58,2,1,1,06:29:00,MISS Cauley-Stein 14' Jump Shot,"","","",,19,,,1626161,331,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
59,4,0,1,06:27:00,"","",Zeller REBOUND (Off:0 Def:1),TRUE,missed.shot,19,,,203469,333,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
60,2,1,1,06:16:00,"","",MISS Zeller 26' 3PT Jump Shot,"",,20,,,203469,344,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
61,4,0,1,06:13:00,Bowman REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,20,,,1629065,347,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
62,2,47,1,05:59:00,MISS Paschall 7' Turnaround Jump Shot,"","","",,21,,,1629672,361,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
63,4,0,1,05:53:00,"","",Rozier REBOUND (Off:0 Def:2),TRUE,missed.shot,21,,,1626179,367,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
64,2,1,1,05:50:00,"","",MISS Bacon 24' 3PT Jump Shot,"",,22,,,1628407,370,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
65,4,0,1,05:45:00,Cauley-Stein REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,22,,,1626161,375,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
66,7,5,1,05:42:00,"","",Rozier Violation:Kicked Ball (J.Butler),"",,23,,,1626179,378,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","",""
67,8,0,1,05:42:00,SUB: Chriss FOR Cauley-Stein,"","","",,23,,,1626161,378,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
68,8,0,1,05:42:00,"","",SUB: Williams FOR Washington,"",,23,,,1629023,378,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
71,2,75,1,05:28:00,MISS Poole  Driving Finger Roll Layup,"","","",,23,,,1629673,392,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
72,4,0,1,05:23:00,"","",Graham REBOUND (Off:0 Def:1),TRUE,missed.shot,23,,,1628984,397,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
73,1,5,1,05:21:00,"","",Bacon 2' Layup (6 PTS) (Graham 1 AST),TRUE,made.shot,24,14 - 14,TIE,1628407,399,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
