eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Turner vs. McGee: Tip to James,"","","",,0,,,1626167,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,52,1,11:41:00,"","",McGee 2' Alley Oop Dunk (2 PTS) (James 1 AST),TRUE,made.shot,0,2 - 0,-2,201580,19,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,2,5,1,11:21:00,MISS Sabonis 1' Layup,"","","",,1,,,1627734,39,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,4,0,1,11:20:00,Sabonis REBOUND (Off:1 Def:0),"","","",,1,,,1627734,40,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,1,72,1,11:19:00,Sabonis 2' Putback Layup (2 PTS),"","",TRUE,made.shot,1,2 - 2,TIE,1627734,41,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,2,80,1,11:06:00,"","",MISS James 17' Step Back Jump Shot,"",,2,,,2544,54,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,11:03:00,Sabonis REBOUND (Off:1 Def:1),"","",TRUE,missed.shot,2,,,1627734,57,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,2,79,1,10:44:00,MISS Brogdon 27' 3PT Pullup Jump Shot,"","","",,3,,,1627763,76,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,4,0,1,10:42:00,"","",Caldwell-Pope REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,203484,78,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,1,75,1,10:29:00,"","",James 1' Driving Finger Roll Layup (2 PTS) (McGee 1 AST),TRUE,made.shot,4,4 - 2,-2,2544,91,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,1,108,1,10:13:00,Sabonis 1' Cutting Dunk Shot (4 PTS) (Brogdon 1 AST),"","",TRUE,made.shot,5,4 - 4,TIE,1627734,107,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
20,1,99,1,09:45:00,"","",Caldwell-Pope 2' Cutting Finger Roll Layup Shot (2 PTS) (Dudley 1 AST),TRUE,made.shot,6,6 - 4,-2,203484,135,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
22,2,73,1,09:29:00,MISS Brogdon 1' Driving Reverse Layup,"","","",,7,,,1627763,151,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
23,4,0,1,09:27:00,"","",Caldwell-Pope REBOUND (Off:0 Def:2),TRUE,missed.shot,7,,,203484,153,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
24,2,1,1,09:18:00,"","",MISS Dudley  3PT Jump Shot,"",,8,,,201162,162,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
25,4,0,1,09:14:00,Turner REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,8,,,1626167,166,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
26,2,101,1,09:02:00,MISS Warren 12' Driving Floating Jump Shot,"","","",,9,,,203933,178,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
27,4,0,1,09:00:00,"","",James REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,2544,180,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,2,75,1,08:48:00,"","",MISS James 2' Driving Finger Roll Layup,"",,10,,,2544,192,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
29,4,0,1,08:45:00,"","",McGee REBOUND (Off:1 Def:0),"",,10,,,201580,195,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,2,97,1,08:45:00,"","",MISS McGee 1' Tip Layup Shot,"",,10,,,201580,195,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,4,0,1,08:45:00,"","",James REBOUND (Off:1 Def:1),"",,10,,,2544,195,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
32,1,72,1,08:43:00,"","",James 1' Putback Layup (4 PTS),TRUE,made.shot,10,8 - 4,-4,2544,197,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
33,1,47,1,08:26:00,Turner 9' Turnaround Jump Shot (2 PTS),"","",TRUE,made.shot,11,8 - 6,-2,1626167,214,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
35,6,4,1,08:10:00,"","",McGee OFF.Foul (P1) (R.Acosta),"",,12,,,201580,230,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
37,5,37,1,08:10:00,"","",McGee Offensive Foul Turnover (P1.T1),TRUE,turnover,12,,,201580,230,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,2,75,1,08:00:00,MISS Lamb 1' Driving Finger Roll Layup,"",McGee BLOCK (1 BLK),"",,13,,,203087,240,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
40,4,0,1,08:00:00,"","",James REBOUND (Off:1 Def:2),TRUE,missed.shot,13,,,2544,240,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
41,2,6,1,07:54:00,"","",MISS Caldwell-Pope 3' Driving Layup,"",,14,,,203484,246,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
42,4,0,1,07:53:00,"","",Caldwell-Pope REBOUND (Off:1 Def:2),"",,14,,,203484,247,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43,1,72,1,07:53:00,"","",Caldwell-Pope 3' Putback Layup (4 PTS),"",,14,10 - 6,-4,203484,247,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
44,6,2,1,07:53:00,Warren S.FOUL (P1.T1) (J.Capers),"","","",,14,,,203933,247,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
46,3,10,1,07:53:00,"","",Caldwell-Pope Free Throw 1 of 1 (5 PTS),TRUE,last.ft.made,14,11 - 6,-5,203484,247,"","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
47,5,45,1,07:35:00,Brogdon Out of Bounds - Bad Pass Turnover Turnover (P1.T1),"","",TRUE,turnover,15,,,1627763,265,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
48,1,7,1,07:22:00,"","",McGee 3' Dunk (4 PTS) (Green 1 AST),TRUE,made.shot,16,13 - 6,-7,201580,278,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
51,2,6,1,06:58:00,MISS Brogdon 1' Driving Layup,"","","",,17,,,1627763,302,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
52,4,0,1,06:57:00,Sabonis REBOUND (Off:2 Def:1),"","","",,17,,,1627734,303,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
53,5,11,1,06:54:00,PACERS Turnover: Shot Clock (T#2),"","",TRUE,turnover,17,,,1610612754,306,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE
54,9,1,1,06:54:00,PACERS Timeout: Regular (Full 1 Short 0),"","","",,18,,,1610612754,306,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
55,6,28,1,06:42:00,Turner Personal Take Foul (P1.T2) (R.Acosta),"","","",,18,,,1626167,318,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
57,6,3,1,06:36:00,Lamb L.B.FOUL (P1.T3) (S.Jelks),"","","",,18,,,203087,324,"","","","","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","",""
59,2,1,1,06:30:00,"","",MISS Green 26' 3PT Jump Shot,"",,18,,,201980,330,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
60,4,0,1,06:27:00,Turner REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,18,,,1626167,333,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
61,2,6,1,06:23:00,MISS Warren 2' Driving Layup,"",Green BLOCK (1 BLK),"",,19,,,203933,337,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
63,4,0,1,06:21:00,"","",James REBOUND (Off:1 Def:3),TRUE,missed.shot,19,,,2544,339,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
64,6,2,1,06:16:00,Lamb S.FOUL (P2.T4) (R.Acosta),"","","",,20,,,203087,344,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
66,3,11,1,06:16:00,"","",MISS James Free Throw 1 of 2,"",,20,,,2544,344,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
67,4,1,1,06:16:00,"","",Lakers Rebound,"",,20,,,1610612747,344,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
68,8,0,1,06:16:00,SUB: Holiday FOR Lamb,"","","",,20,,,203087,344,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
70,8,0,1,06:16:00,"","",SUB: Bradley FOR Green,"",,20,,,201980,344,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
72,3,12,1,06:16:00,"","",James Free Throw 2 of 2 (5 PTS),TRUE,last.ft.made,20,14 - 6,-8,2544,344,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
73,6,2,1,06:07:00,"","",Dudley S.FOUL (P1.T1) (R.Acosta),"",,21,,,201162,353,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
75,7,1,1,06:07:00,"","",Lakers Violation: Delay of game Violation,"",,21,,,1610612747,353,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","",""
76,3,11,1,06:07:00,MISS Sabonis Free Throw 1 of 2,"","","",,21,,,1627734,353,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
77,4,1,1,06:07:00,PACERS Rebound,"","","",,21,,,1610612754,353,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
78,3,12,1,06:07:00,Sabonis Free Throw 2 of 2 (5 PTS),"","",TRUE,last.ft.made,21,14 - 7,-7,1627734,353,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
79,2,1,1,05:44:00,"","",MISS Dudley 26' 3PT Jump Shot,"",,22,,,201162,376,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
80,4,0,1,05:38:00,Holiday REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,22,,,1628988,382,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
81,6,2,1,05:36:00,"","",Caldwell-Pope S.FOUL (P1.T2) (S.Jelks),"",,23,,,203484,384,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
83,3,11,1,05:36:00,MISS Holiday Free Throw 1 of 2,"","","",,23,,,1628988,384,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
84,4,1,1,05:36:00,PACERS Rebound,"","","",,23,,,1610612754,384,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
85,3,12,1,05:36:00,Holiday Free Throw 2 of 2 (1 PTS),"","",TRUE,last.ft.made,23,14 - 8,-6,1628988,384,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
87,2,5,1,05:24:00,"","",MISS Bradley 2' Layup,"",,24,,,202340,396,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
88,4,0,1,05:22:00,Warren REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,24,,,203933,398,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
