eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Whiteside vs. Zeller: Tip to Anthony,"","","",,0,,,202355,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,1,1,11:43:00,McCollum 26' 3PT Jump Shot (3 PTS) (Anthony 1 AST),"","",TRUE,made.shot,0,0 - 3,3,203468,17,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
9,2,73,1,11:19:00,Whiteside BLOCK (1 BLK),"",MISS Bridges 1' Driving Reverse Layup,"",,1,,,1628970,41,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
11,4,0,1,11:16:00,Whiteside REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,1,,,202355,44,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,1,44,1,10:58:00,Whiteside 1' Reverse Layup (2 PTS) (Anthony 2 AST),"","",TRUE,made.shot,2,0 - 5,5,202355,62,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
14,2,75,1,10:46:00,"","",MISS Rozier 2' Driving Finger Roll Layup,"",,3,,,1626179,74,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
15,4,0,1,10:43:00,Whiteside REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,3,,,202355,77,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,2,1,1,10:28:00,MISS McCollum 25' 3PT Jump Shot,"","","",,4,,,203468,92,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,4,0,1,10:26:00,"","",Rozier REBOUND (Off:0 Def:1),TRUE,missed.shot,4,,,1626179,94,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
