eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Porzingis vs. Gibson: Tip to Powell,"","","",,0,,,204001,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,75,1,11:47:00,Doncic 3' Driving Finger Roll Layup (2 PTS),"","",TRUE,made.shot,0,0 - 2,2,1629029,13,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,1,1,1,11:30:00,"","",Ntilikina 24' 3PT Jump Shot (3 PTS) (Morris Sr. 1 AST),TRUE,made.shot,1,3 - 2,-1,1628373,30,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
10,5,1,1,11:13:00,Doncic Bad Pass Turnover (P1.T1),"",Gibson STEAL (1 STL),TRUE,turnover,2,,,1629029,47,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,2,80,1,11:01:00,"","",MISS Randle 19' Step Back Jump Shot,"",,3,,,203944,59,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,10:57:00,Porzingis REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,3,,,204001,63,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,2,1,1,10:53:00,MISS Lee 20' Jump Shot,"","","",,4,,,201584,67,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
15,4,0,1,10:51:00,"","",Ntilikina REBOUND (Off:0 Def:1),TRUE,missed.shot,4,,,1628373,69,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,1,1,1,10:44:00,"","",Gibson 14' Jump Shot (2 PTS) (Ntilikina 1 AST),TRUE,made.shot,5,5 - 2,-3,201959,76,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,2,6,1,10:28:00,MISS Doncic 2' Driving Layup,"","","",,6,,,1629029,92,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
19,4,0,1,10:27:00,"","",Gibson REBOUND (Off:0 Def:1),TRUE,missed.shot,6,,,201959,93,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
21,5,40,1,10:27:00,"","",Gibson Out of Bounds Lost Ball Turnover (P1.T1),TRUE,turnover,7,,,201959,93,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,1,98,1,10:25:00,Lee 1' Cutting Layup Shot (2 PTS) (Doncic 1 AST),"","",TRUE,made.shot,8,5 - 4,-1,201584,95,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,1,79,1,10:11:00,"","",Barrett 20' Pullup Jump Shot (2 PTS) (Gibson 1 AST),TRUE,made.shot,9,7 - 4,-3,1629628,109,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,1,101,1,09:59:00,Doncic 7' Driving Floating Jump Shot (4 PTS),"","",TRUE,made.shot,10,7 - 6,-1,1629029,121,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
27,1,96,1,09:44:00,"","",Randle 5' Turnaround Bank Hook Shot (2 PTS),TRUE,made.shot,11,9 - 6,-3,203944,136,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
28,1,1,1,09:31:00,Porzingis 25' 3PT Jump Shot (3 PTS) (Doncic 2 AST),"","",TRUE,made.shot,12,9 - 9,TIE,204001,149,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
30,6,26,1,09:14:00,"","",Randle Offensive Charge Foul (P1.T1) (D.Guthrie),"",,13,,,203944,166,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
32,5,37,1,09:14:00,"","",Randle Offensive Foul Turnover (P1.T2),TRUE,turnover,13,,,203944,166,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,1,1,1,09:05:00,Porzingis 26' 3PT Jump Shot (6 PTS) (Doncic 3 AST),"","",TRUE,made.shot,14,9 - 12,3,204001,175,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
35,1,1,1,08:44:00,"","",Morris Sr. 15' Jump Shot (2 PTS),TRUE,made.shot,15,11 - 12,1,202694,196,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
36,2,101,1,08:32:00,MISS Doncic 9' Driving Floating Jump Shot,"","","",,16,,,1629029,208,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
37,4,0,1,08:30:00,Doncic REBOUND (Off:1 Def:0),"","","",,16,,,1629029,210,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,1,5,1,08:28:00,Doncic 2' Layup (6 PTS),"","",TRUE,made.shot,16,11 - 14,3,1629029,212,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
39,2,101,1,08:12:00,"","",MISS Morris Sr. 14' Driving Floating Jump Shot,"",,17,,,202694,228,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
40,4,0,1,08:10:00,"","",Morris Sr. REBOUND (Off:1 Def:0),"",,17,,,202694,230,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,5,13,1,08:08:00,"","",Morris Sr. Backcourt Turnover (P1.T3),TRUE,turnover,17,,,202694,232,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
42,2,47,1,07:56:00,MISS Porzingis 15' Turnaround Jump Shot,"","","",,18,,,204001,244,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
43,4,0,1,07:54:00,"","",Barrett REBOUND (Off:0 Def:1),TRUE,missed.shot,18,,,1629628,246,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
44,1,96,1,07:43:00,"","",Randle 8' Turnaround Bank Hook Shot (4 PTS),TRUE,made.shot,19,13 - 14,1,203944,257,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
45,1,1,1,07:28:00,Finney-Smith  3PT Jump Shot (3 PTS) (Doncic 4 AST),"","",TRUE,made.shot,20,13 - 17,4,1627827,272,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
47,9,1,1,07:21:00,"","",Knicks Timeout: Regular (Reg.1 Short 0),"",,21,,,1610612752,279,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
48,8,0,1,07:21:00,SUB: Hardaway Jr. FOR Lee,"","","",,21,,,201584,279,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
50,2,1,1,07:12:00,"","",MISS Barrett 25' 3PT Jump Shot,"",,21,,,1629628,288,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
51,4,0,1,07:08:00,Doncic REBOUND (Off:1 Def:1),"","",TRUE,missed.shot,21,,,1629029,292,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
52,6,1,1,06:59:00,"","",Ntilikina P.FOUL (P1.T2) (S.Jelks),"",,22,,,1628373,301,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
