eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Jokic vs. Porzingis: Tip to Powell,"",,,203999,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,6,2,1,11:44:00,16,"",,1,Millsap S.FOUL (P1.T1) (J.Orr),"",,,200794,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
4,9,3,11,1,11:44:00,16,"",,1,"",Powell Free Throw 1 of 2 (1 PTS),1 - 0,-1,203939,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,10,3,12,1,11:44:00,16,"",,1,"",MISS Powell Free Throw 2 of 2,,,203939,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
6,11,4,0,1,11:41:00,19,TRUE,missed.shot,1,Harris REBOUND (Off:0 Def:1),"",,,203914,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
7,12,1,79,1,11:23:00,37,TRUE,made.shot,2,Murray 20' Pullup Jump Shot (2 PTS) (Jokic 1 AST),"",1 - 2,1,1627750,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,14,2,75,1,11:08:00,52,"",,3,"",MISS Finney-Smith 3' Driving Finger Roll Layup,,,1627827,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,15,4,0,1,11:06:00,54,TRUE,missed.shot,3,Millsap REBOUND (Off:0 Def:1),"",,,200794,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,16,6,1,1,11:03:00,57,"",,4,"",Curry P.FOUL (P1.T1) (J.Orr),,,203552,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
11,18,2,6,1,10:50:00,70,"",,4,MISS Barton 2' Driving Layup,"",,,203115,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
12,19,4,0,1,10:47:00,73,"",,4,Millsap REBOUND (Off:1 Def:1),"",,,200794,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
13,20,1,72,1,10:47:00,73,TRUE,made.shot,4,Millsap 1' Putback Layup (2 PTS),"",1 - 4,3,200794,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
14,21,6,2,1,10:39:00,81,"",,5,Murray S.FOUL (P1.T2) (J.Orr),"",,,1627750,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
15,23,3,11,1,10:39:00,81,"",,5,"",Powell Free Throw 1 of 2 (2 PTS),2 - 4,2,203939,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,24,3,12,1,10:39:00,81,"",,5,"",MISS Powell Free Throw 2 of 2,,,203939,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
17,25,4,0,1,10:37:00,83,TRUE,missed.shot,5,Barton REBOUND (Off:0 Def:1),"",,,203115,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,26,1,1,1,10:30:00,90,TRUE,made.shot,6,Harris 25' 3PT Jump Shot (3 PTS) (Jokic 2 AST),"",2 - 7,5,203914,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
19,28,2,80,1,10:13:00,107,"",,7,"",MISS Doncic 26' 3PT Step Back Jump Shot,,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
20,29,4,0,1,10:09:00,111,"",,7,"",Powell REBOUND (Off:1 Def:0),,,203939,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21,30,1,80,1,09:58:00,122,TRUE,made.shot,7,"",Curry 25' 3PT Step Back Jump Shot (3 PTS),5 - 7,2,203552,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
22,31,1,1,1,09:33:00,147,TRUE,made.shot,8,Millsap 25' 3PT Jump Shot (5 PTS) (Harris 1 AST),"",5 - 10,5,200794,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
23,33,2,79,1,09:16:00,164,"",,9,"",MISS Curry 25' 3PT Pullup Jump Shot,,,203552,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
24,34,4,0,1,09:14:00,166,TRUE,missed.shot,9,Jokic REBOUND (Off:0 Def:1),"",,,203999,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
25,35,1,1,1,09:09:00,171,TRUE,made.shot,10,Millsap  3PT Jump Shot (8 PTS) (Harris 2 AST),"",5 - 13,8,200794,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
26,37,2,101,1,08:39:00,201,"",,11,"",MISS Doncic 6' Driving Floating Jump Shot,,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
27,38,4,0,1,08:36:00,204,"",,11,"",Doncic REBOUND (Off:1 Def:0),,,1629029,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,39,2,78,1,08:34:00,206,"",,11,"",MISS Doncic 7' Floating Jump Shot,,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
29,40,4,0,1,08:33:00,207,TRUE,missed.shot,11,Jokic REBOUND (Off:0 Def:2),"",,,203999,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
30,41,1,6,1,08:26:00,214,"",,12,Millsap 4' Driving Layup (10 PTS),"",5 - 15,10,200794,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
31,42,6,2,1,08:26:00,214,"",,12,"",Finney-Smith S.FOUL (P1.T2) (J.Orr),,,1627827,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
