eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Turner vs. Towns: Tip to Covington,"","","",,0,,,1626167,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:44:00,"","",MISS Covington 25' 3PT Jump Shot,"",,0,,,203496,16,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,4,0,1,11:40:00,Sabonis REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,1627734,20,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,1,3,1,11:26:00,Sabonis 8' Hook Shot (2 PTS),"","",TRUE,made.shot,1,0 - 2,2,1627734,34,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,2,75,1,11:10:00,"","",MISS Culver 4' Driving Finger Roll Layup,"",,2,,,1629633,50,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
12,4,0,1,11:09:00,"","",Timberwolves Rebound,"",,2,,,1610612750,51,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
14,2,1,1,11:07:00,"","",MISS Covington 24' 3PT Jump Shot,"",,2,,,203496,53,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,4,0,1,11:04:00,Brogdon REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,1627763,56,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,1,5,1,10:48:00,Sabonis 2' Layup (4 PTS) (Lamb 1 AST),"","","",,3,0 - 4,4,1627734,72,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
18,6,2,1,10:48:00,"","",Covington S.FOUL (P1.T1) (C.Kirkland),"",,3,,,203496,72,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
20,3,10,1,10:48:00,MISS Sabonis Free Throw 1 of 1,"","","",,3,,,1627734,72,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,TRUE,"","","","",TRUE,"","","","",""
21,4,0,1,10:47:00,"","",Covington REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,203496,73,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,2,6,1,10:38:00,Turner BLOCK (1 BLK),"",MISS Wiggins 3' Driving Layup,"",,4,,,203952,82,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
24,4,0,1,10:38:00,PACERS Rebound,"","",TRUE,missed.shot,4,,,1610612754,82,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
26,2,3,1,10:23:00,MISS Sabonis 5' Hook Shot,"","","",,5,,,1627734,97,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
27,4,0,1,10:21:00,"","",Covington REBOUND (Off:0 Def:2),TRUE,missed.shot,5,,,203496,99,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,2,1,1,10:09:00,"","",MISS Napier  3PT Jump Shot,"",,6,,,203894,111,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
29,4,0,1,10:06:00,Sabonis REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,6,,,1627734,114,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
30,2,6,1,09:57:00,MISS Brogdon 1' Driving Layup,"","","",,7,,,1627763,123,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,4,0,1,09:55:00,"","",Napier REBOUND (Off:0 Def:1),TRUE,missed.shot,7,,,203894,125,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,2,1,1,09:50:00,"","",MISS Towns 27' 3PT Jump Shot,"",,8,,,1626157,130,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
33,4,0,1,09:47:00,Warren REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,8,,,203933,133,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,2,6,1,09:38:00,MISS Warren 2' Driving Layup,"","","",,9,,,203933,142,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
35,4,0,1,09:36:00,Warren REBOUND (Off:1 Def:1),"","","",,9,,,203933,144,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
36,2,1,1,09:28:00,MISS Lamb 27' 3PT Jump Shot,"","","",,9,,,203087,152,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
37,4,0,1,09:25:00,"","",Towns REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,1626157,155,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
38,2,80,1,09:16:00,"","",MISS Towns 26' 3PT Step Back Jump Shot,"",,10,,,1626157,164,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
39,4,0,1,09:13:00,Lamb REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,10,,,203087,167,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
40,5,4,1,09:02:00,Sabonis Traveling Turnover (P1.T1),"","",TRUE,turnover,11,,,1627734,178,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,6,1,1,08:55:00,Lamb P.FOUL (P1.T1) (T.Ford),"","","",,12,,,203087,185,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
43,1,6,1,08:50:00,"","",Towns  Driving Layup (2 PTS) (Napier 1 AST),"",,12,2 - 4,2,1626157,190,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
45,6,2,1,08:50:00,Turner S.FOUL (P1.T2) (C.Kirkland),"","","",,12,,,1626167,190,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
47,3,10,1,08:50:00,"","",Towns Free Throw 1 of 1 (3 PTS),TRUE,last.ft.made,12,3 - 4,1,1626157,190,"","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
48,6,2,1,08:40:00,"","",Wiggins S.FOUL (P1.T2) (C.Kirkland),"",,13,,,203952,200,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
50,3,11,1,08:40:00,Turner Free Throw 1 of 2 (1 PTS),"","","",,13,3 - 5,2,1626167,200,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
51,3,12,1,08:40:00,Turner Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,13,3 - 6,3,1626167,200,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
52,1,80,1,08:29:00,"","",Towns 26' 3PT Step Back Jump Shot (6 PTS) (Wiggins 1 AST),TRUE,made.shot,14,6 - 6,TIE,1626157,211,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
54,6,26,1,08:08:00,Sabonis Offensive Charge Foul (P1.T3) (T.Ford),"","","",,15,,,1627734,232,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
56,5,37,1,08:08:00,Sabonis Offensive Foul Turnover (P2.T2),"","",TRUE,turnover,15,,,1627734,232,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
57,2,6,1,07:52:00,Brogdon BLOCK (1 BLK),"",MISS Covington 8' Driving Layup,"",,16,,,203496,248,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
59,4,0,1,07:49:00,Brogdon REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,16,,,1627763,251,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
60,1,79,1,07:46:00,Brogdon 26' 3PT Pullup Jump Shot (3 PTS),"","",TRUE,made.shot,17,6 - 9,3,1627763,254,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
61,1,5,1,07:32:00,"","",Towns 3' Layup (8 PTS) (Napier 2 AST),"",,18,8 - 9,1,1626157,268,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
63,6,2,1,07:32:00,Sabonis S.FOUL (P2.T4) (J.Sterling),"","","",,18,,,1627734,268,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
65,8,0,1,07:32:00,SUB: Holiday FOR Sabonis,"","","",,18,,,1627734,268,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
67,3,10,1,07:32:00,"","",Towns Free Throw 1 of 1 (9 PTS),TRUE,last.ft.made,18,9 - 9,TIE,1626157,268,"","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
68,1,79,1,07:21:00,Lamb 18' Pullup Jump Shot (2 PTS) (Brogdon 1 AST),"","",TRUE,made.shot,19,9 - 11,2,203087,279,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
69,2,1,1,07:08:00,"","",MISS Wiggins 29' 3PT Jump Shot,"",,20,,,203952,292,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
70,4,0,1,07:05:00,Turner REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,20,,,1626167,295,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
