eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Allen vs. Ibaka: Tip to Lowry,"","","",,0,,,1628386,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,3,1,11:43:00,"","",MISS Ibaka 13' Hook Shot,"",,0,,,201586,17,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
8,4,0,1,11:41:00,Dinwiddie REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,203915,19,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,1,6,1,11:25:00,Harris 1' Driving Layup (2 PTS) (LeVert 1 AST),"","",TRUE,made.shot,1,0 - 2,2,203925,35,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,6,2,1,11:10:00,Allen S.FOUL (P1.T1) (K.Scott),"","","",,2,,,1628386,50,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
13,3,11,1,11:10:00,"","",MISS Lowry Free Throw 1 of 2,"",,2,,,200768,50,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
14,4,1,1,11:10:00,"","",Raptors Rebound,"",,2,,,1610612761,50,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
15,3,12,1,11:10:00,"","",Lowry Free Throw 2 of 2 (1 PTS),TRUE,last.ft.made,2,1 - 2,1,200768,50,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
16,2,1,1,10:55:00,MISS Dinwiddie 25' 3PT Jump Shot,"","","",,3,,,203915,65,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,4,0,1,10:53:00,"","",Lowry REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,200768,67,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,1,58,1,10:44:00,"","",Ibaka 8' Turnaround Hook Shot (2 PTS) (Siakam 1 AST),TRUE,made.shot,4,3 - 2,-1,201586,76,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
20,2,1,1,10:34:00,MISS Harris 25' 3PT Jump Shot,"","","",,5,,,203925,86,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
21,4,0,1,10:31:00,"","",Ibaka REBOUND (Off:0 Def:1),TRUE,missed.shot,5,,,201586,89,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,2,79,1,10:27:00,"","",MISS Siakam 25' 3PT Pullup Jump Shot,"",,6,,,1627783,93,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
23,4,0,1,10:27:00,Allen REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,6,,,1628386,93,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
24,5,2,1,10:19:00,Prince Lost Ball Turnover (P1.T1),"",Siakam STEAL (1 STL),TRUE,turnover,7,,,1627752,101,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
26,5,1,1,10:05:00,Harris STEAL (1 STL),"",Lowry Bad Pass Turnover (P1.T1),TRUE,turnover,8,,,200768,115,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,1,79,1,09:53:00,LeVert 11' Pullup Jump Shot (2 PTS) (Allen 1 AST),"","",TRUE,made.shot,9,3 - 4,1,1627747,127,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
30,2,105,1,09:37:00,"","",MISS Siakam 10' Turnaround Fadeaway Bank Jump Shot,"",,10,,,1627783,143,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,4,0,1,09:35:00,Allen REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,10,,,1628386,145,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,2,6,1,09:23:00,MISS Allen 3' Driving Layup,"","","",,11,,,1628386,157,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
33,4,0,1,09:19:00,"","",Lowry REBOUND (Off:0 Def:2),TRUE,missed.shot,11,,,200768,161,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,1,1,1,09:14:00,"","",Ibaka 26' 3PT Jump Shot (5 PTS) (Lowry 1 AST),TRUE,made.shot,12,6 - 4,-2,201586,166,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
36,2,101,1,08:58:00,MISS LeVert 3' Driving Floating Jump Shot,"","","",,13,,,1627747,182,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
37,4,0,1,08:55:00,Allen REBOUND (Off:1 Def:2),"","","",,13,,,1628386,185,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,1,80,1,08:50:00,Prince 26' 3PT Step Back Jump Shot (3 PTS) (Allen 2 AST),"","",TRUE,made.shot,13,6 - 7,1,1627752,190,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
40,1,6,1,08:37:00,"","",VanVleet 1' Driving Layup (2 PTS),TRUE,made.shot,14,8 - 7,-1,1627832,203,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
41,2,6,1,08:28:00,MISS Harris 1' Driving Layup,"",Anunoby BLOCK (1 BLK),"",,15,,,203925,212,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
43,4,0,1,08:27:00,NETS Rebound,"","","",,15,,,1610612751,213,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
45,2,1,1,08:22:00,MISS Prince 25' 3PT Jump Shot,"","","",,15,,,1627752,218,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
46,4,0,1,08:17:00,"","",Anunoby REBOUND (Off:0 Def:1),TRUE,missed.shot,15,,,1628384,223,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
47,6,1,1,08:14:00,Dinwiddie P.FOUL (P1.T2) (C.Blair),"","","",,16,,,203915,226,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
49,5,2,1,08:10:00,LeVert STEAL (1 STL),"",Ibaka Lost Ball Turnover (P1.T2),TRUE,turnover,16,,,201586,230,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
51,2,103,1,08:05:00,MISS Prince 25' 3PT Running Pull-Up Jump Shot,"","","",,17,,,1627752,235,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
52,4,0,1,08:02:00,"","",Ibaka REBOUND (Off:0 Def:2),TRUE,missed.shot,17,,,201586,238,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
53,2,75,1,07:56:00,"","",MISS Lowry 4' Driving Finger Roll Layup,"",,18,,,200768,244,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
54,4,0,1,07:54:00,Dinwiddie REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,18,,,203915,246,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
55,1,50,1,07:50:00,LeVert 2' Running Dunk (4 PTS) (Dinwiddie 1 AST),"","",TRUE,made.shot,19,8 - 9,1,1627747,250,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
57,2,1,1,07:35:00,"","",MISS VanVleet 25' 3PT Jump Shot,"",,20,,,1627832,265,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
58,4,0,1,07:31:00,Allen REBOUND (Off:1 Def:3),"","",TRUE,missed.shot,20,,,1628386,269,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
59,1,75,1,07:26:00,Prince 1' Driving Finger Roll Layup (5 PTS) (Dinwiddie 2 AST),"","",TRUE,made.shot,21,8 - 11,3,1627752,274,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
61,6,4,1,07:10:00,"","",Ibaka OFF.Foul (P1) (K.Scott),"",,22,,,201586,290,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
63,5,37,1,07:10:00,"","",Ibaka Offensive Foul Turnover (P2.T3),TRUE,turnover,22,,,201586,290,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
