eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Lopez vs. Carter Jr.: Tip to Markkanen,"",,,201572,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,79,1,11:37:00,23,TRUE,made.shot,1,"",Satoransky 27' 3PT Pullup Jump Shot (3 PTS) (Hutchison 1 AST),3 - 0,-3,203107,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,5,1,1,11:25:00,35,TRUE,turnover,2,Lopez Bad Pass Turnover (P1.T1),Satoransky STEAL (1 STL),,,201572,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,11,1,41,1,11:22:00,38,TRUE,made.shot,3,"",Satoransky 2' Running Layup (5 PTS),5 - 0,-5,203107,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,12,1,108,1,11:09:00,51,TRUE,made.shot,4,Lopez 3' Cutting Dunk Shot (2 PTS) (Bledsoe 1 AST),"",5 - 2,-3,201572,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,14,2,101,1,10:54:00,66,"",,5,"",MISS Satoransky 11' Driving Floating Jump Shot,,,203107,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
8,15,4,0,1,10:51:00,69,TRUE,missed.shot,5,Antetokounmpo REBOUND (Off:0 Def:1),"",,,203507,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,16,2,1,1,10:43:00,77,"",,6,MISS Lopez 27' 3PT Jump Shot,"",,,201572,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,17,4,0,1,10:40:00,80,TRUE,missed.shot,6,"",LaVine REBOUND (Off:0 Def:1),,,203897,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,18,2,1,1,10:36:00,84,"",,7,"",MISS Markkanen 27' 3PT Jump Shot,,,1628374,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,19,4,0,1,10:32:00,88,TRUE,missed.shot,7,Matthews REBOUND (Off:0 Def:1),"",,,202083,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,20,1,6,1,10:24:00,96,TRUE,made.shot,8,Bledsoe 5' Driving Layup (2 PTS),"",5 - 4,-1,202339,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
14,21,2,79,1,10:16:00,104,"",,9,"",MISS LaVine 16' Pullup Jump Shot,,,203897,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
15,22,4,0,1,10:11:00,109,TRUE,missed.shot,9,Antetokounmpo REBOUND (Off:0 Def:2),"",,,203507,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
