eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Cauley-Stein vs. Jackson Jr.: Tip to Brooks,"","","",,0,,,1626161,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
17,2,5,1,11:38:00,Green BLOCK (1 BLK),"",MISS Jackson Jr. 4' Layup,"",,0,,,1628991,22,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,5,11,1,11:36:00,"","",Grizzlies Turnover: Shot Clock (T#1),TRUE,turnover,0,,,1610612763,24,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE
19,4,0,1,11:36:00,"","",Grizzlies Rebound,"",,1,,,1610612763,24,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
8,6,2,1,11:22:00,"","",Morant S.FOUL (P1.T1) (B.Forte),"",,1,,,1629630,38,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
10,3,11,1,11:22:00,MISS Russell Free Throw 1 of 2,"","","",,1,,,1626156,38,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
11,4,1,1,11:22:00,WARRIORS Rebound,"","","",,1,,,1610612744,38,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
12,3,12,1,11:22:00,Russell Free Throw 2 of 2 (1 PTS),"","",TRUE,last.ft.made,1,0 - 1,1,1626156,38,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
13,2,1,1,11:10:00,"","",MISS Morant 27' 3PT Jump Shot,"",,2,,,1629630,50,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
