eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Vucevic vs. Sabonis: Tip to Isaac,"","","",,0,,,202696,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,6,1,11:48:00,Fultz 4' Driving Layup (2 PTS),"","",TRUE,made.shot,0,0 - 2,2,1628365,12,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,2,58,1,11:28:00,"","",MISS Sabonis 7' Turnaround Hook Shot,"",,1,,,1627734,32,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,4,0,1,11:26:00,Isaac REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,1,,,1628371,34,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,2,98,1,11:18:00,MISS Isaac 2' Cutting Layup Shot,"","","",,2,,,1628371,42,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
12,4,0,1,11:18:00,"","",Pacers Rebound,TRUE,missed.shot,2,,,1610612754,42,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
14,1,101,1,11:06:00,"","",Warren 12' Driving Floating Jump Shot (2 PTS) (Brogdon 1 AST),TRUE,made.shot,3,2 - 2,TIE,203933,54,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
16,6,1,1,10:53:00,"","",Warren P.FOUL (P1.T1) (D.Collins),"",,4,,,203933,67,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
18,2,1,1,10:45:00,MISS Vucevic 27' 3PT Jump Shot,"","","",,4,,,202696,75,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
19,4,0,1,10:42:00,"","",Sabonis REBOUND (Off:0 Def:1),TRUE,missed.shot,4,,,1627734,78,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
20,1,79,1,10:33:00,"","",Brogdon 23' Pullup Jump Shot (2 PTS),TRUE,made.shot,5,4 - 2,-2,1627763,87,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
21,1,73,1,10:17:00,Isaac 2' Driving Reverse Layup (2 PTS) (Vucevic 1 AST),"","",TRUE,made.shot,6,4 - 4,TIE,1628371,103,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,1,1,1,10:02:00,"","",Holiday  3PT Jump Shot (3 PTS) (Brogdon 2 AST),TRUE,made.shot,7,7 - 4,-3,1628988,118,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
28,1,79,1,09:47:00,Fournier 25' 3PT Pullup Jump Shot (3 PTS),"","",TRUE,made.shot,8,7 - 7,TIE,203095,133,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
