eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Porzingis vs. Holmes: Tip to Bjelica,"",,,204001,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:39:00,21,TRUE,made.shot,1,"",Bjelica  3PT Jump Shot (3 PTS) (Barnes 1 AST),3 - 0,-3,202357,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,1,6,1,11:26:00,34,"",,2,Doncic 1' Driving Layup (2 PTS),"",3 - 2,-1,1629029,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
5,10,6,2,1,11:26:00,34,"",,2,"",Bjelica S.FOUL (P1.T1) (P.Fraher),,,202357,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
6,12,3,10,1,11:26:00,34,TRUE,last.ft.made,2,Doncic Free Throw 1 of 1 (3 PTS),"",3 - 3,TIE,1629029,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
7,13,2,1,1,11:02:00,58,"",,3,"",MISS Barnes  3PT Jump Shot,,,203084,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,14,4,0,1,11:00:00,60,TRUE,missed.shot,3,Porzingis REBOUND (Off:0 Def:1),"",,,204001,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,15,5,1,1,10:49:00,71,TRUE,turnover,4,Doncic Bad Pass Turnover (P1.T1),Joseph STEAL (1 STL),,,1629029,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
10,17,1,98,1,10:42:00,78,TRUE,made.shot,5,"",Holmes  Cutting Layup Shot (2 PTS) (Hield 1 AST),5 - 3,-2,1626158,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,19,2,1,1,10:26:00,94,"",,6,MISS Finney-Smith 26' 3PT Jump Shot,"",,,1627827,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,20,4,0,1,10:23:00,97,TRUE,missed.shot,6,"",Hield REBOUND (Off:0 Def:1),,,1627741,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,21,1,50,1,10:21:00,99,TRUE,made.shot,7,"",Bjelica 1' Running Dunk (5 PTS) (Hield 2 AST),7 - 3,-4,202357,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
14,23,1,47,1,09:59:00,121,TRUE,made.shot,8,Doncic 5' Turnaround Jump Shot (5 PTS),"",7 - 5,-2,1629029,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
15,24,2,80,1,09:45:00,135,"",,9,"",MISS Hield 16' Step Back Jump Shot,,,1627741,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,25,4,0,1,09:43:00,137,TRUE,missed.shot,9,Powell REBOUND (Off:0 Def:1),"",,,203939,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
17,26,1,71,1,09:36:00,144,TRUE,made.shot,10,Hardaway Jr. 1' Finger Roll Layup (2 PTS) (Doncic 1 AST),"",7 - 7,TIE,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,28,1,79,1,09:19:00,161,TRUE,made.shot,11,"",Hield 25' 3PT Pullup Jump Shot (3 PTS) (Holmes 1 AST),10 - 7,-3,1627741,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
19,30,2,86,1,08:58:00,182,"",,12,MISS Porzingis 12' Turnaround Fadeaway Shot,"",,,204001,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
20,31,4,0,1,08:56:00,184,TRUE,missed.shot,12,"",Barnes REBOUND (Off:0 Def:1),,,203084,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
21,32,1,47,1,08:49:00,191,TRUE,made.shot,13,"",Barnes 5' Turnaround Jump Shot (2 PTS),12 - 7,-5,203084,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
22,33,1,98,1,08:35:00,205,TRUE,made.shot,14,Porzingis 1' Cutting Layup Shot (2 PTS) (Doncic 2 AST),"",12 - 9,-3,204001,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,35,2,57,1,08:10:00,230,"",,15,"",MISS Holmes 7' Driving Hook Shot,,,1626158,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
24,36,4,0,1,08:07:00,233,TRUE,missed.shot,15,Doncic REBOUND (Off:0 Def:1),"",,,1629029,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
25,37,2,80,1,08:01:00,239,"",,16,MISS Doncic 25' 3PT Step Back Jump Shot,"",,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
26,38,4,0,1,08:01:00,239,TRUE,missed.shot,16,"",Holmes REBOUND (Off:0 Def:1),,,1626158,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
27,39,1,102,1,07:47:00,253,TRUE,made.shot,17,"",Bjelica 4' Driving Floating Bank Jump Shot (7 PTS),14 - 9,-5,202357,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
28,40,9,1,1,07:46:00,254,"",,18,MAVERICKS Timeout: Regular (Full 1 Short 0),"",,,1610612742,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
29,41,2,1,1,07:25:00,275,"",,18,MISS Finney-Smith  3PT Jump Shot,"",,,1627827,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
30,42,4,0,1,07:22:00,278,TRUE,missed.shot,18,"",Barnes REBOUND (Off:0 Def:2),,,203084,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
31,43,1,1,1,07:18:00,282,TRUE,made.shot,19,"",Bjelica 25' 3PT Jump Shot (10 PTS) (Barnes 2 AST),17 - 9,-8,202357,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
32,45,6,1,1,07:04:00,296,"",,20,"",Hield P.FOUL (P1.T2) (N.Green),,,1627741,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
33,47,5,2,1,07:01:00,299,TRUE,turnover,20,Doncic Lost Ball Turnover (P2.T2),Joseph STEAL (2 STL),,,1629029,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
34,49,1,79,1,06:55:00,305,TRUE,made.shot,21,"",Hield 20' Pullup Jump Shot (5 PTS) (Barnes 3 AST),19 - 9,-10,1627741,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
35,51,1,1,1,06:36:00,324,TRUE,made.shot,22,Hardaway Jr.  3PT Jump Shot (5 PTS) (Doncic 3 AST),"",19 - 12,-7,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
36,53,1,52,1,06:16:00,344,TRUE,made.shot,23,"",Holmes  Alley Oop Dunk (4 PTS) (Hield 3 AST),21 - 12,-9,1626158,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
37,55,1,1,1,06:02:00,358,TRUE,made.shot,24,Hardaway Jr.  3PT Jump Shot (8 PTS) (Powell 1 AST),"",21 - 15,-6,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
38,57,1,79,1,05:39:00,381,TRUE,made.shot,25,"",Hield 24' 3PT Pullup Jump Shot (8 PTS),24 - 15,-9,1627741,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
39,58,2,1,1,05:24:00,396,"",,26,MISS Finney-Smith 25' 3PT Jump Shot,"",,,1627827,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
40,59,4,0,1,05:21:00,399,TRUE,missed.shot,26,"",Hield REBOUND (Off:0 Def:2),,,1627741,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
41,60,2,1,1,05:01:00,419,"",,27,"",MISS Joseph 25' 3PT Jump Shot,,,202709,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
42,61,4,0,1,04:59:00,421,TRUE,missed.shot,27,Finney-Smith REBOUND (Off:0 Def:1),"",,,1627827,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
43,62,1,1,1,04:53:00,427,TRUE,made.shot,28,Hardaway Jr. 26' 3PT Jump Shot (11 PTS) (Doncic 4 AST),"",24 - 18,-6,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
44,64,1,57,1,04:28:00,452,TRUE,made.shot,29,"",Barnes 5' Driving Hook Shot (4 PTS),26 - 18,-8,203084,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
45,65,1,102,1,04:15:00,465,TRUE,made.shot,30,Doncic 7' Driving Floating Bank Jump Shot (7 PTS),"",26 - 20,-6,1629029,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
46,66,2,1,1,04:06:00,474,"",,31,"",MISS Joseph 25' 3PT Jump Shot,,,202709,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
47,67,4,0,1,04:03:00,477,TRUE,missed.shot,31,Porzingis REBOUND (Off:0 Def:2),"",,,204001,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
48,68,2,6,1,03:53:00,487,"",,32,MISS Doncic 2' Driving Layup,"",,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
49,69,4,0,1,03:52:00,488,"",,32,Finney-Smith REBOUND (Off:1 Def:1),"",,,1627827,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
50,70,1,97,1,03:52:00,488,TRUE,made.shot,32,Finney-Smith 1' Tip Layup Shot (2 PTS),"",26 - 22,-4,1627827,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
51,71,9,1,1,03:50:00,490,"",,33,"",Kings Timeout: Regular (Reg.1 Short 0),,,1610612758,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
52,72,8,0,1,03:50:00,490,"",,33,SUB: Curry FOR Finney-Smith,"",,,1627827,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
53,73,8,0,1,03:50:00,490,"",,33,SUB: Kleber FOR Powell,"",,,203939,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
54,74,8,0,1,03:50:00,490,"",,33,"",SUB: Ariza FOR Barnes,,,203084,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
55,75,8,0,1,03:50:00,490,"",,33,"",SUB: Bogdanovic FOR Bjelica,,,202357,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
56,80,1,98,1,03:39:00,501,TRUE,made.shot,33,"",Ariza  Cutting Layup Shot (2 PTS) (Holmes 2 AST),28 - 22,-6,2772,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
57,82,2,1,1,03:24:00,516,"",,34,MISS Hardaway Jr. 26' 3PT Jump Shot,"",,,203501,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
58,83,4,0,1,03:20:00,520,TRUE,missed.shot,34,"",Ariza REBOUND (Off:0 Def:1),,,2772,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
59,84,1,102,1,03:05:00,535,TRUE,made.shot,35,"",Hield 5' Driving Floating Bank Jump Shot (10 PTS),30 - 22,-8,1627741,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
60,85,2,80,1,02:49:00,551,"",,36,MISS Doncic 28' 3PT Step Back Jump Shot,"",,,1629029,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
61,86,4,0,1,02:45:00,555,TRUE,missed.shot,36,"",Ariza REBOUND (Off:0 Def:2),,,2772,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
