eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Jones vs. Embiid: Tip to Milton,"",,,1627745,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,43,1,11:46:00,14,"",,1,"",MISS Harris 1' Alley Oop Layup,,,202699,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
4,8,4,0,1,11:43:00,17,TRUE,missed.shot,1,Jones REBOUND (Off:0 Def:1),"",,,1627745,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
5,9,1,50,1,11:41:00,19,TRUE,made.shot,2,Collins 1' Running Dunk (2 PTS) (Young 1 AST),"",0 - 2,2,1628381,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,11,1,79,1,11:24:00,36,TRUE,made.shot,3,"",Harris 16' Pullup Jump Shot (2 PTS) (Milton 1 AST),2 - 2,TIE,202699,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,14,6,2,1,11:04:00,56,"",,4,"",Thybulle S.FOUL (P1.T1) (B.Barnaky),,,1629680,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
8,16,3,13,1,11:04:00,56,"",,4,Young Free Throw 1 of 3 (1 PTS),"",2 - 3,1,1629027,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9,17,3,14,1,11:04:00,56,"",,4,Young Free Throw 2 of 3 (2 PTS),"",2 - 4,2,1629027,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
10,18,3,15,1,11:04:00,56,"",,4,MISS Young Free Throw 3 of 3,"",,,1629027,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","",TRUE,"",TRUE,TRUE,"","","","",""
11,19,4,0,1,11:01:00,59,TRUE,missed.shot,4,"",Embiid REBOUND (Off:0 Def:1),,,203954,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,20,1,9,1,10:53:00,67,TRUE,made.shot,5,"",Simmons 1' Driving Dunk (2 PTS),4 - 4,TIE,1627732,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
13,21,5,2,1,10:36:00,84,TRUE,turnover,6,Hunter Lost Ball Turnover (P1.T1),Simmons STEAL (1 STL),,,1629631,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,23,1,50,1,10:33:00,87,TRUE,made.shot,7,"",Simmons 1' Running Dunk (4 PTS),6 - 4,-2,1627732,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
15,24,1,79,1,10:24:00,96,TRUE,made.shot,8,Young 19' Pullup Jump Shot (4 PTS),"",6 - 6,TIE,1629027,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
16,25,1,101,1,10:14:00,106,TRUE,made.shot,9,"",Thybulle 7' Driving Floating Jump Shot (2 PTS) (Simmons 1 AST),8 - 6,-2,1629680,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
17,27,2,80,1,10:05:00,115,"",,10,MISS Young 25' 3PT Step Back Jump Shot,"",,,1629027,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
18,28,4,0,1,10:02:00,118,TRUE,missed.shot,10,"",Embiid REBOUND (Off:0 Def:2),,,203954,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
19,29,1,6,1,09:58:00,122,TRUE,made.shot,11,"",Simmons 2' Driving Layup (6 PTS) (Embiid 1 AST),10 - 6,-4,1627732,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
