eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Giles III vs. Lopez: Tip to Antetokounmpo,"","","",,0,,,1628385,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,79,1,11:44:00,"","",Middleton 17' Pullup Jump Shot (2 PTS) (Antetokounmpo 1 AST),TRUE,made.shot,0,2 - 0,-2,203114,16,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,2,1,1,11:22:00,MISS Giles III 14' Jump Shot,"","","",,1,,,1628385,38,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,4,0,1,11:19:00,"","",Antetokounmpo REBOUND (Off:0 Def:1),TRUE,missed.shot,1,,,203507,41,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,2,1,1,11:06:00,"","",MISS Lopez 25' 3PT Jump Shot,"",,2,,,201572,54,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,4,0,1,11:03:00,Bjelica REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,202357,57,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,6,2,1,10:56:00,"","",Antetokounmpo S.FOUL (P1.T1) (C.Blair),"",,3,,,203507,64,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
14,3,11,1,10:56:00,Giles III Free Throw 1 of 2 (1 PTS),"","","",,3,2 - 1,-1,1628385,64,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15,3,12,1,10:56:00,Giles III Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,3,2 - 2,TIE,1628385,64,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
