eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Gibson vs. Whiteside: Tip to Payton,"","","",,0,,,201959,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,75,1,11:47:00,MISS Payton 1' Driving Finger Roll Layup,"","","",,0,,,203901,13,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
8,4,0,1,11:45:00,"","",Whiteside REBOUND (Off:0 Def:1),TRUE,missed.shot,0,,,202355,15,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,2,80,1,11:35:00,"","",MISS Lillard 18' Step Back Jump Shot,"",,1,,,203081,25,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,4,0,1,11:33:00,Randle REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,1,,,203944,27,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,1,6,1,11:25:00,Barrett 1' Driving Layup (2 PTS) (Randle 1 AST),"","","",,2,0 - 2,2,1629628,35,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
13,6,2,1,11:25:00,"","",McCollum S.FOUL (P1.T1) (M.Smith),"",,2,,,203468,35,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
15,3,10,1,11:25:00,MISS Barrett Free Throw 1 of 1,"","","",,2,,,1629628,35,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,TRUE,"","","","",TRUE,"","","","",""
16,4,0,1,11:23:00,"","",Whiteside REBOUND (Off:0 Def:2),TRUE,missed.shot,2,,,202355,37,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
