eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Whiteside vs. Cauley-Stein: Tip to Green,"",,,202355,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,101,1,11:42:00,18,"",,1,"",MISS Russell 4' Driving Floating Jump Shot,,,1626156,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
4,8,4,0,1,11:40:00,20,"",,1,"",Robinson III REBOUND (Off:1 Def:0),,,203922,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,9,1,1,1,11:29:00,31,TRUE,made.shot,1,"",Robinson III 24' 3PT Jump Shot (3 PTS) (Cauley-Stein 1 AST),3 - 0,-3,203922,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
6,11,5,1,1,11:03:00,57,TRUE,turnover,2,Anthony Bad Pass Turnover (P1.T1),Green STEAL (1 STL),,,2546,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
7,13,1,1,1,10:52:00,68,TRUE,made.shot,3,"",Robinson III 24' 3PT Jump Shot (6 PTS) (Lee 1 AST),6 - 0,-6,203922,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
8,15,1,108,1,10:40:00,80,TRUE,made.shot,4,Whiteside 1' Cutting Dunk Shot (2 PTS) (Lillard 1 AST),"",6 - 2,-4,202355,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,17,2,79,1,10:23:00,97,"",,5,"",MISS Russell 17' Pullup Jump Shot,,,1626156,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,18,4,0,1,10:21:00,99,TRUE,missed.shot,5,Whiteside REBOUND (Off:0 Def:1),"",,,202355,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,19,2,79,1,10:15:00,105,"",,6,MISS Lillard 29' 3PT Pullup Jump Shot,"",,,203081,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,20,4,0,1,10:11:00,109,"",,6,Whiteside REBOUND (Off:1 Def:1),"",,,202355,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
13,21,2,1,1,10:09:00,111,"",,6,MISS Anthony 26' 3PT Jump Shot,"",,,2546,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
14,22,4,0,1,10:07:00,113,TRUE,missed.shot,6,"",Lee REBOUND (Off:0 Def:1),,,1627814,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,23,6,2,1,09:55:00,125,"",,7,Bazemore S.FOUL (P1.T1) (B.Barnaky),"",,,203145,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
16,25,3,11,1,09:55:00,125,"",,7,"",MISS Green Free Throw 1 of 2,,,203110,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
17,26,4,1,1,09:55:00,125,"",,7,"",Warriors Rebound,,,1610612744,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
18,27,3,12,1,09:55:00,125,TRUE,last.ft.made,7,"",Green Free Throw 2 of 2 (1 PTS),7 - 2,-5,203110,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
19,28,5,2,1,09:43:00,137,TRUE,turnover,8,Bazemore Lost Ball Turnover (P1.T2),Russell STEAL (1 STL),,,203145,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,30,2,41,1,09:40:00,140,"",,9,Bazemore BLOCK (1 BLK),MISS Russell 1' Running Layup,,,1626156,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
21,32,4,0,1,09:34:00,146,"",,9,"",Cauley-Stein REBOUND (Off:1 Def:0),,,1626161,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,33,1,87,1,09:34:00,146,TRUE,made.shot,9,"",Cauley-Stein 1' Putback Dunk (2 PTS),9 - 2,-7,1626161,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,34,1,79,1,09:26:00,154,TRUE,made.shot,10,Anthony 14' Pullup Jump Shot (2 PTS),"",9 - 4,-5,2546,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,35,5,4,1,09:09:00,171,TRUE,turnover,11,"",Cauley-Stein Traveling Turnover (P1.T1),,,1626161,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
25,36,6,4,1,09:01:00,179,"",,12,Lillard OFF.Foul (P1) (Z.Zarba),"",,,203081,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
26,38,5,37,1,09:01:00,179,TRUE,turnover,12,Lillard Offensive Foul Turnover (P1.T3),"",,,203081,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
27,40,5,1,1,08:45:00,195,TRUE,turnover,13,Bazemore STEAL (1 STL),Russell Bad Pass Turnover (P1.T2),,,1626156,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,42,6,2,1,08:39:00,201,"",,14,"",Robinson III S.FOUL (P1.T1) (B.Barnaky),,,203922,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
29,44,3,11,1,08:39:00,201,"",,14,McCollum Free Throw 1 of 2 (1 PTS),"",9 - 5,-4,203468,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,45,3,12,1,08:39:00,201,TRUE,last.ft.made,14,McCollum Free Throw 2 of 2 (2 PTS),"",9 - 6,-3,203468,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
31,46,2,1,1,08:28:00,212,"",,15,"",MISS Robinson III  3PT Jump Shot,,,203922,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
32,47,4,0,1,08:24:00,216,TRUE,missed.shot,15,Anthony REBOUND (Off:0 Def:1),"",,,2546,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
33,48,1,6,1,08:18:00,222,"",,16,Lillard 2' Driving Layup (2 PTS),"",9 - 8,-1,203081,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
34,49,6,2,1,08:18:00,222,"",,16,"",Lee S.FOUL (P1.T2) (Z.Zarba),,,1627814,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
35,51,3,10,1,08:18:00,222,TRUE,last.ft.made,16,Lillard Free Throw 1 of 1 (3 PTS),"",9 - 9,TIE,203081,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
36,52,1,79,1,08:07:00,233,TRUE,made.shot,17,"",Russell 9' Pullup Jump Shot (2 PTS),11 - 9,-2,1626156,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
37,53,2,79,1,07:56:00,244,"",,18,MISS McCollum 26' 3PT Pullup Jump Shot,"",,,203468,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
38,54,4,0,1,07:53:00,247,TRUE,missed.shot,18,"",Green REBOUND (Off:0 Def:1),,,203110,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
39,55,2,79,1,07:48:00,252,"",,19,"",MISS Lee 25' 3PT Pullup Jump Shot,,,1627814,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
40,56,4,0,1,07:46:00,254,TRUE,missed.shot,19,Whiteside REBOUND (Off:1 Def:2),"",,,202355,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
