eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Jokic vs. Vucevic: Tip to Fournier,"",,,203999,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,63,1,11:47:00,13,"",,1,"",MISS Gordon 12' Fadeaway Jumper,,,203932,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
4,8,4,0,1,11:43:00,17,TRUE,missed.shot,1,Jokic REBOUND (Off:0 Def:1),"",,,203999,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
5,9,1,73,1,11:29:00,31,TRUE,made.shot,2,Jokic  Driving Reverse Layup (2 PTS) (Millsap 1 AST),"",0 - 2,2,203999,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,11,1,1,1,11:13:00,47,TRUE,made.shot,3,"",Vucevic 3' Jump Shot (2 PTS) (Fournier 1 AST),2 - 2,TIE,202696,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,13,1,98,1,11:00:00,60,TRUE,made.shot,4,Murray 2' Cutting Layup Shot (2 PTS) (Jokic 1 AST),"",2 - 4,2,1627750,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,15,2,1,1,10:48:00,72,"",,5,"",MISS Isaac 24' 3PT Jump Shot,,,1628371,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
9,16,4,0,1,10:48:00,72,TRUE,missed.shot,5,Barton REBOUND (Off:0 Def:1),"",,,203115,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,17,2,6,1,10:37:00,83,"",,6,MISS Millsap 2' Driving Layup,Fournier BLOCK (1 BLK),,,200794,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
11,19,4,0,1,10:35:00,85,"",,6,Millsap REBOUND (Off:1 Def:0),"",,,200794,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,20,2,1,1,10:33:00,87,"",,6,MISS Harris  3PT Jump Shot,"",,,203914,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
13,21,4,0,1,10:29:00,91,TRUE,missed.shot,6,"",Isaac REBOUND (Off:0 Def:1),,,1628371,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,22,1,1,1,10:22:00,98,TRUE,made.shot,7,"",Fultz 13' Jump Shot (2 PTS),4 - 4,TIE,1628365,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
15,23,1,98,1,10:06:00,114,TRUE,made.shot,8,Murray 1' Cutting Layup Shot (4 PTS) (Jokic 2 AST),"",4 - 6,2,1627750,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
16,25,1,86,1,09:46:00,134,TRUE,made.shot,9,"",Isaac 8' Turnaround Fadeaway (2 PTS) (Gordon 1 AST),6 - 6,TIE,1628371,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
17,27,2,6,1,09:31:00,149,"",,10,MISS Barton 1' Driving Layup,"",,,203115,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
18,28,4,0,1,09:27:00,153,"",,10,Jokic REBOUND (Off:1 Def:1),"",,,203999,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19,29,1,97,1,09:27:00,153,TRUE,made.shot,10,Jokic 1' Tip Layup Shot (4 PTS),"",6 - 8,2,203999,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
20,30,2,1,1,09:19:00,161,"",,11,"",MISS Gordon 25' 3PT Jump Shot,,,203932,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
21,31,4,0,1,09:18:00,162,TRUE,missed.shot,11,NUGGETS Rebound,"",,,1610612743,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
22,33,1,108,1,09:06:00,174,TRUE,made.shot,12,Barton 1' Cutting Dunk Shot (2 PTS) (Jokic 3 AST),"",6 - 10,4,203115,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,35,9,1,1,08:59:00,181,"",,13,"",Magic Timeout: Regular (Reg.1 Short 0),,,1610612753,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
24,37,1,5,1,08:41:00,199,TRUE,made.shot,13,"",Vucevic 4' Layup (4 PTS),8 - 10,2,202696,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
25,38,2,80,1,08:16:00,224,"",,14,MISS Millsap 18' Step Back Jump Shot,"",,,200794,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
26,39,4,0,1,08:16:00,224,"",,14,NUGGETS Rebound,"",,,1610612743,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
27,40,5,11,1,08:16:00,224,TRUE,turnover,14,NUGGETS Turnover: Shot Clock (T#1),"",,,1610612743,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE
28,41,5,2,1,07:56:00,244,TRUE,turnover,15,Barton STEAL (1 STL),Isaac Lost Ball Turnover (P1.T1),,,1628371,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
29,43,1,41,1,07:52:00,248,TRUE,made.shot,16,Jokic 1' Running Layup (6 PTS),"",8 - 12,4,203999,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
30,44,2,80,1,07:36:00,264,"",,17,"",MISS Fultz 14' Step Back Jump Shot,,,1628365,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,45,4,0,1,07:34:00,266,TRUE,missed.shot,17,Millsap REBOUND (Off:1 Def:1),"",,,200794,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,46,2,1,1,07:28:00,272,"",,18,MISS Harris 24' 3PT Jump Shot,"",,,203914,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
33,47,4,0,1,07:28:00,272,TRUE,missed.shot,18,"",Gordon REBOUND (Off:0 Def:1),,,203932,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,48,1,1,1,07:19:00,281,TRUE,made.shot,19,"",Vucevic 5' Jump Shot (6 PTS) (Gordon 2 AST),10 - 12,2,202696,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
35,50,2,80,1,07:06:00,294,"",,20,MISS Murray 25' 3PT Step Back Jump Shot,"",,,1627750,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
36,51,4,0,1,07:04:00,296,TRUE,missed.shot,20,"",Vucevic REBOUND (Off:0 Def:1),,,202696,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
37,52,2,71,1,06:43:00,317,"",,21,"",MISS Isaac 2' Finger Roll Layup,,,1628371,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
38,53,4,0,1,06:41:00,319,"",,21,"",Isaac REBOUND (Off:1 Def:1),,,1628371,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
39,54,2,97,1,06:41:00,319,"",,21,"",MISS Isaac 1' Tip Layup Shot,,,1628371,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
40,55,4,0,1,06:41:00,319,"",,21,"",Isaac REBOUND (Off:2 Def:1),,,1628371,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,56,1,72,1,06:41:00,319,"",,21,"",Isaac 1' Putback Layup (4 PTS),12 - 12,TIE,1628371,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
42,57,6,2,1,06:41:00,319,"",,21,Millsap S.FOUL (P1.T1) (M.Smith),"",,,200794,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
43,59,3,10,1,06:41:00,319,TRUE,last.ft.made,21,"",Isaac Free Throw 1 of 1 (5 PTS),13 - 12,-1,1628371,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
44,60,1,9,1,06:23:00,337,TRUE,made.shot,22,Harris 1' Driving Dunk (2 PTS) (Millsap 2 AST),"",13 - 14,1,203914,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
45,62,6,2,1,06:12:00,348,"",,23,Barton S.FOUL (P1.T2) (J.Tiven),"",,,203115,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
46,64,3,11,1,06:12:00,348,"",,23,"",Fultz Free Throw 1 of 2 (3 PTS),14 - 14,TIE,1628365,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
47,65,8,0,1,06:12:00,348,"",,23,SUB: Grant FOR Millsap,"",,,200794,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
48,66,8,0,1,06:12:00,348,"",,23,SUB: Porter Jr. FOR Harris,"",,,203914,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
49,67,8,0,1,06:12:00,348,"",,23,"",SUB: Carter-Williams FOR Gordon,,,203932,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
50,71,3,12,1,06:12:00,348,TRUE,last.ft.made,23,"",Fultz Free Throw 2 of 2 (4 PTS),15 - 14,-1,1628365,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
51,72,1,86,1,05:58:00,362,TRUE,made.shot,24,Murray 7' Turnaround Fadeaway (6 PTS) (Grant 1 AST),"",15 - 16,1,1627750,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
52,74,2,1,1,05:43:00,377,"",,25,"",MISS Fournier 26' 3PT Jump Shot,,,203095,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
53,75,4,0,1,05:41:00,379,TRUE,missed.shot,25,Porter Jr. REBOUND (Off:0 Def:1),"",,,1629008,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
54,76,6,1,1,05:33:00,387,"",,26,"",Fultz P.FOUL (P1.T1) (M.Dagher),,,1628365,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
55,78,5,1,1,05:22:00,398,TRUE,turnover,26,Murray Bad Pass Turnover (P1.T2),Fultz STEAL (1 STL),,,1627750,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
