eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Gasol vs. Collins: Tip to Siakam,"",,,201188,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,58,1,11:44:00,16,"",,1,Siakam 3' Turnaround Hook Shot (2 PTS) (VanVleet 1 AST),"",0 - 2,2,1627783,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
4,9,6,2,1,11:44:00,16,"",,1,"",Hunter S.FOUL (P1.T1) (M.Smith),,,1629631,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
5,11,3,10,1,11:44:00,16,"",,1,MISS Siakam Free Throw 1 of 1,"",,,1627783,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,TRUE,"","","","",TRUE,"","","","",""
6,12,4,0,1,11:42:00,18,TRUE,missed.shot,1,"",Hunter REBOUND (Off:0 Def:1),,,1629631,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
7,13,2,80,1,11:31:00,29,"",,2,Anunoby BLOCK (1 BLK),MISS Young 26' 3PT Step Back Jump Shot,,,1629027,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,15,4,0,1,11:28:00,32,TRUE,missed.shot,2,Siakam REBOUND (Off:0 Def:1),"",,,1627783,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,16,6,1,1,11:17:00,43,"",,3,"",Huerter P.FOUL (P1.T2) (K.Mauer),,,1628989,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
10,18,2,98,1,11:14:00,46,"",,3,MISS Gasol 1' Cutting Layup Shot,"",,,201188,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
11,19,4,0,1,11:12:00,48,TRUE,missed.shot,3,"",Collins REBOUND (Off:0 Def:1),,,1628381,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,20,1,1,1,11:03:00,57,TRUE,made.shot,4,"",Collins 17' Jump Shot (2 PTS) (Hunter 1 AST),2 - 2,TIE,1628381,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
