eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Lopez vs. Turner: Tip to Sabonis,"","","",,0,,,201572,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,1,1,11:44:00,"","",Sabonis 26' 3PT Jump Shot (3 PTS) (Brogdon 1 AST),TRUE,made.shot,0,3 - 0,-3,1627734,16,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
9,2,1,1,11:24:00,MISS Matthews 27' 3PT Jump Shot,"","","",,1,,,202083,36,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,4,0,1,11:22:00,"","",Turner REBOUND (Off:0 Def:1),TRUE,missed.shot,1,,,1626167,38,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,2,47,1,11:13:00,"","",MISS Warren 9' Turnaround Jump Shot,"",,2,,,203933,47,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,11:08:00,"","",Warren REBOUND (Off:1 Def:0),"",,2,,,203933,52,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,1,1,1,11:03:00,"","",Holiday 24' 3PT Jump Shot (3 PTS) (Turner 1 AST),TRUE,made.shot,2,6 - 0,-6,1628988,57,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
16,2,1,1,10:53:00,MISS DiVincenzo 26' 3PT Jump Shot,"","","",,3,,,1628978,67,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,4,0,1,10:51:00,"","",Sabonis REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,1627734,69,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
