eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Robinson vs. Mahinmi: Tip to Smith,"",,,1629011,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,79,1,11:40:00,20,TRUE,made.shot,1,"",Beal 26' 3PT Pullup Jump Shot (3 PTS),3 - 0,-3,203078,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,8,2,6,1,11:27:00,33,"",,2,MISS Payton 2' Driving Layup,"",,,203901,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
5,9,4,0,1,11:25:00,35,"",,2,Robinson REBOUND (Off:1 Def:0),"",,,1629011,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6,10,1,107,1,11:25:00,35,TRUE,made.shot,2,Robinson 1' Tip Dunk Shot (2 PTS),"",3 - 2,-1,1629011,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,11,1,79,1,11:14:00,46,TRUE,made.shot,3,"",Beal 16' Pullup Jump Shot (5 PTS) (Schofield 1 AST),5 - 2,-3,203078,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,13,6,2,1,11:05:00,55,"",,4,"",Bonga S.FOUL (P1.T1) (J.Capers),,,1629067,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
9,15,3,11,1,11:05:00,55,"",,4,Knox II Free Throw 1 of 2 (1 PTS),"",5 - 3,-2,1628995,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
10,16,3,12,1,11:05:00,55,TRUE,last.ft.made,4,Knox II Free Throw 2 of 2 (2 PTS),"",5 - 4,-1,1628995,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
11,17,1,6,1,10:43:00,77,TRUE,made.shot,5,"",Bonga 6' Driving Layup (2 PTS) (Smith 1 AST),7 - 4,-3,1629067,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,19,1,101,1,10:32:00,88,TRUE,made.shot,6,Barrett 8' Driving Floating Jump Shot (2 PTS),"",7 - 6,-1,1629628,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
13,20,2,1,1,10:17:00,103,"",,7,"",MISS Schofield 25' 3PT Jump Shot,,,1629678,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
14,21,4,0,1,10:15:00,105,TRUE,missed.shot,7,Robinson REBOUND (Off:1 Def:1),"",,,1629011,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,22,6,1,1,10:06:00,114,"",,8,"",Schofield P.FOUL (P1.T2) (B.Kennedy),,,1629678,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
16,24,1,1,1,10:00:00,120,TRUE,made.shot,8,Randle 25' 3PT Jump Shot (3 PTS) (Payton 1 AST),"",7 - 9,2,203944,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
17,26,1,1,1,09:39:00,141,TRUE,made.shot,9,"",Smith 26' 3PT Jump Shot (3 PTS) (Bonga 1 AST),10 - 9,-1,202397,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
18,28,1,6,1,09:24:00,156,"",,10,Randle 3' Driving Layup (5 PTS) (Payton 2 AST),"",10 - 11,1,203944,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
19,30,6,2,1,09:24:00,156,"",,10,"",Mahinmi S.FOUL (P1.T3) (M.Myers),,,101133,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
20,32,3,10,1,09:24:00,156,TRUE,last.ft.made,10,Randle Free Throw 1 of 1 (6 PTS),"",10 - 12,2,203944,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
21,33,6,2,1,09:13:00,167,"",,11,Robinson S.FOUL (P1.T1) (M.Myers),"",,,1629011,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
22,35,3,11,1,09:13:00,167,"",,11,"",Mahinmi Free Throw 1 of 2 (1 PTS),11 - 12,1,101133,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,36,3,12,1,09:13:00,167,"",,11,"",MISS Mahinmi Free Throw 2 of 2,,,101133,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
24,37,4,0,1,09:11:00,169,TRUE,missed.shot,11,Robinson REBOUND (Off:1 Def:2),"",,,1629011,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
25,38,2,80,1,09:01:00,179,"",,12,MISS Barrett 17' Step Back Jump Shot,"",,,1629628,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
26,39,4,0,1,08:57:00,183,TRUE,missed.shot,12,"",Mahinmi REBOUND (Off:0 Def:1),,,101133,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
27,40,6,2,1,08:49:00,191,"",,13,Knox II S.FOUL (P1.T2) (J.Capers),"",,,1628995,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
28,42,3,11,1,08:49:00,191,"",,13,"",MISS Mahinmi Free Throw 1 of 2,,,101133,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
29,43,4,1,1,08:49:00,191,"",,13,"",Wizards Rebound,,,1610612764,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
30,44,3,12,1,08:49:00,191,"",,13,"",MISS Mahinmi Free Throw 2 of 2,,,101133,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
31,45,4,0,1,08:47:00,193,TRUE,missed.shot,13,Robinson REBOUND (Off:1 Def:3),"",,,1629011,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
