eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Bryant vs. Drummond: Tip to Brown,"","","",,0,,,1628418,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,1,1,11:43:00,"","",Snell 28' 3PT Jump Shot (3 PTS) (Kennard 1 AST),TRUE,made.shot,0,3 - 0,-3,203503,17,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
10,2,1,1,11:21:00,MISS Bryant 12' Jump Shot,"","","",,1,,,1628418,39,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
11,4,0,1,11:19:00,"","",Pistons Rebound,TRUE,missed.shot,1,,,1610612765,41,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
12,6,2,1,11:05:00,Hachimura S.FOUL (P1.T1) (N.Sago),"","","",,2,,,1629060,55,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
14,3,11,1,11:05:00,"","",MISS Kennard Free Throw 1 of 2,"",,2,,,1628379,55,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
15,4,1,1,11:05:00,"","",Pistons Rebound,"",,2,,,1610612765,55,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
16,3,12,1,11:05:00,"","",Kennard Free Throw 2 of 2 (1 PTS),TRUE,last.ft.made,2,4 - 0,-4,1628379,55,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
17,1,1,1,10:51:00,Hachimura 15' Jump Shot (2 PTS) (Thomas 1 AST),"","","",,3,4 - 2,-2,1629060,69,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
19,6,2,1,10:51:00,"","",Morris S.FOUL (P1.T1) (N.Sago),"",,3,,,202693,69,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
21,3,10,1,10:51:00,Hachimura Free Throw 1 of 1 (3 PTS),"","",TRUE,last.ft.made,3,4 - 3,-1,1629060,69,"","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
22,2,79,1,10:37:00,"","",MISS Kennard 18' Pullup Jump Shot,"",,4,,,1628379,83,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
23,4,0,1,10:33:00,Bryant REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,4,,,1628418,87,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
24,1,6,1,10:29:00,Beal 1' Driving Layup (2 PTS),"","",TRUE,made.shot,5,4 - 5,1,203078,91,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
25,2,79,1,10:14:00,"","",MISS Morris 28' 3PT Pullup Jump Shot,"",,6,,,202693,106,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
26,4,0,1,10:11:00,Bryant REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,6,,,1628418,109,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
27,1,1,1,10:02:00,Hachimura 26' 3PT Jump Shot (6 PTS) (Thomas 2 AST),"","",TRUE,made.shot,7,4 - 8,4,1629060,118,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
29,2,1,1,09:38:00,"","",MISS Drummond 27' 3PT Jump Shot,"",,8,,,203083,142,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
30,4,0,1,09:35:00,Thomas REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,8,,,202738,145,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
31,2,101,1,09:29:00,MISS Thomas 6' Driving Floating Jump Shot,"","","",,9,,,202738,151,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
32,4,0,1,09:27:00,"","",Drummond REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,203083,153,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
33,2,1,1,09:18:00,"","",MISS Snell 26' 3PT Jump Shot,"",,10,,,203503,162,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
34,4,0,1,09:15:00,Hachimura REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,10,,,1629060,165,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
35,6,4,1,09:11:00,Hachimura OFF.Foul (P2) (T.Brown),"","","",,11,,,1629060,169,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
37,5,37,1,09:11:00,Hachimura Offensive Foul Turnover (P1.T1),"","",TRUE,turnover,11,,,1629060,169,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,1,1,1,09:02:00,"","",Snell 27' 3PT Jump Shot (6 PTS) (Brown 1 AST),TRUE,made.shot,12,7 - 8,1,203503,178,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
40,5,1,1,08:46:00,Beal Bad Pass Turnover (P1.T2),"",Drummond STEAL (1 STL),TRUE,turnover,13,,,203078,194,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
42,6,4,1,08:42:00,"","",Morris OFF.Foul (P2) (T.Brown),"",,14,,,202693,198,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
44,5,37,1,08:42:00,"","",Morris Offensive Foul Turnover (P1.T1),TRUE,turnover,14,,,202693,198,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
45,8,0,1,08:42:00,"","",SUB: Wood FOR Morris,"",,15,,,202693,198,"","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
47,2,79,1,08:31:00,MISS Beal  3PT Pullup Jump Shot,"","","",,15,,,203078,209,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
48,4,0,1,08:27:00,Hachimura REBOUND (Off:1 Def:1),"","","",,15,,,1629060,213,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
49,2,72,1,08:24:00,MISS Hachimura 1' Putback Layup,"","","",,15,,,1629060,216,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
50,4,0,1,08:21:00,Bonga REBOUND (Off:1 Def:0),"","","",,15,,,1629067,219,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
51,2,97,1,08:21:00,MISS Bonga 1' Tip Layup Shot,"","","",,15,,,1629067,219,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
52,4,0,1,08:19:00,"","",Wood REBOUND (Off:0 Def:1),TRUE,missed.shot,15,,,1626174,221,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
53,2,3,1,08:15:00,"","",MISS Drummond 9' Hook Shot,"",,16,,,203083,225,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
54,4,0,1,08:12:00,Hachimura REBOUND (Off:1 Def:2),"","",TRUE,missed.shot,16,,,1629060,228,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
55,2,1,1,08:08:00,MISS Beal 25' 3PT Jump Shot,"","","",,17,,,203078,232,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
56,4,0,1,08:04:00,"","",Drummond REBOUND (Off:0 Def:2),TRUE,missed.shot,17,,,203083,236,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
