eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Adebayo vs. Allen: Tip to Jones Jr.,"","","",,0,,,1628389,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,79,1,11:40:00,Nunn 16' Pullup Jump Shot (2 PTS) (Adebayo 1 AST),"","",TRUE,made.shot,0,0 - 2,2,1629134,20,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,1,66,1,11:14:00,"","",Dinwiddie 25' 3PT Jump Bank Shot (3 PTS),TRUE,made.shot,1,3 - 2,-1,203915,46,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
10,2,79,1,10:56:00,MISS Robinson 26' 3PT Pullup Jump Shot,"","","",,2,,,1629130,64,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,4,0,1,10:54:00,"","",Allen REBOUND (Off:0 Def:1),TRUE,missed.shot,2,,,1628386,66,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,2,79,1,10:41:00,"","",MISS Dinwiddie 25' 3PT Pullup Jump Shot,"",,3,,,203915,79,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
13,4,0,1,10:37:00,Butler REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,3,,,202710,83,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,2,1,1,10:31:00,MISS Jones Jr. 26' 3PT Jump Shot,"","","",,4,,,1627884,89,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,4,0,1,10:28:00,"","",LeVert REBOUND (Off:0 Def:1),TRUE,missed.shot,4,,,1627747,92,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
