eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,0,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,0,Jump Ball Adams vs. Towns: Tip to Okogie,"",,,203500,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:42:00,18,TRUE,made.shot,0,"",Towns  3PT Jump Shot (3 PTS) (Covington 1 AST),3 - 0,-3,1626157,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,1,3,1,11:19:00,41,TRUE,made.shot,1,Adams 5' Hook Shot (2 PTS),"",3 - 2,-1,203500,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
5,10,2,101,1,10:57:00,63,"",,2,"",MISS Okogie 6' Driving Floating Jump Shot,,,1629006,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
6,11,4,0,1,10:55:00,65,"",,2,"",Covington REBOUND (Off:1 Def:0),,,203496,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7,12,1,6,1,10:48:00,72,TRUE,made.shot,2,"",Culver 1' Driving Layup (2 PTS) (Covington 2 AST),5 - 2,-3,1629633,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,13,5,2,1,10:27:00,93,TRUE,turnover,3,Gilgeous-Alexander Lost Ball Turnover (P1.T1),Towns STEAL (1 STL),,,1628983,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
9,15,1,6,1,10:18:00,102,TRUE,made.shot,4,"",Towns 3' Driving Layup (5 PTS) (Teague 1 AST),7 - 2,-5,1626157,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,16,6,1,1,10:08:00,112,"",,5,"",Okogie P.FOUL (P1.T1) (H.Workman),,,1629006,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
11,18,1,108,1,09:59:00,121,TRUE,made.shot,5,Adams 1' Cutting Dunk Shot (4 PTS) (Gallinari 1 AST),"",7 - 4,-3,203500,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,18,1,108,1,09:59:00,121,TRUE,made.shot,6,Adams 1' Cutting Dunk Shot (4 PTS) (Gallinari 1 AST),"",7 - 4,-3,203500,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
13,20,2,1,1,09:48:00,132,"",,7,"",MISS Covington 26' 3PT Jump Shot,,,203496,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
14,21,4,0,1,09:45:00,135,TRUE,missed.shot,7,Adams REBOUND (Off:0 Def:1),"",,,203500,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,22,2,79,1,09:38:00,142,"",,8,MISS Paul 15' Pullup Jump Shot,"",,,101108,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,23,4,0,1,09:35:00,145,"",,8,Gilgeous-Alexander REBOUND (Off:1 Def:0),"",,,1628983,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,24,1,108,1,09:23:00,157,TRUE,made.shot,8,Gallinari 1' Cutting Dunk Shot (2 PTS) (Adams 1 AST),"",7 - 6,-1,201568,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,26,6,2,1,09:15:00,165,"",,9,Adams S.FOUL (P1.T1) (H.Workman),"",,,203500,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
19,28,3,11,1,09:15:00,165,"",,9,"",Towns Free Throw 1 of 2 (6 PTS),8 - 6,-2,1626157,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,29,3,12,1,09:15:00,165,TRUE,last.ft.made,9,"",Towns Free Throw 2 of 2 (7 PTS),9 - 6,-3,1626157,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
21,30,5,2,1,09:03:00,177,TRUE,turnover,10,Adams Lost Ball Turnover (P1.T2),Culver STEAL (1 STL),,,203500,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,32,1,76,1,08:57:00,183,TRUE,made.shot,11,"",Culver 1' Running Finger Roll Layup (4 PTS),11 - 6,-5,1629633,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,33,1,73,1,08:41:00,199,TRUE,made.shot,12,Gilgeous-Alexander 3' Driving Reverse Layup (2 PTS),"",11 - 8,-3,1628983,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
