eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Noel vs. Adebayo: Tip to Butler,"","","",,0,,,203457,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,6,2,1,11:36:00,Gilgeous-Alexander S.FOUL (P1.T1) (S.Corbin),"","","",,0,,,1628983,24,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
9,3,11,1,11:36:00,"","",Butler Free Throw 1 of 2 (1 PTS),"",,0,1 - 0,-1,202710,24,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
10,3,12,1,11:36:00,"","",Butler Free Throw 2 of 2 (2 PTS),TRUE,last.ft.made,0,2 - 0,-2,202710,24,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
11,1,1,1,11:13:00,Noel 24' 3PT Jump Shot (3 PTS) (Paul 1 AST),"","",TRUE,made.shot,1,2 - 3,1,203457,47,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
13,6,2,1,11:00:00,Noel S.FOUL (P1.T2) (S.Wall),"","","",,2,,,203457,60,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
15,3,11,1,11:00:00,"","",Adebayo Free Throw 1 of 2 (1 PTS),"",,2,3 - 3,TIE,1628389,60,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,3,12,1,11:00:00,"","",Adebayo Free Throw 2 of 2 (2 PTS),TRUE,last.ft.made,2,4 - 3,-1,1628389,60,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
17,1,52,1,10:47:00,Noel 1' Alley Oop Dunk (5 PTS) (Paul 2 AST),"","",TRUE,made.shot,3,4 - 5,1,203457,73,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
19,2,6,1,10:35:00,Noel BLOCK (1 BLK),"",MISS Nunn 2' Driving Layup,"",,4,,,1629134,85,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
21,4,0,1,10:33:00,Paul REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,4,,,101108,87,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,1,3,1,10:21:00,Noel 6' Hook Shot (7 PTS) (Paul 3 AST),"","",TRUE,made.shot,5,4 - 7,3,203457,99,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,1,1,1,10:06:00,"","",Robinson 25' 3PT Jump Shot (3 PTS) (Adebayo 1 AST),TRUE,made.shot,6,7 - 7,TIE,1629130,114,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
26,1,1,1,09:50:00,Gallinari 27' 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 1 AST),"","",TRUE,made.shot,7,7 - 10,3,201568,130,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
28,1,44,1,09:28:00,"","",Adebayo 2' Reverse Layup (4 PTS),TRUE,made.shot,8,9 - 10,1,1628389,152,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
29,2,1,1,09:17:00,MISS Gallinari 25' 3PT Jump Shot,"","","",,9,,,201568,163,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
30,4,0,1,09:14:00,"","",Robinson REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,1629130,166,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
31,1,79,1,08:58:00,"","",Nunn 18' Pullup Jump Shot (2 PTS),TRUE,made.shot,10,11 - 10,-1,1629134,182,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
32,2,78,1,08:42:00,MISS Gilgeous-Alexander 3' Floating Jump Shot,"","","",,11,,,1628983,198,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
33,4,0,1,08:39:00,"","",Butler REBOUND (Off:0 Def:1),TRUE,missed.shot,11,,,202710,201,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,2,6,1,08:26:00,Noel BLOCK (2 BLK),"",MISS Nunn 5' Driving Layup,"",,12,,,1629134,214,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
