eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Embiid vs. Leonard: Tip to Adebayo,"","","",,0,,,203954,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:41:00,"","",MISS Leonard 26' 3PT Jump Shot,"",,0,,,203086,19,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,4,0,1,11:37:00,Embiid REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,203954,23,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,1,5,1,11:22:00,Simmons 2' Layup (2 PTS) (Richardson 1 AST),"","",TRUE,made.shot,1,0 - 2,2,1627732,38,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,2,79,1,11:13:00,"","",MISS Nunn 25' 3PT Pullup Jump Shot,"",,2,,,1629134,47,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,4,0,1,11:10:00,Embiid REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,2,,,203954,50,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,2,1,1,10:49:00,MISS Richardson 26' 3PT Jump Shot,"",Robinson BLOCK (1 BLK),"",,3,,,1626196,71,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,4,0,1,10:44:00,"","",Adebayo REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,1628389,76,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,2,79,1,10:36:00,"","",MISS Butler 9' Pullup Jump Shot,"",,4,,,202710,84,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
17,4,0,1,10:33:00,Richardson REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,4,,,1626196,87,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,2,1,1,10:26:00,MISS Embiid 27' 3PT Jump Shot,"","","",,5,,,203954,94,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
19,4,0,1,10:23:00,"","",Adebayo REBOUND (Off:0 Def:2),TRUE,missed.shot,5,,,1628389,97,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
20,2,3,1,10:12:00,"","",MISS Adebayo 5' Hook Shot,"",,6,,,1628389,108,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
21,4,0,1,10:09:00,Embiid REBOUND (Off:0 Def:3),"","",TRUE,missed.shot,6,,,203954,111,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
22,2,93,1,10:02:00,MISS Simmons 4' Driving Bank Hook Shot,"","","",,7,,,1627732,118,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
23,4,0,1,10:00:00,Embiid REBOUND (Off:1 Def:3),"","","",,7,,,203954,120,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24,6,2,1,09:59:00,"","",Butler S.FOUL (P1.T1) (J.Goble),"",,7,,,202710,121,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
26,3,11,1,09:59:00,Embiid Free Throw 1 of 2 (1 PTS),"","","",,7,0 - 3,3,203954,121,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
27,3,12,1,09:59:00,Embiid Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,7,0 - 4,4,203954,121,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
28,1,75,1,09:39:00,"","",Adebayo 1' Driving Finger Roll Layup (2 PTS) (Leonard 1 AST),TRUE,made.shot,8,2 - 4,2,1628389,141,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
30,1,86,1,09:19:00,Embiid 10' Turnaround Fadeaway (4 PTS),"","",TRUE,made.shot,9,2 - 6,4,203954,161,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
31,5,1,1,08:54:00,Embiid STEAL (1 STL),"",Nunn Bad Pass Turnover (P1.T1),TRUE,turnover,10,,,1629134,186,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,1,74,1,08:49:00,Simmons 2' Running Reverse Layup (4 PTS),"","",TRUE,made.shot,11,2 - 8,6,1627732,191,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
34,1,79,1,08:32:00,"","",Butler 14' Pullup Jump Shot (2 PTS),TRUE,made.shot,12,4 - 8,4,202710,208,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
35,1,1,1,08:19:00,Horford 26' 3PT Jump Shot (3 PTS) (Simmons 1 AST),"","",TRUE,made.shot,13,4 - 11,7,201143,221,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
37,2,78,1,08:00:00,"","",MISS Nunn 8' Floating Jump Shot,"",,14,,,1629134,240,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
39,4,0,1,07:57:00,Embiid REBOUND (Off:1 Def:4),"","",TRUE,missed.shot,14,,,203954,243,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
40,2,5,1,07:51:00,MISS Harris 4' Layup,"","","",,15,,,202699,249,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
41,4,0,1,07:50:00,Embiid REBOUND (Off:2 Def:4),"","","",,15,,,203954,250,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
42,2,97,1,07:50:00,MISS Embiid 2' Tip Layup Shot,"","","",,15,,,203954,250,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
43,4,0,1,07:48:00,Embiid REBOUND (Off:3 Def:4),"","","",,15,,,203954,252,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
44,2,72,1,07:48:00,MISS Embiid 1' Putback Layup,"","","",,15,,,203954,252,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
45,4,0,1,07:46:00,"","",Leonard REBOUND (Off:0 Def:1),TRUE,missed.shot,15,,,203086,254,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
46,5,4,1,07:39:00,"","",Adebayo Traveling Turnover (P1.T2),TRUE,turnover,16,,,1628389,261,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
47,5,4,1,07:36:00,Harris Traveling Turnover (P1.T1),"","",TRUE,turnover,17,,,202699,264,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
