eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Dieng vs. Turner: Tip to Sabonis,"",,,203476,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,3,1,11:45:00,15,"",,1,Dieng BLOCK (1 BLK),MISS Sabonis 6' Hook Shot,,,1627734,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
4,9,4,0,1,11:41:00,19,"",,1,"",Turner REBOUND (Off:1 Def:0),,,1626167,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,10,1,5,1,11:37:00,23,TRUE,made.shot,1,"",Sabonis 2' Layup (2 PTS) (Turner 1 AST),2 - 0,-2,1627734,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,12,1,6,1,11:18:00,42,TRUE,made.shot,2,Covington 1' Driving Layup (2 PTS) (Dieng 1 AST),"",2 - 2,TIE,203496,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,14,2,79,1,11:04:00,56,"",,3,"",MISS Lamb 27' 3PT Pullup Jump Shot,,,203087,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,15,4,0,1,11:00:00,60,TRUE,missed.shot,3,Dieng REBOUND (Off:0 Def:1),"",,,203476,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,16,6,2,1,10:49:00,71,"",,4,"",Warren S.FOUL (P1.T1) (T.Brown),,,203933,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
10,18,3,11,1,10:49:00,71,"",,4,Wiggins Free Throw 1 of 2 (1 PTS),"",2 - 3,1,203952,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,19,3,12,1,10:49:00,71,"",,4,MISS Wiggins Free Throw 2 of 2,"",,,203952,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
12,20,4,0,1,10:47:00,73,TRUE,missed.shot,4,"",Sabonis REBOUND (Off:0 Def:1),,,1627734,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
