eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Mahinmi vs. Gobert: Tip to O'Neale,"",,,101133,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,102,1,11:46:00,14,TRUE,made.shot,1,"",Bogdanovic 13' Driving Floating Bank Jump Shot (2 PTS) (O'Neale 1 AST),2 - 0,-2,202711,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
4,9,2,75,1,11:30:00,30,"",,2,MISS Thomas 4' Driving Finger Roll Layup,"",,,202738,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
5,10,4,0,1,11:29:00,31,TRUE,missed.shot,2,"",Gobert REBOUND (Off:0 Def:1),,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
6,11,2,80,1,11:19:00,41,"",,3,"",MISS Bogdanovic 17' Step Back Jump Shot,,,202711,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,12,4,0,1,11:15:00,45,TRUE,missed.shot,3,Mahinmi REBOUND (Off:0 Def:1),"",,,101133,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
8,13,2,44,1,11:08:00,52,"",,4,MISS Payton II 5' Reverse Layup,Gobert BLOCK (1 BLK),,,1627780,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,15,4,0,1,11:05:00,55,TRUE,missed.shot,4,"",Bogdanovic REBOUND (Off:0 Def:1),,,202711,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,16,5,1,1,11:04:00,56,TRUE,turnover,5,Beal STEAL (1 STL),Bogdanovic Bad Pass Turnover (P1.T1),,,202711,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,18,1,105,1,10:55:00,65,TRUE,made.shot,6,Beal 14' Turnaround Fadeaway Bank Jump Shot (2 PTS),"",2 - 2,TIE,203078,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,19,2,63,1,10:40:00,80,"",,7,"",MISS Ingles 16' Fadeaway Jumper,,,204060,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,20,4,0,1,10:36:00,84,"",,7,"",Mudiay REBOUND (Off:1 Def:0),,,1626144,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,21,1,1,1,10:35:00,85,TRUE,made.shot,7,"",Mudiay 26' 3PT Jump Shot (3 PTS),5 - 2,-3,1626144,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
15,22,1,102,1,10:13:00,107,TRUE,made.shot,8,Beal 10' Driving Floating Bank Jump Shot (4 PTS),"",5 - 4,-1,203078,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
16,23,1,52,1,09:58:00,122,TRUE,made.shot,9,"",Gobert 1' Alley Oop Dunk (2 PTS) (Bogdanovic 1 AST),7 - 4,-3,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
17,25,2,98,1,09:41:00,139,"",,10,MISS Payton II 3' Cutting Layup Shot,"",,,1627780,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
18,26,4,0,1,09:40:00,140,TRUE,missed.shot,10,"",Gobert REBOUND (Off:0 Def:2),,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
19,27,6,2,1,09:36:00,144,"",,11,Bonga S.FOUL (P1.T1) (L.Holtkamp),"",,,1629067,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
20,29,3,11,1,09:36:00,144,"",,11,"",Bogdanovic Free Throw 1 of 2 (3 PTS),8 - 4,-4,202711,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21,30,3,12,1,09:36:00,144,TRUE,last.ft.made,11,"",Bogdanovic Free Throw 2 of 2 (4 PTS),9 - 4,-5,202711,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
22,31,1,6,1,09:18:00,162,TRUE,made.shot,12,Bonga 1' Driving Layup (2 PTS),"",9 - 6,-3,1629067,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,32,1,86,1,09:06:00,174,TRUE,made.shot,13,"",Mudiay 11' Turnaround Fadeaway (5 PTS),11 - 6,-5,1626144,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,33,2,102,1,08:50:00,190,"",,14,MISS Beal 15' Driving Floating Bank Jump Shot,"",,,203078,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
