eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Cauley-Stein vs. Favors: Tip to Lee,"",,,1626161,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:42:00,18,TRUE,made.shot,1,Robinson III  3PT Jump Shot (3 PTS) (Green 1 AST),"",0 - 3,3,203922,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,5,1,1,11:19:00,41,TRUE,turnover,2,Green STEAL (1 STL),Holiday Bad Pass Turnover (P1.T1),,,201950,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,11,2,1,1,11:12:00,48,"",,3,MISS Robinson III 27' 3PT Jump Shot,"",,,203922,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
6,12,4,0,1,11:10:00,50,TRUE,missed.shot,3,"",Holiday REBOUND (Off:0 Def:1),,,201950,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
7,15,1,80,1,10:54:00,66,TRUE,made.shot,4,"",Ingram 12' Step Back Jump Shot (2 PTS),2 - 3,1,1627742,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,17,1,79,1,10:28:00,92,TRUE,made.shot,5,Russell 27' 3PT Pullup Jump Shot (3 PTS) (Lee 1 AST),"",2 - 6,4,1626156,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
9,19,1,58,1,10:06:00,114,TRUE,made.shot,6,"",Favors 9' Turnaround Hook Shot (2 PTS) (Ingram 1 AST),4 - 6,2,202324,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,21,2,1,1,09:45:00,135,"",,7,MISS Russell 27' 3PT Jump Shot,"",,,1626156,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,22,4,0,1,09:43:00,137,TRUE,missed.shot,7,"",Williams REBOUND (Off:0 Def:1),,,1629026,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,23,6,1,1,09:30:00,150,"",,8,Lee P.FOUL (P1.T1) (R.Mott),"",,,1627814,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
13,25,2,79,1,09:20:00,160,"",,8,"",MISS Ingram 14' Pullup Jump Shot,,,1627742,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,26,4,0,1,09:18:00,162,TRUE,missed.shot,8,Robinson III REBOUND (Off:0 Def:1),"",,,203922,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,27,1,1,1,09:12:00,168,TRUE,made.shot,9,Robinson III 17' Jump Shot (5 PTS) (Russell 1 AST),"",4 - 8,4,203922,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
16,29,2,1,1,08:58:00,182,"",,10,"",MISS Holiday 29' 3PT Jump Shot,,,201950,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,30,4,0,1,08:56:00,184,TRUE,missed.shot,10,Green REBOUND (Off:0 Def:1),"",,,203110,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,31,5,40,1,08:45:00,195,TRUE,turnover,11,Green Out of Bounds Lost Ball Turnover (P1.T1),"",,,203110,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
19,32,5,45,1,08:33:00,207,TRUE,turnover,12,"",Favors Out of Bounds - Bad Pass Turnover Turnover (P1.T2),,,202324,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,33,1,1,1,08:22:00,218,TRUE,made.shot,13,Russell 27' 3PT Jump Shot (6 PTS) (Green 2 AST),"",4 - 11,7,1626156,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
21,35,5,2,1,08:09:00,231,TRUE,turnover,14,Russell STEAL (1 STL),Holiday Lost Ball Turnover (P2.T3),,,201950,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,37,1,50,1,08:04:00,236,TRUE,made.shot,15,Robinson III 2' Running Dunk (7 PTS) (Russell 2 AST),"",4 - 13,9,203922,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,39,9,1,1,07:56:00,244,"",,16,"",Pelicans Timeout: Regular (Reg.1 Short 0),,,1610612740,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
24,40,2,1,1,07:45:00,255,"",,16,Cauley-Stein BLOCK (1 BLK),MISS Redick 26' 3PT Jump Shot,,,200755,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
25,42,4,0,1,07:43:00,257,TRUE,missed.shot,16,Lee REBOUND (Off:0 Def:1),"",,,1627814,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
26,43,2,1,1,07:39:00,261,"",,17,MISS Russell 29' 3PT Jump Shot,"",,,1626156,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
27,44,4,0,1,07:37:00,263,"",,17,Green REBOUND (Off:1 Def:1),"",,,203110,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,45,2,1,1,07:31:00,269,"",,17,MISS Robinson III 25' 3PT Jump Shot,"",,,203922,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
29,46,4,0,1,07:29:00,271,"",,17,Russell REBOUND (Off:1 Def:0),"",,,1626156,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,47,2,44,1,07:27:00,273,"",,17,MISS Robinson III 7' Reverse Layup,Favors BLOCK (1 BLK),,,203922,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,49,4,0,1,07:25:00,275,TRUE,missed.shot,17,"",Holiday REBOUND (Off:0 Def:2),,,201950,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,50,2,5,1,07:16:00,284,"",,18,"",MISS Williams 5' Layup,,,1629026,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
33,51,4,0,1,07:15:00,285,TRUE,missed.shot,18,Lee REBOUND (Off:0 Def:2),"",,,1627814,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
34,52,1,52,1,07:09:00,291,TRUE,made.shot,19,Cauley-Stein 2' Alley Oop Dunk (2 PTS) (Green 3 AST),"",4 - 15,11,1626161,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
35,54,2,3,1,06:47:00,313,"",,20,"",MISS Favors 4' Hook Shot,,,202324,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
36,55,4,0,1,06:45:00,315,TRUE,missed.shot,20,Green REBOUND (Off:1 Def:2),"",,,203110,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
37,56,5,1,1,06:41:00,319,TRUE,turnover,21,Green Bad Pass Turnover (P2.T2),Ingram STEAL (1 STL),,,203110,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,58,2,1,1,06:33:00,327,"",,22,"",MISS Redick 25' 3PT Jump Shot,,,200755,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
39,59,4,0,1,06:32:00,328,"",,22,"",Pelicans Rebound,,,1610612740,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
40,60,6,3,1,06:32:00,328,"",,22,Green L.B.FOUL (P1.T2) (J.Sterling),"",,,203110,"","","","","","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","",""
41,62,8,0,1,06:32:00,328,"",,22,"",SUB: Hart FOR Williams,,,1629026,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
42,64,6,1,1,06:27:00,333,"",,22,Russell P.FOUL (P1.T3) (J.Sterling),"",,,1626156,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
43,66,1,101,1,06:20:00,340,TRUE,made.shot,22,"",Ingram 6' Driving Floating Jump Shot (4 PTS),6 - 15,9,1627742,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
44,67,2,66,1,06:00:00,360,"",,23,MISS Cauley-Stein 8' Jump Bank Shot,"",,,1626161,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
45,68,4,0,1,05:59:00,361,TRUE,missed.shot,23,"",Hart REBOUND (Off:0 Def:1),,,1628404,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
46,69,5,1,1,05:55:00,365,TRUE,turnover,24,Russell STEAL (2 STL),Hart Bad Pass Turnover (P1.T4),,,1628404,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
47,71,1,41,1,05:46:00,374,TRUE,made.shot,25,Lee 4' Running Layup (2 PTS) (Green 4 AST),"",6 - 17,11,1627814,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
48,73,1,79,1,05:30:00,390,TRUE,made.shot,26,"",Ingram 18' Pullup Jump Shot (6 PTS) (Favors 1 AST),8 - 17,9,1627742,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
49,75,5,4,1,05:09:00,411,TRUE,turnover,27,Robinson III Traveling Turnover (P1.T3),"",,,203922,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
50,76,8,0,1,05:09:00,411,"",,28,SUB: Evans FOR Russell,"",,,1626156,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
51,77,8,0,1,05:09:00,411,"",,28,SUB: Burks FOR Robinson III,"",,,203922,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
52,78,8,0,1,05:09:00,411,"",,28,"",SUB: Hayes FOR Redick,,,200755,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
53,79,8,0,1,05:09:00,411,"",,28,"",SUB: Ball FOR Holiday,,,201950,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
54,84,5,1,1,05:00:00,420,TRUE,turnover,28,Evans STEAL (1 STL),Ball Bad Pass Turnover (P1.T5),,,1628366,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
55,86,1,1,1,04:54:00,426,TRUE,made.shot,29,Lee 24' 3PT Jump Shot (5 PTS) (Cauley-Stein 1 AST),"",8 - 20,12,1627814,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
56,88,5,1,1,04:42:00,438,TRUE,turnover,30,Burks STEAL (1 STL),Ball Bad Pass Turnover (P2.T6),,,1628366,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
57,90,1,5,1,04:38:00,442,TRUE,made.shot,31,Lee 1' Layup (7 PTS) (Burks 1 AST),"",8 - 22,14,1627814,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
58,92,9,1,1,04:33:00,447,"",,32,"",Pelicans Timeout: Regular (Reg.2 Short 0),,,1610612740,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
59,93,8,0,1,04:33:00,447,"",,32,SUB: Paschall FOR Cauley-Stein,"",,,1626161,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
60,94,8,0,1,04:33:00,447,"",,32,"",SUB: Redick FOR Favors,,,202324,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
61,97,2,1,1,04:23:00,457,"",,32,"",MISS Redick 27' 3PT Jump Shot,,,200755,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
62,98,4,0,1,04:21:00,459,TRUE,missed.shot,32,Burks REBOUND (Off:0 Def:1),"",,,202692,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
63,99,2,1,1,04:10:00,470,"",,33,MISS Lee 26' 3PT Jump Shot,"",,,1627814,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
64,100,4,0,1,04:08:00,472,TRUE,missed.shot,33,"",Hart REBOUND (Off:0 Def:2),,,1628404,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
65,101,5,39,1,03:56:00,484,TRUE,turnover,34,"",Ingram Step Out of Bounds Turnover (P1.T7),,,1627742,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
66,102,2,1,1,03:49:00,491,"",,35,MISS Evans 25' 3PT Jump Shot,"",,,1628980,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
67,103,4,0,1,03:48:00,492,TRUE,missed.shot,35,"",Pelicans Rebound,,,1610612740,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
68,105,9,1,1,03:44:00,496,"",,36,"",Pelicans Timeout: Regular (Reg.3 Short 0),,,1610612740,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
69,106,2,63,1,03:31:00,509,"",,36,"",MISS Ingram 11' Fadeaway Jumper,,,1627742,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
70,107,4,0,1,03:30:00,510,TRUE,missed.shot,36,Burks REBOUND (Off:0 Def:2),"",,,202692,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
71,108,1,1,1,03:19:00,521,TRUE,made.shot,37,Burks 20' Jump Shot (2 PTS) (Paschall 1 AST),"",8 - 24,16,202692,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
72,110,2,1,1,03:04:00,536,"",,38,"",MISS Ingram  3PT Jump Shot,,,1627742,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
73,111,4,0,1,03:02:00,538,TRUE,missed.shot,38,Burks REBOUND (Off:0 Def:3),"",,,202692,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
74,112,1,1,1,02:56:00,544,TRUE,made.shot,39,Lee  3PT Jump Shot (10 PTS) (Green 5 AST),"",8 - 27,19,1627814,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
75,114,2,1,1,02:40:00,560,"",,40,"",MISS Ball 26' 3PT Jump Shot,,,1628366,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
76,115,4,0,1,02:38:00,562,TRUE,missed.shot,40,Paschall REBOUND (Off:0 Def:1),"",,,1629672,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
77,116,2,78,1,02:27:00,573,"",,41,MISS Paschall 7' Floating Jump Shot,"",,,1629672,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
78,117,4,0,1,02:26:00,574,TRUE,missed.shot,41,"",Ball REBOUND (Off:0 Def:1),,,1628366,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
79,118,1,1,1,02:19:00,581,TRUE,made.shot,42,"",Ball 29' 3PT Jump Shot (3 PTS) (Ingram 2 AST),11 - 27,16,1628366,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
80,120,6,6,1,02:19:00,581,"",,43,Paschall AWAY.FROM.PLAY.FOUL (P1.T4) (Z.Zarba),"",,,1629672,"","","","","","",TRUE,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","",""
81,123,18,0,1,02:19:00,581,"",,43,"","",11 - 27,16,120,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
