eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Gobert vs. Covington: Tip to Bogdanovic,"",,,203497,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,5,1,11:45:00,15,TRUE,made.shot,1,Gobert 3' Layup (2 PTS) (Conley 1 AST),"",0 - 2,2,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
4,9,2,79,1,11:24:00,36,"",,2,"",MISS Westbrook 13' Pullup Jump Shot,,,201566,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
5,10,4,0,1,11:22:00,38,TRUE,missed.shot,2,Mitchell REBOUND (Off:0 Def:1),"",,,1628378,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
6,11,1,6,1,11:04:00,56,TRUE,made.shot,3,Ingles 2' Driving Layup (2 PTS) (Mitchell 1 AST),"",0 - 4,4,204060,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
7,12,2,1,1,10:45:00,75,"",,4,"",MISS Tucker  3PT Jump Shot,,,200782,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,13,4,0,1,10:42:00,78,TRUE,missed.shot,4,JAZZ Rebound,"",,,1610612762,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
9,15,2,1,1,10:31:00,89,"",,5,MISS Conley 27' 3PT Jump Shot,"",,,201144,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,16,4,0,1,10:27:00,93,TRUE,missed.shot,5,"",Covington REBOUND (Off:0 Def:1),,,203496,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,17,1,103,1,10:23:00,97,TRUE,made.shot,6,"",Covington 25' 3PT Running Pull-Up Jump Shot (3 PTS) (Westbrook 1 AST),3 - 4,1,203496,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
12,19,1,5,1,10:00:00,120,"",,7,Gobert 2' Layup (4 PTS) (Ingles 1 AST),"",3 - 6,3,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
13,21,6,2,1,10:00:00,120,"",,7,"",Harden S.FOUL (P1.T1) (E.Lewis),,,201935,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
14,23,3,10,1,10:00:00,120,TRUE,last.ft.made,7,Gobert Free Throw 1 of 1 (5 PTS),"",3 - 7,4,203497,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
15,24,2,6,1,09:41:00,139,"",,8,"",MISS Harden 3' Driving Layup,,,201935,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,25,4,0,1,09:40:00,140,"",,8,"",Westbrook REBOUND (Off:1 Def:0),,,201566,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,26,1,5,1,09:38:00,142,TRUE,made.shot,8,"",Westbrook 2' Layup (2 PTS),5 - 7,2,201566,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,27,6,1,1,09:09:00,171,"",,9,"",Tucker P.FOUL (P1.T2) (E.Lewis),,,200782,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
19,29,2,6,1,09:04:00,176,"",,9,MISS Conley 3' Driving Layup,"",,,201144,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
20,30,4,0,1,09:03:00,177,TRUE,missed.shot,9,"",Covington REBOUND (Off:0 Def:2),,,203496,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
21,31,2,6,1,08:48:00,192,"",,10,"",MISS Covington 3' Driving Layup,,,203496,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
22,33,4,0,1,08:46:00,194,TRUE,missed.shot,10,Gobert REBOUND (Off:0 Def:1),"",,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
23,34,1,80,1,08:36:00,204,TRUE,made.shot,11,Ingles 24' 3PT Step Back Jump Shot (5 PTS),"",5 - 10,5,204060,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
24,35,1,1,1,08:24:00,216,TRUE,made.shot,12,"",Westbrook 26' 3PT Jump Shot (5 PTS) (Harden 1 AST),8 - 10,2,201566,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
25,37,1,79,1,08:12:00,228,TRUE,made.shot,13,Conley 22' Pullup Jump Shot (2 PTS),"",8 - 12,4,201144,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
26,38,2,6,1,07:56:00,244,"",,14,"",MISS Harden 5' Driving Layup,,,201935,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
27,39,4,0,1,07:53:00,247,"",,14,"",Harden REBOUND (Off:1 Def:0),,,201935,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,40,1,97,1,07:53:00,247,TRUE,made.shot,14,"",Harden 1' Tip Layup Shot (2 PTS),10 - 12,2,201935,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
29,41,5,1,1,07:33:00,267,TRUE,turnover,15,Bogdanovic Bad Pass Turnover (P1.T1),House Jr. STEAL (1 STL),,,202711,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,43,5,40,1,07:29:00,271,TRUE,turnover,16,"",House Jr. Out of Bounds Lost Ball Turnover (P1.T1),,,1627863,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
31,44,2,1,1,07:20:00,280,"",,17,MISS Bogdanovic  3PT Jump Shot,"",,,202711,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
32,45,4,0,1,07:17:00,283,TRUE,missed.shot,17,"",Harden REBOUND (Off:1 Def:1),,,201935,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
33,46,1,80,1,07:11:00,289,TRUE,made.shot,18,"",Harden 26' 3PT Step Back Jump Shot (5 PTS),13 - 12,-1,201935,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
34,47,9,1,1,07:08:00,292,"",,19,JAZZ Timeout: Regular (Full 1 Short 0),"",,,1610612762,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
35,49,8,0,1,07:08:00,292,"",,19,SUB: Clarkson FOR Ingles,"",,,204060,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
36,50,8,0,1,07:08:00,292,"",,19,SUB: O'Neale FOR Conley,"",,,201144,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
