eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Whiteside vs. Favors: Tip to Holiday,"",,,202355,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:54:00,6,TRUE,made.shot,1,"",Holiday 25' 3PT Jump Shot (3 PTS) (Williamson 1 AST),3 - 0,-3,201950,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,2,79,1,11:32:00,28,"",,2,MISS Trent Jr. 16' Pullup Jump Shot,"",,,1629018,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
5,10,4,0,1,11:30:00,30,TRUE,missed.shot,2,"",Williamson REBOUND (Off:0 Def:1),,,1629627,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
6,11,2,6,1,11:11:00,49,"",,3,Whiteside BLOCK (1 BLK),MISS Holiday 2' Driving Layup,,,201950,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,13,4,0,1,11:09:00,51,TRUE,missed.shot,3,Anthony REBOUND (Off:0 Def:1),"",,,2546,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
8,14,5,2,1,11:04:00,56,TRUE,turnover,4,Ariza Lost Ball Turnover (P1.T1),Ball STEAL (1 STL),,,2772,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
9,16,1,6,1,10:57:00,63,TRUE,made.shot,5,"",Williamson 1' Driving Layup (2 PTS) (Ingram 1 AST),5 - 0,-5,1629627,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,18,1,1,1,10:29:00,91,TRUE,made.shot,6,McCollum 20' Jump Shot (2 PTS) (Whiteside 1 AST),"",5 - 2,-3,203468,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,20,1,98,1,10:05:00,115,TRUE,made.shot,7,"",Williamson 2' Cutting Layup Shot (4 PTS) (Ingram 2 AST),7 - 2,-5,1629627,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,22,1,1,1,09:53:00,127,TRUE,made.shot,8,Trent Jr. 24' 3PT Jump Shot (3 PTS) (McCollum 1 AST),"",7 - 5,-2,1629018,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
13,24,1,1,1,09:35:00,145,TRUE,made.shot,9,"",Ingram 25' 3PT Jump Shot (3 PTS) (Ball 1 AST),10 - 5,-5,1627742,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
14,26,1,1,1,09:18:00,162,TRUE,made.shot,10,Anthony 25' 3PT Jump Shot (3 PTS) (Trent Jr. 1 AST),"",10 - 8,-2,2546,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
15,28,6,2,1,09:09:00,171,"",,11,Whiteside S.FOUL (P1.T1) (T.Brothers),"",,,202355,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
