eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Allen vs. Drummond: Tip to Prince,"","","",,0,,,1628386,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,108,1,11:40:00,Allen 2' Cutting Dunk Shot (2 PTS) (Irving 1 AST),"","",TRUE,made.shot,0,0 - 2,2,1628386,20,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,2,1,1,11:24:00,"","",MISS Snell 27' 3PT Jump Shot,"",,1,,,203503,36,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,4,0,1,11:20:00,Prince REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,1,,,1627752,40,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,2,79,1,11:11:00,MISS Irving 16' Pullup Jump Shot,"","","",,2,,,202681,49,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
12,4,0,1,11:07:00,"","",Brown REBOUND (Off:0 Def:1),TRUE,missed.shot,2,,,1628971,53,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,2,101,1,10:56:00,"","",MISS Rose 9' Driving Floating Jump Shot,"",,3,,,201565,64,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,4,0,1,10:54:00,Allen REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,3,,,1628386,66,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,1,79,1,10:45:00,Prince 26' 3PT Pullup Jump Shot (3 PTS) (Temple 1 AST),"","",TRUE,made.shot,4,0 - 5,5,1627752,75,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
17,1,52,1,10:31:00,"","",Drummond 1' Alley Oop Dunk (2 PTS) (Snell 1 AST),TRUE,made.shot,5,2 - 5,3,203083,89,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
19,1,79,1,10:21:00,Irving 26' 3PT Pullup Jump Shot (3 PTS),"","",TRUE,made.shot,6,2 - 8,6,202681,99,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
20,6,1,1,10:02:00,Harris P.FOUL (P1.T1) (B.Barnaky),"","","",,7,,,203925,118,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
22,2,58,1,09:50:00,"","",MISS Drummond 6' Turnaround Hook Shot,"",,7,,,203083,130,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
