eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Jokic vs. Dieng: Tip to Murray,"","","",,0,,,203999,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,1,1,11:44:00,Jokic 12' Jump Shot (2 PTS) (Millsap 1 AST),"","",TRUE,made.shot,0,0 - 2,2,203999,16,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,1,75,1,11:21:00,"","",Okogie 3' Driving Finger Roll Layup (2 PTS),TRUE,made.shot,1,2 - 2,TIE,1629006,39,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,6,2,1,11:07:00,"","",Wiggins S.FOUL (P1.T1) (S.Foster),"",,2,,,203952,53,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
13,3,11,1,11:07:00,Murray Free Throw 1 of 2 (1 PTS),"","","",,2,2 - 3,1,1627750,53,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,3,12,1,11:07:00,Murray Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,2,2 - 4,2,1627750,53,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
15,2,1,1,10:53:00,"","",MISS Covington 24' 3PT Jump Shot,"",,3,,,203496,67,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
16,4,0,1,10:51:00,Jokic REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,3,,,203999,69,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
17,1,75,1,10:34:00,Harris 3' Driving Finger Roll Layup (2 PTS) (Millsap 2 AST),"","",TRUE,made.shot,4,2 - 6,4,203914,86,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
19,1,98,1,10:20:00,"","",Covington 1' Cutting Layup Shot (2 PTS) (Napier 1 AST),TRUE,made.shot,5,4 - 6,2,203496,100,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
21,1,1,1,10:10:00,Murray 27' 3PT Jump Shot (5 PTS) (Jokic 1 AST),"","",TRUE,made.shot,6,4 - 9,5,1627750,110,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
