eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Poeltl vs. Vucevic: Tip to Murray,"","","",,0,,,1627751,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
8,1,1,1,11:38:00,Murray 25' 3PT Jump Shot (3 PTS) (DeRozan 1 AST),"","",TRUE,made.shot,0,0 - 3,3,1627749,22,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
10,2,79,1,11:14:00,"","",MISS Fournier 25' 3PT Pullup Jump Shot,"",,1,,,203095,46,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,4,0,1,11:11:00,DeRozan REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,1,,,201942,49,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,2,71,1,11:02:00,MISS Lyles 2' Finger Roll Layup,"","","",,2,,,1626168,58,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,10:58:00,"","",Ennis III REBOUND (Off:0 Def:1),TRUE,missed.shot,2,,,203516,62,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,7,5,1,10:53:00,Murray Violation:Kicked Ball (K.Mauer),"","","",,3,,,1627749,67,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","",""
15,2,1,1,10:42:00,"","",MISS Vucevic 19' Jump Shot,"",,3,,,202696,78,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,4,0,1,10:38:00,Forbes REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,3,,,1627854,82,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
17,1,1,1,10:25:00,Forbes 28' 3PT Jump Shot (3 PTS) (DeRozan 2 AST),"","",TRUE,made.shot,4,0 - 6,6,1627854,95,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
19,1,1,1,10:09:00,"","",Vucevic 22' Jump Shot (2 PTS) (Ennis III 1 AST),TRUE,made.shot,5,2 - 6,4,202696,111,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
21,1,1,1,09:50:00,Lyles 25' 3PT Jump Shot (3 PTS) (DeRozan 3 AST),"","",TRUE,made.shot,6,2 - 9,7,1626168,130,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
24,2,98,1,09:38:00,"","",MISS Fournier 2' Cutting Layup Shot,"",,7,,,203095,142,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
25,4,0,1,09:38:00,"","",Fournier REBOUND (Off:1 Def:0),"",,7,,,203095,142,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26,6,2,1,09:38:00,Lyles S.FOUL (P1.T1) (T.Ford),"","","",,7,,,1626168,142,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
28,3,11,1,09:38:00,"","",Fournier Free Throw 1 of 2 (1 PTS),"",,7,3 - 9,6,203095,142,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
29,3,12,1,09:38:00,"","",Fournier Free Throw 2 of 2 (2 PTS),TRUE,last.ft.made,7,4 - 9,5,203095,142,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
30,5,2,1,09:26:00,DeRozan Lost Ball Turnover (P1.T1),"",Ennis III STEAL (1 STL),TRUE,turnover,8,,,201942,154,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
32,2,1,1,09:15:00,DeRozan BLOCK (1 BLK),"",MISS Fultz 4' Jump Shot,"",,9,,,1628365,165,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
34,4,0,1,09:11:00,DeRozan REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,9,,,201942,169,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
35,1,101,1,09:04:00,DeRozan 1' Driving Floating Jump Shot (2 PTS),"","",TRUE,made.shot,10,4 - 11,7,201942,176,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
36,2,75,1,08:49:00,"","",MISS Vucevic 5' Driving Finger Roll Layup,"",,11,,,202696,191,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
37,4,0,1,08:49:00,Lyles REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,11,,,1626168,191,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
38,1,93,1,08:40:00,Lyles 5' Driving Bank Hook Shot (5 PTS) (Murray 1 AST),"","",TRUE,made.shot,12,4 - 13,9,1626168,200,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
40,9,1,1,08:34:00,"","",Magic Timeout: Regular (Reg.1 Short 0),"",,13,,,1610612753,206,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
