eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Adebayo vs. Jones: Tip to Parker,"",,,1628389,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:46:00,14,TRUE,made.shot,1,"",Parker  3PT Jump Shot (3 PTS) (Huerter 1 AST),3 - 0,-3,203953,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,1,79,1,11:21:00,39,TRUE,made.shot,2,Robinson 24' 3PT Pullup Jump Shot (3 PTS) (Butler 1 AST),"",3 - 3,TIE,1629130,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
5,11,2,1,1,11:05:00,55,"",,3,"",MISS Parker 24' 3PT Jump Shot,,,203953,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
6,12,4,0,1,11:03:00,57,TRUE,missed.shot,3,Leonard REBOUND (Off:0 Def:1),"",,,203086,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
7,13,1,79,1,10:56:00,64,TRUE,made.shot,4,Nunn 15' Pullup Jump Shot (2 PTS),"",3 - 5,2,1629134,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,14,2,80,1,10:42:00,78,"",,5,"",MISS Huerter 26' 3PT Step Back Jump Shot,,,1628989,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
9,15,4,0,1,10:42:00,78,TRUE,missed.shot,5,HEAT Rebound,"",,,1610612748,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
10,16,6,3,1,10:42:00,78,"",,6,"",Jones L.B.FOUL (P1.T1) (M.Kogut),,,1627745,"","","","","","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","",""
11,18,1,80,1,10:28:00,92,TRUE,made.shot,6,Nunn 21' Step Back Jump Shot (4 PTS),"",3 - 7,4,1629134,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,19,2,101,1,10:19:00,101,"",,7,"",MISS Young 9' Driving Floating Jump Shot,,,1629027,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,20,4,0,1,10:16:00,104,TRUE,missed.shot,7,Adebayo REBOUND (Off:0 Def:1),"",,,1628389,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,21,1,1,1,10:13:00,107,TRUE,made.shot,8,Robinson 25' 3PT Jump Shot (6 PTS) (Adebayo 1 AST),"",3 - 10,7,1629130,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
