eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Spellman vs. Powell: Tip to Green,"","","",,0,,,1629016,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:47:00,MISS Russell 27' 3PT Jump Shot,"","","",,0,,,1626156,13,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,4,0,1,11:45:00,"","",Hardaway Jr. REBOUND (Off:0 Def:1),TRUE,missed.shot,0,,,203501,15,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,2,101,1,11:24:00,"","",MISS Doncic 10' Driving Floating Jump Shot,"",,1,,,1629029,36,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
10,4,0,1,11:23:00,"","",Doncic REBOUND (Off:1 Def:0),"",,1,,,1629029,37,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,1,1,1,11:22:00,"","",Doncic 9' Jump Shot (2 PTS),TRUE,made.shot,1,2 - 0,-2,1629029,38,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
12,2,103,1,11:15:00,MISS Robinson III  3PT Running Pull-Up Jump Shot,"","","",,2,,,203922,45,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
13,4,0,1,11:13:00,Spellman REBOUND (Off:1 Def:0),"","","",,2,,,1629016,47,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,1,1,1,11:08:00,Green 27' 3PT Jump Shot (3 PTS) (Burks 1 AST),"","",TRUE,made.shot,2,2 - 3,1,203110,52,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
16,1,1,1,10:51:00,"","",Kleber  3PT Jump Shot (3 PTS) (Powell 1 AST),TRUE,made.shot,3,5 - 3,-2,1628467,69,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
18,2,47,1,10:38:00,MISS Robinson III 10' Turnaround Jump Shot,"","","",,4,,,203922,82,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
19,4,0,1,10:37:00,"","",Kleber REBOUND (Off:0 Def:1),TRUE,missed.shot,4,,,1628467,83,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
