eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Ibaka vs. Ayton: Tip to Rubio,"","","",,0,,,201586,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:46:00,Siakam BLOCK (1 BLK),"",MISS Booker  3PT Jump Shot,"",,0,,,1626164,14,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
9,4,0,1,11:43:00,Ibaka REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,201586,17,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,5,2,1,11:37:00,Lowry Lost Ball Turnover (P1.T1),"",Rubio STEAL (1 STL),TRUE,turnover,1,,,200768,23,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,2,76,1,11:31:00,"","",MISS Oubre Jr. 1' Running Finger Roll Layup,"",,2,,,1626162,29,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
13,4,0,1,11:29:00,"","",Ayton REBOUND (Off:1 Def:0),"",,2,,,1629028,31,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,2,9,1,11:27:00,Ibaka BLOCK (1 BLK),"",MISS Oubre Jr. 1' Driving Dunk,"",,2,,,1626162,33,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,4,0,1,11:24:00,VanVleet REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,1627832,36,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
17,2,1,1,11:18:00,MISS Lowry 28' 3PT Jump Shot,"","","",,3,,,200768,42,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
18,4,0,1,11:15:00,"","",Booker REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,1626164,45,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
20,2,1,1,10:55:00,"","",MISS Oubre Jr. 26' 3PT Jump Shot,"",,4,,,1626162,65,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
21,4,0,1,10:53:00,RAPTORS Rebound,"","",TRUE,missed.shot,4,,,1610612761,67,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
23,2,79,1,10:39:00,MISS VanVleet 26' 3PT Pullup Jump Shot,"","","",,5,,,1627832,81,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
24,4,0,1,10:37:00,Ibaka REBOUND (Off:1 Def:1),"","","",,5,,,201586,83,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
25,6,1,1,10:37:00,"","",Rubio P.FOUL (P1.T1) (S.Wall),"",,5,,,201937,83,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
27,6,2,1,10:31:00,"","",Bridges S.FOUL (P1.T2) (J.Williams),"",,5,,,1628969,89,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
29,3,11,1,10:31:00,Siakam Free Throw 1 of 2 (1 PTS),"","","",,5,0 - 1,1,1627783,89,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,3,12,1,10:31:00,Siakam Free Throw 2 of 2 (2 PTS),"","",TRUE,last.ft.made,5,0 - 2,2,1627783,89,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
31,2,78,1,10:18:00,"","",MISS Bridges 5' Floating Jump Shot,"",,6,,,1628969,102,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
32,4,0,1,10:15:00,Lowry REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,6,,,200768,105,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
33,5,1,1,10:11:00,Lowry Bad Pass Turnover (P2.T2),"",Bridges STEAL (1 STL),TRUE,turnover,7,,,200768,109,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
35,1,50,1,10:07:00,"","",Oubre Jr. 1' Running Dunk (2 PTS) (Rubio 1 AST),TRUE,made.shot,8,2 - 2,TIE,1626162,113,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
37,2,93,1,09:55:00,MISS Siakam 6' Driving Bank Hook Shot,"","","",,9,,,1627783,125,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
38,4,0,1,09:55:00,"","",Oubre Jr. REBOUND (Off:0 Def:1),TRUE,missed.shot,9,,,1626162,125,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
39,2,1,1,09:49:00,"","",MISS Rubio  3PT Jump Shot,"",,10,,,201937,131,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
