eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Jones vs. McGee: Tip to James,"","","",,0,,,1627745,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
8,6,2,1,11:41:00,Parker S.FOUL (P1.T1) (L.Wood),"","","",,0,,,203953,19,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
10,3,11,1,11:41:00,"","",MISS Davis Free Throw 1 of 2,"",,0,,,203076,19,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
11,4,1,1,11:41:00,"","",Lakers Rebound,"",,0,,,1610612747,19,"","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
12,3,12,1,11:41:00,"","",Davis Free Throw 2 of 2 (1 PTS),TRUE,last.ft.made,0,1 - 0,-1,203076,19,"","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
13,1,79,1,11:26:00,Young 27' 3PT Pullup Jump Shot (3 PTS),"","",TRUE,made.shot,1,1 - 3,2,1629027,34,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
14,2,6,1,11:20:00,Huerter BLOCK (1 BLK),"",MISS Caldwell-Pope 2' Driving Layup,"",,2,,,203484,40,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,4,0,1,11:19:00,Hunter REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,1629631,41,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
17,1,101,1,11:04:00,Young 16' Driving Floating Jump Shot (5 PTS),"","",TRUE,made.shot,3,1 - 5,4,1629027,56,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
