eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,0,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,0,Jump Ball Porzingis vs. Gobert: Tip to Kleber,"",,,204001,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,1,1,1,11:41:00,19,TRUE,made.shot,0,Hardaway Jr. 26' 3PT Jump Shot (3 PTS) (Brunson 1 AST),"",0 - 3,3,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
4,9,1,80,1,11:13:00,47,TRUE,made.shot,1,"",Mitchell 26' 3PT Step Back Jump Shot (3 PTS),3 - 3,TIE,1628378,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
5,11,2,57,1,10:55:00,65,"",,2,MISS Kleber 5' Driving Hook Shot,"",,,1628467,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
6,12,4,0,1,10:52:00,68,TRUE,missed.shot,2,"",Gobert REBOUND (Off:0 Def:1),,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
7,13,1,108,1,10:44:00,76,TRUE,made.shot,3,"",Gobert 1' Cutting Dunk Shot (2 PTS) (Ingles 1 AST),5 - 3,-2,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,15,1,1,1,10:31:00,89,TRUE,made.shot,4,Hardaway Jr. 22' Jump Shot (5 PTS),"",5 - 5,TIE,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,16,2,1,1,10:10:00,110,"",,5,"",MISS Mitchell 26' 3PT Jump Shot,,,1628378,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,17,4,0,1,10:06:00,114,TRUE,missed.shot,5,Porzingis REBOUND (Off:0 Def:1),"",,,204001,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,18,6,1,1,10:00:00,120,"",,6,"",Mitchell P.FOUL (P1.T1) (T.Brown),,,1628378,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
12,20,2,1,1,09:50:00,130,"",,6,MISS Porzingis 25' 3PT Jump Shot,"",,,204001,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
13,21,4,0,1,09:48:00,132,TRUE,missed.shot,6,"",Gobert REBOUND (Off:0 Def:2),,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
14,22,2,1,1,09:41:00,139,"",,7,"",MISS Ingles 25' 3PT Jump Shot,,,204060,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,23,4,0,1,09:38:00,142,TRUE,missed.shot,7,Finney-Smith REBOUND (Off:0 Def:1),"",,,1627827,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,24,1,58,1,09:30:00,150,TRUE,made.shot,8,Kleber 1' Turnaround Hook Shot (2 PTS) (Brunson 2 AST),"",5 - 7,2,1628467,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
17,26,2,1,1,09:11:00,169,"",,9,"",MISS Bogdanovic 24' 3PT Jump Shot,,,202711,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
18,27,4,0,1,09:08:00,172,TRUE,missed.shot,9,Kleber REBOUND (Off:0 Def:1),"",,,1628467,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
19,28,2,1,1,09:01:00,179,"",,10,MISS Porzingis 32' 3PT Jump Shot,"",,,204001,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
20,29,4,0,1,08:57:00,183,TRUE,missed.shot,10,"",Ingles REBOUND (Off:0 Def:1),,,204060,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
21,30,1,101,1,08:52:00,188,TRUE,made.shot,11,"",Bogdanovic 5' Driving Floating Jump Shot (2 PTS) (Ingles 2 AST),7 - 7,TIE,202711,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
22,32,2,1,1,08:42:00,198,"",,12,MISS Kleber 26' 3PT Jump Shot,"",,,1628467,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
23,33,4,0,1,08:40:00,200,TRUE,missed.shot,12,"",Jazz Rebound,,,1610612762,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,TRUE,"","","","","","","","","","","",""
24,35,1,6,1,08:27:00,213,TRUE,made.shot,13,"",Bogdanovic 3' Driving Layup (4 PTS) (Ingles 3 AST),9 - 7,-2,202711,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
25,37,1,1,1,08:16:00,224,TRUE,made.shot,14,Hardaway Jr. 25' 3PT Jump Shot (8 PTS),"",9 - 10,1,203501,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
26,38,2,102,1,07:55:00,245,"",,15,"",MISS Bogdanovic 9' Driving Floating Bank Jump Shot,,,202711,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
27,39,4,0,1,07:52:00,248,TRUE,missed.shot,15,Hardaway Jr. REBOUND (Off:0 Def:1),"",,,203501,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
28,40,2,1,1,07:47:00,253,"",,16,MISS Hardaway Jr. 28' 3PT Jump Shot,"",,,203501,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
29,41,4,0,1,07:44:00,256,TRUE,missed.shot,16,"",Gobert REBOUND (Off:0 Def:3),,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
30,42,1,101,1,07:24:00,276,TRUE,made.shot,17,"",Mitchell 9' Driving Floating Jump Shot (5 PTS) (Ingles 4 AST),11 - 10,-1,1628378,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
31,44,9,1,1,07:24:00,276,"",,18,MAVERICKS Timeout: Regular (Full 1 Short 0),"",,,1610612742,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
32,45,8,0,1,07:24:00,276,"",,18,"",SUB: Clarkson FOR Ingles,,,204060,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","",""
33,47,2,102,1,07:04:00,296,"",,18,MISS Porzingis 6' Driving Floating Bank Jump Shot,"",,,204001,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
34,48,4,0,1,07:03:00,297,"",,18,MAVERICKS Rebound,"",,,1610612742,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
35,50,2,1,1,06:57:00,303,"",,18,MISS Brunson 12' Jump Shot,"",,,1628973,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
