eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Gafford vs. Adams: Tip to Gilgeous-Alexander,"","","",,0,,,1629655,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,1,108,1,11:46:00,"","",Adams 1' Cutting Dunk Shot (2 PTS) (Paul 1 AST),TRUE,made.shot,0,2 - 0,-2,203500,14,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,1,80,1,11:26:00,LaVine 20' Step Back Jump Shot (2 PTS) (Arcidiacono 1 AST),"","",TRUE,made.shot,1,2 - 2,TIE,203897,34,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,6,2,1,11:10:00,Gafford S.FOUL (P1.T1) (K.Lane),"","","",,2,,,1629655,50,"","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
13,3,11,1,11:10:00,"","",Adams Free Throw 1 of 2 (3 PTS),"",,2,3 - 2,-1,203500,50,"","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,3,12,1,11:10:00,"","",MISS Adams Free Throw 2 of 2,"",,2,,,203500,50,"","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"",TRUE,"","",TRUE,TRUE,"","","","",""
15,4,0,1,11:06:00,Satoransky REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,2,,,203107,54,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,5,1,1,10:58:00,Satoransky Bad Pass Turnover (P1.T1),"",Adams STEAL (1 STL),TRUE,turnover,3,,,203107,62,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
18,2,44,1,10:45:00,"","",MISS Adams 2' Reverse Layup,"",,4,,,203500,75,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
19,4,0,1,10:40:00,"","",Adams REBOUND (Off:1 Def:0),"",,4,,,203500,80,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,2,72,1,10:40:00,"","",MISS Adams 1' Putback Layup,"",,4,,,203500,80,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
