eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Vucevic vs. Embiid: Tip to Simmons,"","","",,0,,,202696,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,3,1,11:39:00,"","",MISS Simmons 9' Hook Shot,"",,0,,,1627732,21,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
8,4,0,1,11:37:00,Vucevic REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,202696,23,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,2,1,1,11:32:00,MISS Gordon 25' 3PT Jump Shot,"","","",,1,,,203932,28,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
10,4,0,1,11:29:00,"","",Horford REBOUND (Off:0 Def:1),TRUE,missed.shot,1,,,201143,31,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
11,5,45,1,11:25:00,"","",Harris Out of Bounds - Bad Pass Turnover Turnover (P1.T1),TRUE,turnover,2,,,202699,35,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,1,1,1,11:15:00,Fultz 24' 3PT Jump Shot (3 PTS),"","",TRUE,made.shot,3,0 - 3,3,1628365,45,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
13,1,1,1,10:51:00,"","",Embiid 25' 3PT Jump Shot (3 PTS) (Horford 1 AST),TRUE,made.shot,4,3 - 3,TIE,203954,69,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
15,2,79,1,10:36:00,MISS Isaac 20' Pullup Jump Shot,"","","",,5,,,1628371,84,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
