eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Adebayo vs. Vucevic: Tip to Butler,"",,,1628389,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,47,1,11:36:00,24,"",,1,MISS Nunn 16' Turnaround Jump Shot,Ennis III BLOCK (1 BLK),,,1629134,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
4,9,4,0,1,11:34:00,26,"",,1,Butler REBOUND (Off:1 Def:0),"",,,202710,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,10,5,11,1,11:34:00,26,TRUE,turnover,1,HEAT Turnover: Shot Clock (T#1),"",,,1610612748,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE
6,11,5,1,1,11:21:00,39,TRUE,turnover,2,Nunn STEAL (1 STL),Fultz Bad Pass Turnover (P1.T1),,,1628365,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
7,13,2,1,1,11:03:00,57,"",,3,MISS Robinson  3PT Jump Shot,"",,,1629130,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,14,4,0,1,11:01:00,59,TRUE,missed.shot,3,"",Gordon REBOUND (Off:0 Def:1),,,203932,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,15,1,6,1,10:56:00,64,TRUE,made.shot,4,"",Ennis III 1' Driving Layup (2 PTS) (Gordon 1 AST),2 - 0,-2,203516,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,17,2,1,1,10:37:00,83,"",,5,MISS Jones Jr.  3PT Jump Shot,"",,,1627884,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,18,4,0,1,10:34:00,86,TRUE,missed.shot,5,"",Vucevic REBOUND (Off:0 Def:1),,,202696,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
12,19,1,6,1,10:29:00,91,TRUE,made.shot,6,"",Fultz 1' Driving Layup (2 PTS),4 - 0,-4,1628365,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
13,20,5,2,1,10:16:00,104,TRUE,turnover,7,Robinson Lost Ball Turnover (P1.T2),Fournier STEAL (1 STL),,,1629130,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,22,6,2,1,10:12:00,108,"",,8,Robinson S.FOUL (P1.T1) (D.Guthrie),"",,,1629130,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
15,24,3,11,1,10:12:00,108,"",,8,"",Fournier Free Throw 1 of 2 (1 PTS),5 - 0,-5,203095,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,25,3,12,1,10:12:00,108,TRUE,last.ft.made,8,"",Fournier Free Throw 2 of 2 (2 PTS),6 - 0,-6,203095,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
17,26,1,108,1,09:58:00,122,TRUE,made.shot,9,Butler 1' Cutting Dunk Shot (2 PTS) (Adebayo 1 AST),"",6 - 2,-4,202710,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
18,28,5,1,1,09:42:00,138,TRUE,turnover,10,Jones Jr. STEAL (1 STL),Vucevic Bad Pass Turnover (P1.T2),,,202696,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
19,30,1,50,1,09:40:00,140,TRUE,made.shot,11,Jones Jr. 1' Running Dunk (2 PTS),"",6 - 4,-2,1627884,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
20,31,9,1,1,09:37:00,143,"",,12,"",Magic Timeout: Regular (Reg.1 Short 0),,,1610612753,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
21,32,1,3,1,09:16:00,164,TRUE,made.shot,12,"",Vucevic 5' Hook Shot (2 PTS) (Gordon 2 AST),8 - 4,-4,202696,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
22,34,1,79,1,08:56:00,184,TRUE,made.shot,13,Adebayo 8' Pullup Jump Shot (2 PTS) (Butler 1 AST),"",8 - 6,-2,1628389,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
23,36,2,1,1,08:36:00,204,"",,14,"",MISS Fultz 25' 3PT Jump Shot,,,1628365,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
24,37,4,0,1,08:33:00,207,TRUE,missed.shot,14,Jones Jr. REBOUND (Off:0 Def:1),"",,,1627884,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
25,38,2,6,1,08:29:00,211,"",,15,MISS Adebayo 1' Driving Layup,Fournier BLOCK (1 BLK),,,1628389,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
26,40,4,0,1,08:28:00,212,"",,15,Adebayo REBOUND (Off:1 Def:0),"",,,1628389,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
27,41,1,72,1,08:26:00,214,TRUE,made.shot,15,Adebayo 2' Putback Layup (4 PTS),"",8 - 8,TIE,1628389,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
28,42,2,1,1,08:05:00,235,"",,16,"",MISS Vucevic 15' Jump Shot,,,202696,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
29,43,4,0,1,08:03:00,237,"",,16,"",Magic Rebound,,,1610612753,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
30,45,2,102,1,07:58:00,242,"",,16,"",MISS Fultz 7' Driving Floating Bank Jump Shot,,,1628365,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
31,46,4,0,1,07:57:00,243,TRUE,missed.shot,16,Adebayo REBOUND (Off:1 Def:1),"",,,1628389,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
32,47,1,80,1,07:53:00,247,TRUE,made.shot,17,Nunn 24' 3PT Step Back Jump Shot (3 PTS),"",8 - 11,3,1629134,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
