GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021500475,1610612751,BKN,Brooklyn,2207,Joe Johnson,F,,10:39,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2.0
0021500475,1610612751,BKN,Brooklyn,201152,Thaddeus Young,F,,8:40,3,4,0.75,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,6,-1.0
0021500475,1610612751,BKN,Brooklyn,201572,Brook Lopez,C,,10:39,2,6,0.333,0,0,0.0,5,5,1.0,1,0,1,1,1,2,0,0,9,-2.0
0021500475,1610612751,BKN,Brooklyn,202711,Bojan Bogdanovic,G,,6:27,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,2.0
0021500475,1610612751,BKN,Brooklyn,101127,Jarrett Jack,G,,6:55,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,4,0,0,0,0,0,4.0
0021500475,1610612751,BKN,Brooklyn,201961,Wayne Ellington,,,6:48,1,1,1.0,1,1,1.0,2,2,1.0,0,1,1,0,0,0,0,0,5,-4.0
0021500475,1610612751,BKN,Brooklyn,203499,Shane Larkin,,,5:02,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-6.0
0021500475,1610612751,BKN,Brooklyn,203080,Thomas Robinson,,,3:17,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,1,2,-1.0
0021500475,1610612751,BKN,Brooklyn,203186,Willie Reed,,,1:18,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0
0021500475,1610612753,ORL,Orlando,202699,Tobias Harris,F,,10:39,1,4,0.25,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,4,2.0
0021500475,1610612753,ORL,Orlando,101112,Channing Frye,F,,4:48,2,2,1.0,2,2,1.0,0,0,0.0,0,2,2,0,0,0,0,0,6,0.0
0021500475,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,10:46,1,3,0.333,0,0,0.0,0,0,0.0,2,1,3,1,0,0,2,1,2,8.0
0021500475,1610612753,ORL,Orlando,203095,Evan Fournier,G,,8:40,0,4,0.0,0,3,0.0,0,0,0.0,1,2,3,1,0,0,0,0,0,1.0
0021500475,1610612753,ORL,Orlando,203901,Elfrid Payton,G,,4:48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,0.0
0021500475,1610612753,ORL,Orlando,203894,Shabazz Napier,,,7:09,1,2,0.5,1,1,1.0,2,2,1.0,1,1,2,3,0,0,0,1,5,2.0
0021500475,1610612753,ORL,Orlando,203094,Andrew Nicholson,,,7:09,3,5,0.6,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,6,2.0
0021500475,1610612753,ORL,Orlando,201160,Jason Smith,,,1:11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-6.0
0021500475,1610612753,ORL,Orlando,203506,Victor Oladipo,,,3:17,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,1,1,3,1.0
0021500475,1610612753,ORL,Orlando,203932,Aaron Gordon,,,1:18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.0
