player.name,player.id,team.abbreviation,period
Kevin Durant,201142,OKC,1
Serge Ibaka,201586,OKC,1
Kendrick Perkins,2570,OKC,1
Thabo Sefolosha,200757,OKC,1
Russell Westbrook,201566,OKC,1
Andrea Bargnani,200745,NYK,1
JR Smith,2747,NYK,1
Tyson Chandler,2199,NYK,1
Iman Shumpert,202697,NYK,1
Beno Udrih,2757,NYK,1
Kevin Durant,201142,OKC,2
Nick Collison,2555,OKC,2
Reggie Jackson,202704,OKC,2
Jeremy Lamb,203087,OKC,2
Derek Fisher,965,OKC,2
JR Smith,2747,NYK,2
Tim Hardaway Jr.,203501,NYK,2
Amar'e Stoudemire,2405,NYK,2
Kenyon Martin,2030,NYK,2
Toure' Murry,203315,NYK,2
Kevin Durant,201142,OKC,3
Serge Ibaka,201586,OKC,3
Kendrick Perkins,2570,OKC,3
Thabo Sefolosha,200757,OKC,3
Russell Westbrook,201566,OKC,3
Andrea Bargnani,200745,NYK,3
JR Smith,2747,NYK,3
Tyson Chandler,2199,NYK,3
Iman Shumpert,202697,NYK,3
Beno Udrih,2757,NYK,3
Nick Collison,2555,OKC,4
Reggie Jackson,202704,OKC,4
Jeremy Lamb,203087,OKC,4
Derek Fisher,965,OKC,4
Steven Adams,203500,OKC,4
JR Smith,2747,NYK,4
Tim Hardaway Jr.,203501,NYK,4
Amar'e Stoudemire,2405,NYK,4
Kenyon Martin,2030,NYK,4
Toure' Murry,203315,NYK,4
