player.name,player.id,team.abbreviation,period
Arron Afflalo,201167,ORL,1
Andrew Nicholson,203094,ORL,1
Glen Davis,201175,ORL,1
Victor Oladipo,203506,ORL,1
Jameer Nelson,2749,ORL,1
Chandler Parsons,202718,HOU,1
Terrence Jones,203093,HOU,1
Dwight Howard,2730,HOU,1
James Harden,201935,HOU,1
Patrick Beverley,201976,HOU,1
Glen Davis,201175,ORL,2
Victor Oladipo,203506,ORL,2
E'Twaun Moore,202734,ORL,2
Ronnie Price,101179,ORL,2
Maurice Harkless,203090,ORL,2
Patrick Beverley,201976,HOU,2
Aaron Brooks,201166,HOU,2
Omri Casspi,201956,HOU,2
Francisco Garcia,101128,HOU,2
Donatas Motiejunas,202700,HOU,2
Arron Afflalo,201167,ORL,3
Andrew Nicholson,203094,ORL,3
Glen Davis,201175,ORL,3
Victor Oladipo,203506,ORL,3
Jameer Nelson,2749,ORL,3
Chandler Parsons,202718,HOU,3
Terrence Jones,203093,HOU,3
Dwight Howard,2730,HOU,3
James Harden,201935,HOU,3
Patrick Beverley,201976,HOU,3
Arron Afflalo,201167,ORL,4
Jameer Nelson,2749,ORL,4
E'Twaun Moore,202734,ORL,4
Jason Maxiell,101131,ORL,4
Maurice Harkless,203090,ORL,4
Chandler Parsons,202718,HOU,4
Dwight Howard,2730,HOU,4
Aaron Brooks,201166,HOU,4
Omri Casspi,201956,HOU,4
Francisco Garcia,101128,HOU,4
