player.name,player.id,team.abbreviation,period
Kawhi Leonard,202695,SAS,1
Tim Duncan,1495,SAS,1
Tiago Splitter,201168,SAS,1
Danny Green,201980,SAS,1
Tony Parker,2225,SAS,1
Jordan Hamilton,202706,DEN,1
Kenneth Faried,202702,DEN,1
JaVale McGee,201580,DEN,1
Randy Foye,200751,DEN,1
Ty Lawson,201951,DEN,1
Tiago Splitter,201168,SAS,2
Danny Green,201980,SAS,2
Boris Diaw,2564,SAS,2
Manu Ginobili,1938,SAS,2
Patty Mills,201988,SAS,2
Jordan Hamilton,202706,DEN,2
Nate Robinson,101126,DEN,2
JJ Hickson,201581,DEN,2
Timofey Mozgov,202389,DEN,2
Andre Miller,1889,DEN,2
Kawhi Leonard,202695,SAS,3
Tim Duncan,1495,SAS,3
Tiago Splitter,201168,SAS,3
Danny Green,201980,SAS,3
Tony Parker,2225,SAS,3
Jordan Hamilton,202706,DEN,3
Kenneth Faried,202702,DEN,3
JaVale McGee,201580,DEN,3
Randy Foye,200751,DEN,3
Ty Lawson,201951,DEN,3
Danny Green,201980,SAS,4
Boris Diaw,2564,SAS,4
Manu Ginobili,1938,SAS,4
Patty Mills,201988,SAS,4
Jeff Ayres,201965,SAS,4
Kenneth Faried,202702,DEN,4
JaVale McGee,201580,DEN,4
Randy Foye,200751,DEN,4
Nate Robinson,101126,DEN,4
Andre Miller,1889,DEN,4
