GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021600350,1610612748,MIA,Miami,203585,Rodney McGruder,F,,11:11,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,-2.0
0021600350,1610612748,MIA,Miami,201177,Josh McRoberts,F,,9:01,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,2.0
0021600350,1610612748,MIA,Miami,202355,Hassan Whiteside,C,,10:29,5,8,0.625,0,0,0.0,1,2,0.5,2,3,5,0,0,1,0,0,11,0.0
0021600350,1610612748,MIA,Miami,201961,Wayne Ellington,G,,7:02,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,1,0,1.0
0021600350,1610612748,MIA,Miami,201609,Goran Dragic,G,,8:16,2,5,0.4,0,0,0.0,0,0,0.0,1,1,2,4,0,0,1,0,4,4.0
0021600350,1610612748,MIA,Miami,204020,Tyler Johnson,,,5:21,1,2,0.5,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,1,4,-3.0
0021600350,1610612748,MIA,Miami,1626196,Josh Richardson,,,3:31,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,3,-6.0
0021600350,1610612748,MIA,Miami,202682,Derrick Williams,,,2:46,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-4.0
0021600350,1610612748,MIA,Miami,203186,Willie Reed,,,1:18,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,2,-2.0
0021600350,1610612741,CHI,Chicago,202710,Jimmy Butler,F,,10:29,4,6,0.667,0,0,0.0,3,3,1.0,0,1,1,1,0,0,1,0,11,0.0
0021600350,1610612741,CHI,Chicago,201959,Taj Gibson,F,,6:26,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,4,-1.0
0021600350,1610612741,CHI,Chicago,201577,Robin Lopez,C,,10:29,0,3,0.0,0,0,0.0,0,0,0.0,2,4,6,1,0,2,0,0,0,0.0
0021600350,1610612741,CHI,Chicago,2548,Dwyane Wade,G,,7:44,2,3,0.667,0,0,0.0,1,2,0.5,0,0,0,1,1,1,1,0,5,1.0
0021600350,1610612741,CHI,Chicago,200765,Rajon Rondo,G,,10:14,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,1.0
0021600350,1610612741,CHI,Chicago,203926,Doug McDermott,,,5:21,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,3.0
0021600350,1610612741,CHI,Chicago,202703,Nikola Mirotic,,,5:21,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,1,0,0,3,3.0
0021600350,1610612741,CHI,Chicago,1627756,Denzel Valentine,,,1:33,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,1.0
0021600350,1610612741,CHI,Chicago,1626245,Cristiano Felicio,,,1:18,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2.0
