eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5,away.6
1,1,101122,2561,201579,202331,201954,202345,200749,2246,101114,202178,NA
31,1,101122,2561,201579,202331,201954,202345,200749,2246,101114,202705,NA
53,1,101122,2561,201579,201588,201954,202345,200749,2246,101114,202705,NA
67,1,101122,2561,201579,201588,201954,202345,200761,2246,101114,202705,NA
71,1,101122,201946,201579,201588,201954,202345,200761,2246,101114,202705,NA
83,1,101122,201946,202362,201588,201954,202345,200761,2246,101114,202705,NA
84,1,101122,201946,202362,201588,200811,202345,200761,2246,101114,202705,NA
85,1,101122,201946,202362,201588,200811,202345,200761,101130,101114,202705,NA
109,1,101122,201946,202362,201588,200811,202345,200761,101130,202178,202705,NA
110,1,101122,201946,202362,201588,200811,2052,200761,101130,202178,202705,NA
115,1,101122,201946,202362,201588,200811,201627,200761,101130,202178,202705,NA
122,2,202331,201946,200811,202362,2563,202178,200761,101130,2052,201627,NA
137,2,202331,201946,2561,202362,2563,202178,200761,101130,2052,201627,NA
142,2,202331,201946,2561,202362,2563,202178,2246,101130,2052,201627,NA
143,2,202331,201946,2561,202362,2563,202178,2246,200749,2052,201627,NA
161,2,202331,201946,2561,202362,2563,101114,2246,200749,2052,201627,NA
162,2,202331,201946,2561,202362,2563,101114,2246,200749,202345,201627,NA
177,2,202331,201946,2561,202362,2563,101114,2246,200749,202345,202705,NA
178,2,202331,201946,2561,201954,2563,101114,2246,200749,202345,202705,NA
186,2,202331,201946,2561,201954,101122,101114,2246,200749,202345,202705,NA
194,2,202331,201579,2561,201954,101122,101114,2246,200749,202345,202705,NA
199,2,202331,201579,2561,201954,101122,202178,2246,200749,202345,202705,NA
204,2,201588,201579,2561,201954,101122,202178,2246,200749,202345,202705,NA
224,2,201588,201579,2561,201954,101122,101114,2246,200749,202345,202705,NA
225,2,201588,201579,202331,201954,101122,101114,2246,200749,202345,202705,NA
226,2,201588,201579,202331,201946,101122,101114,2246,200749,202345,202705,NA
232,2,201588,201579,202331,201946,101122,101114,2246,200749,200761,202705,NA
233,2,201588,201579,202331,201946,101122,101114,2246,2052,200761,202705,NA
235,2,201588,2563,202331,201946,101122,101114,2246,2052,200761,202705,NA
257,2,201588,2563,202331,201946,101122,202178,2246,2052,200761,202705,NA
258,2,201588,2563,202331,201946,101122,202178,2246,2052,202345,202705,NA
265,3,101122,2561,201579,202331,201954,202345,200749,2246,101114,202705,NA
300,3,101122,2561,201579,202331,201954,202345,200749,101130,101114,202705,NA
305,3,101122,2561,201579,202331,201954,202345,200761,101130,101114,202705,NA
347,3,101122,2561,201579,202331,201954,2052,200761,101130,101114,202705,NA
348,3,101122,201588,201579,202331,201954,2052,200761,101130,101114,202705,NA
349,3,101122,201588,201579,201946,201954,2052,200761,101130,101114,202705,NA
364,3,101122,201588,201579,201946,202362,2052,200761,101130,101114,202705,NA
383,3,101122,201588,201579,201946,202362,2052,200761,101130,2246,202705,NA
384,3,101122,201588,201579,201946,202362,2052,200761,101130,2246,201627,NA
385,3,101122,201588,201579,201946,202362,2052,202178,101130,2246,201627,NA
386,3,101122,201588,202331,201946,202362,2052,202178,101130,2246,201627,NA
387,3,101122,201588,202331,201946,200811,2052,202178,101130,2246,201627,NA
395,3,2563,201588,202331,201946,200811,2052,202178,101130,2246,201627,NA
396,3,2563,201588,202331,201946,200811,2052,202178,202345,2246,201627,NA
397,3,2563,201588,202331,201946,200811,200749,202178,202345,2246,201627,NA
408,3,2563,201588,202331,201946,200811,200749,202178,101114,2246,201627,NA
409,3,2563,201588,202331,201946,200811,202705,202178,101114,2246,201627,NA
415,4,202331,201954,201588,201946,200811,200749,2246,101114,202705,201627,2563
447,4,202331,201954,201588,201946,200811,200749,2246,101114,202705,200761,2563
448,4,202331,201954,201588,201946,200811,200749,200770,101114,202705,200761,2563
449,4,202331,201954,201588,201946,200811,101130,200770,101114,202705,200761,2563
481,4,202331,201954,201588,201946,101122,101130,200770,101114,202705,200761,2563
550,4,202331,201954,201588,201946,101122,101130,200770,202178,202705,200761,2563
551,4,202331,201954,201588,201946,101122,101130,200770,202178,201627,200761,2563
552,4,202331,200811,201588,201946,101122,101130,200770,202178,201627,200761,2563
553,4,202331,200811,201588,201946,201985,101130,200770,202178,201627,200761,2563
554,4,202331,200811,201588,202362,201985,101130,200770,202178,201627,200761,2563
555,4,202331,200811,201588,202362,201985,202716,200770,202178,201627,200761,2563
556,4,202331,200811,201588,202362,201985,202716,200770,202178,201627,202862,2563
558,4,202331,200811,201954,202362,201985,202716,200770,202178,201627,202862,2563
