eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,202330,200794,2744,1952,2734,201568,2403,202389,201167,201951
63,1,202330,200794,2744,1952,2734,201568,2403,1733,201167,201951
71,1,101139,200794,2744,1952,2734,201568,2403,1733,201167,201951
84,1,101139,200794,2744,1952,2734,201568,202389,1733,201167,201951
85,1,101139,200794,2744,1952,2734,201568,202389,1733,201167,1889
86,1,101139,200794,2744,1952,202692,201568,202389,1733,201167,1889
87,1,101139,200794,2744,2248,202692,201568,202389,1733,201167,1889
94,1,101139,200794,2744,2248,202692,201951,202389,1733,201167,1889
95,1,101139,200794,2744,2248,202692,201951,202389,1733,201164,1889
96,1,101139,200794,202324,2248,202692,201951,202389,1733,201164,1889
108,1,101139,200794,202324,2248,202692,201951,2365,1733,201164,1889
113,1,101139,202683,202324,2248,202692,201951,2365,1733,201164,1889
135,2,101139,2248,202692,202324,202683,1733,1889,201164,2365,201147
159,2,202330,2248,202692,202324,202683,1733,1889,201164,2365,201147
190,2,202330,2248,202692,202324,202683,1733,1889,201164,2403,201147
191,2,202330,2248,202692,2744,202683,1733,1889,201164,2403,201147
195,2,202330,2248,202692,2744,202683,201568,1889,201164,2403,201147
196,2,202330,2248,202692,2744,200794,201568,1889,201164,2403,201147
207,2,202330,2734,202692,2744,200794,201568,1889,201164,2403,201147
208,2,202330,2734,1952,2744,200794,201568,1889,201164,2403,201147
209,2,202330,2734,1952,2744,200794,201568,1889,201167,2403,201147
210,2,202330,2734,1952,2744,200794,201568,1889,201167,2403,201951
222,2,202330,2734,1952,2744,200794,201568,202389,201167,2403,201951
253,2,202330,2734,1952,2744,202324,201568,202389,201167,2403,201951
257,2,202330,2734,1952,2744,202683,201568,202389,201167,2403,201951
280,3,202330,200794,2744,1952,2734,201568,2403,202389,201167,201951
299,3,202330,200794,2744,1952,2734,201147,2403,202389,201167,201951
320,3,202330,200794,2744,1952,2734,201147,2403,1733,201167,201951
332,3,202330,200794,2744,1952,2248,201147,2403,1733,201167,201951
333,3,202330,200794,2744,1952,2248,201147,2403,1733,1889,201951
341,3,202330,200794,202683,1952,2248,201147,2403,1733,1889,201951
354,3,202330,200794,202683,101139,2248,201147,2403,1733,1889,201951
355,3,202330,200794,202683,101139,2248,201147,2365,1733,1889,201951
356,3,202330,200794,202683,101139,2248,201147,2365,1733,1889,201167
357,3,202692,200794,202683,101139,2248,201147,2365,1733,1889,201167
374,3,202692,202379,202683,101139,2248,201147,2365,1733,1889,201167
375,3,202692,202379,2744,101139,2248,201147,2365,1733,1889,201167
386,3,202692,202379,2744,101139,2248,201147,201585,1733,1889,201167
416,4,2744,101139,2248,202692,202379,201167,1733,1889,2365,201147
424,4,2744,101139,2248,202692,202379,201167,1733,1889,2365,201951
433,4,2744,101139,2248,202692,202379,201568,1733,1889,2365,201951
440,4,2744,101139,2248,202692,202379,201568,1733,1889,2403,201951
447,4,2744,101139,2248,202692,202379,201568,201167,1889,2403,201951
448,4,2744,101139,2248,202692,200794,201568,201167,1889,2403,201951
461,4,2744,101139,2248,202692,200794,201568,201167,1733,2403,201951
482,4,2744,1952,2248,202692,200794,201568,201167,1733,2403,201951
483,4,2744,1952,2248,202330,200794,201568,201167,1733,2403,201951
511,4,2744,1952,2734,202330,200794,201568,201167,1733,2403,201951
530,4,2744,1952,2734,202330,200794,201568,201167,201147,2403,201951
