eventnum,period,away.1,away.2,away.3,away.4,away.5,home.1,home.2,home.3,home.4,home.5
0,1,2738,1882,201150,201975,201950,202330,200794,202324,1952,2734
45,1,2738,1882,201150,201975,201950,202330,200794,202324,1952,2248
77,1,2738,201152,201150,201975,201950,202330,200794,202324,1952,2248
78,1,2738,201152,201150,202323,201950,202330,200794,202324,1952,2248
79,1,2738,201152,201150,202323,201950,202330,200794,202324,101139,2248
80,1,2738,201152,201150,202323,201950,202330,202379,202324,101139,2248
83,1,2738,201152,201150,202323,101150,202330,202379,202324,101139,2248
112,1,2738,201152,201150,202323,101150,2572,202379,202324,101139,2248
113,1,2738,201152,201150,202323,101150,2572,202379,202683,101139,2248
114,1,2738,201152,202696,202323,101150,2572,202379,202683,101139,2248
121,1,2738,201152,202696,202323,101150,2572,202379,202683,101139,2734
127,2,201950,201152,202323,101150,202696,2734,101139,202379,2572,202683
150,2,201950,201152,202323,101150,202696,2734,101139,200794,2572,202683
174,2,201950,201152,202323,101150,1882,2734,101139,200794,2572,202683
175,2,201950,201152,202323,101150,1882,2734,202330,200794,2572,202683
184,2,201950,201152,202323,101150,1882,2734,202330,200794,2572,202324
185,2,201950,201150,202323,101150,1882,2734,202330,200794,2572,202324
186,2,201950,201150,2738,101150,1882,2734,202330,200794,2572,202324
202,2,201950,201150,2738,201975,1882,2734,202330,200794,2572,202324
212,2,101150,201150,2738,201975,1882,2734,202330,200794,2572,202324
236,2,202323,201150,2738,201975,1882,2734,202330,200794,2572,202324
243,2,202323,201150,2738,201975,201152,2734,202330,200794,2572,202324
244,2,101150,201150,2738,201975,201152,2734,202330,200794,2572,202324
245,2,101150,201150,2738,201975,201152,2224,202330,200794,2572,202324
246,2,101150,201150,2738,201975,201152,2224,202330,200794,2572,202683
259,2,101150,201150,2738,201975,202323,2224,202330,200794,2572,202683
261,2,101150,201150,2738,201975,202323,2224,202330,200794,2572,2734
273,3,2738,1882,201150,201975,201950,202330,200794,202324,1952,2734
331,3,2738,1882,201150,201975,201950,202330,200794,202324,1952,2248
336,3,2738,1882,201150,101150,201950,202330,200794,202324,1952,2248
348,3,2738,1882,201150,101150,202323,202330,200794,202324,1952,2248
349,3,2738,201152,201150,101150,202323,202330,200794,202324,1952,2248
357,3,2738,201152,201150,101150,202323,202330,200794,202324,2572,2248
358,3,2738,201152,201150,101150,202323,202330,200794,202683,2572,2248
365,3,2738,201152,202696,101150,202323,202330,200794,202683,2572,2248
371,3,2738,201152,202696,101150,202323,101139,200794,202683,2572,2248
384,4,201950,201152,202323,101150,202696,202324,2248,101139,2572,202683
404,4,201950,201152,202323,101150,201150,202324,2248,101139,2572,202683
417,4,201950,201152,2738,101150,201150,202324,2248,101139,2572,202683
433,4,201950,1882,2738,101150,201150,202324,2248,101139,2572,202683
455,4,201950,1882,2738,101150,201150,202324,2248,101139,2572,200794
456,4,201950,1882,2738,101150,201150,202324,2248,202330,2572,200794
457,4,201950,1882,2738,201975,201150,202324,2248,202330,2572,200794
479,4,201950,1882,2738,201975,201150,202324,2734,202330,2572,200794
480,4,201950,1882,2738,201975,201150,202324,2734,202330,101139,200794
481,4,201950,1882,2738,101150,201150,202324,2734,202330,101139,200794
511,4,201950,1882,2738,202323,201150,202324,2734,202330,101139,200794
517,4,201950,201975,2738,202323,201150,202324,2734,202330,101139,200794
518,4,201950,201975,2738,101150,201150,202324,2734,202330,101139,200794
523,4,201950,202323,2738,101150,201150,202324,2734,202330,101139,200794
529,4,201950,202323,2738,101150,201150,202324,2734,202330,2248,200794
530,4,201950,201975,2738,101150,201150,202324,2734,202330,2248,200794
536,4,201950,201975,2738,202323,201150,202324,2734,202330,2248,200794
540,4,201950,1882,2738,202323,201150,202324,2734,202330,2248,200794
545,4,201950,1882,2738,101150,201150,202324,2734,202330,2248,200794
